R_fighter,B_fighter,date,Winner,target,weight_class,R_age,B_age,R_fights_since_finish,R_win_rate_l5_vs_career,R_finish_rate_trend,R_longest_lose_streak_ever,R_comeback_flag,R_avg_fights_between_losses,B_fights_since_finish,B_win_rate_l5_vs_career,B_finish_rate_trend,B_longest_lose_streak_ever,B_comeback_flag,B_avg_fights_between_losses,fights_since_finish_dif,win_rate_l5_vs_career_dif,finish_rate_trend_dif,longest_lose_streak_ever_dif,comeback_flag_dif,avg_fights_between_losses_dif,R_cum_fights,B_cum_fights
Mike Pyle,Zak Ottow,2018-03-03,Blue,0,Welterweight,42,31,2.0,-0.4585365853658537,-0.3609756097560976,2.0,1.0,3.0,5.0,-0.15000000000000002,-0.6,1.0,0.0,3.0,-3.0,-0.30853658536585366,0.23902439024390237,1.0,1.0,0.0,41,20
Jordan Johnson,Adam Milstead,2018-03-03,Red,1,Light Heavyweight,29,30,3.0,0.0,-0.22499999999999998,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,-0.22499999999999998,-1.0,0.0,0.0,8,10
Bryan Caraway,Cody Stamann,2018-03-03,Blue,0,Bantamweight,33,28,3.0,0.050000000000000044,-0.24285714285714288,2.0,1.0,3.0,2.0,0.05882352941176472,-0.07058823529411762,1.0,0.0,3.0,1.0,-0.008823529411764675,-0.17226890756302526,1.0,1.0,0.0,28,17
Beneil Dariush,Alexander Hernandez,2018-03-03,Blue,0,Lightweight,28,25,3.0,-0.37777777777777777,-0.3,2.0,0.0,3.0,0.0,0.11111111111111116,0.24444444444444446,1.0,0.0,3.0,3.0,-0.48888888888888893,-0.5444444444444445,1.0,0.0,0.0,18,9
CB Dollaway,Hector Lombard,2018-03-03,Red,1,Middleweight,34,40,5.0,-0.15555555555555556,-0.2222222222222222,3.0,1.0,3.0,6.0,-0.7555555555555555,-0.5777777777777777,5.0,0.0,3.0,-1.0,0.6,0.3555555555555555,-2.0,1.0,0.0,18,45
Danny Roberts,Oliver Enkamp,2018-03-17,Red,1,Welterweight,30,26,1.0,-0.22352941176470587,-0.24705882352941178,1.0,0.0,3.0,1.0,-0.07499999999999996,-0.025000000000000022,1.0,0.0,3.0,0.0,-0.1485294117647059,-0.22205882352941175,0.0,0.0,0.0,17,8
Fabricio Werdum,Alexander Volkov,2018-03-17,Blue,0,Heavyweight,40,29,1.0,-0.14193548387096777,-0.3483870967741935,1.0,0.0,3.0,0.0,0.16666666666666663,-0.21111111111111114,2.0,1.0,3.0,1.0,-0.3086021505376344,-0.13727598566308236,-1.0,-1.0,0.0,31,36
Jimi Manuwa,Jan Blachowicz,2018-03-17,Blue,0,Light Heavyweight,38,35,1.0,-0.25,-0.4,1.0,0.0,3.0,1.0,-0.15000000000000002,-0.3357142857142857,2.0,1.0,3.0,0.0,-0.09999999999999998,-0.06428571428571433,-1.0,-1.0,0.0,20,28
Tom Duquesnoy,Terrion Ware,2018-03-17,Red,1,Bantamweight,24,31,1.0,-0.033333333333333326,0.13333333333333341,1.0,0.0,3.0,2.0,-0.10833333333333339,-0.175,2.0,1.0,3.0,-1.0,0.07500000000000007,0.3083333333333334,-1.0,-1.0,0.0,18,24
Leon Edwards,Peter Sobotta,2018-03-17,Red,1,Welterweight,26,31,2.0,-0.0235294117647058,-0.27058823529411763,1.0,0.0,3.0,0.0,0.0608695652173914,-0.25217391304347825,4.0,0.0,3.0,2.0,-0.0843989769820972,-0.01841432225063938,-3.0,0.0,0.0,17,23
Paul Craig,Magomed Ankalaev,2018-03-17,Red,1,Light Heavyweight,30,25,3.0,-0.35,-0.35,3.0,0.0,3.0,0.0,0.0,0.17500000000000004,0.0,0.0,3.0,3.0,-0.35,-0.525,3.0,0.0,0.0,12,8
Stevie Ray,Kajan Johnson,2018-03-17,Blue,0,Lightweight,27,33,5.0,-0.11428571428571432,-0.2857142857142857,1.0,0.0,3.0,0.0,0.15294117647058825,-0.07058823529411762,3.0,0.0,3.0,5.0,-0.26722689075630257,-0.21512605042016808,-2.0,0.0,0.0,7,34
Mark Godbeer,Dmitry Sosnovskiy,2018-03-17,Blue,0,Heavyweight,34,28,3.0,-0.012499999999999956,-0.2875,1.0,0.0,3.0,2.0,-0.06666666666666665,-0.06666666666666665,2.0,0.0,3.0,1.0,0.054166666666666696,-0.22083333333333333,-1.0,0.0,0.0,16,6
John Phillips,Charles Byrd,2018-03-17,Blue,0,Middleweight,32,34,0.0,0.050000000000000044,0.050000000000000044,2.0,0.0,3.0,0.0,0.10769230769230775,0.2615384615384616,1.0,0.0,3.0,0.0,-0.05769230769230771,-0.21153846153846156,1.0,0.0,0.0,28,13
Danny Henry,Hakeem Dawodu,2018-03-17,Red,1,Featherweight,29,26,1.0,-0.0461538461538461,-0.09230769230769231,1.0,0.0,3.0,1.0,-0.07499999999999996,-0.15000000000000002,1.0,0.0,3.0,0.0,0.028846153846153855,0.05769230769230771,0.0,0.0,0.0,13,8
Zabit Magomedsharipov,Kyle Bochniak,2018-04-07,Red,1,Featherweight,27,31,0.0,0.06666666666666665,0.1333333333333333,1.0,0.0,3.0,4.0,-0.20000000000000007,-0.2,1.0,0.0,3.0,-4.0,0.2666666666666667,0.3333333333333333,0.0,0.0,0.0,15,10
Renato Moicano,Calvin Kattar,2018-04-07,Red,1,Featherweight,28,30,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.09999999999999998,-0.3,1.0,0.0,3.0,3.0,-0.09999999999999998,0.3,0.0,0.0,0.0,4,20
Khabib Nurmagomedov,Al Iaquinta,2018-04-07,Red,1,Lightweight,29,30,1.0,0.0,-0.24,0.0,0.0,3.0,0.0,0.23529411764705888,0.3294117647058824,2.0,1.0,3.0,1.0,-0.23529411764705888,-0.5694117647058824,-2.0,-1.0,0.0,25,17
Karolina Kowalkiewicz,Felice Herrig,2018-04-07,Red,1,Women's Strawweight,32,33,8.0,-0.24615384615384617,-0.23076923076923078,2.0,0.0,3.0,3.0,0.10000000000000009,-0.04999999999999999,2.0,0.0,3.0,5.0,-0.34615384615384626,-0.1807692307692308,0.0,0.0,0.0,13,20
Rose Namajunas,Joanna Jedrzejczyk,2018-04-07,Red,1,Women's Strawweight,25,30,0.0,0.10000000000000009,0.0,2.0,1.0,3.0,5.0,-0.1333333333333333,-0.3333333333333333,1.0,0.0,3.0,-5.0,0.2333333333333334,0.3333333333333333,1.0,1.0,0.0,10,15
Evan Dunham,Olivier Aubin-Mercier,2018-04-07,Blue,0,Lightweight,36,29,10.0,0.08000000000000007,-0.36,3.0,1.0,3.0,1.0,-0.033333333333333326,-0.2666666666666666,1.0,0.0,3.0,9.0,0.1133333333333334,-0.09333333333333338,2.0,1.0,0.0,25,12
Bec Rawlings,Ashlee Evans-Smith,2018-04-07,Blue,0,Women's Flyweight,29,30,4.0,-0.09999999999999998,-0.15714285714285714,3.0,1.0,3.0,2.0,-0.22499999999999998,-0.175,2.0,0.0,3.0,2.0,0.125,0.01785714285714285,1.0,1.0,0.0,14,8
Joe Lauzon,Chris Gruetzemacher,2018-04-07,Blue,0,Lightweight,33,31,4.0,-0.25853658536585367,-0.4097560975609756,2.0,0.0,3.0,4.0,-0.21250000000000002,-0.3625,2.0,0.0,3.0,0.0,-0.046036585365853644,-0.047256097560975596,0.0,0.0,0.0,41,16
Devin Clark,Mike Rodriguez,2018-04-07,Red,1,Light Heavyweight,27,29,4.0,-0.20000000000000007,-0.2,1.0,0.0,3.0,0.0,-0.018181818181818188,-0.018181818181818188,1.0,0.0,3.0,4.0,-0.18181818181818188,-0.18181818181818182,0.0,0.0,0.0,10,11
Wilson Reis,John Moraga,2018-04-14,Blue,0,Flyweight,33,34,3.0,-0.1333333333333333,-0.1333333333333333,2.0,0.0,3.0,0.0,-0.35,-0.2583333333333333,3.0,1.0,3.0,3.0,0.21666666666666667,0.125,-1.0,-1.0,0.0,30,24
Dustin Poirier,Justin Gaethje,2018-04-14,Red,1,Lightweight,29,29,0.0,-0.20000000000000007,-0.19999999999999996,1.0,0.0,3.0,1.0,-0.14736842105263148,-0.042105263157894646,1.0,0.0,3.0,-1.0,-0.052631578947368585,-0.1578947368421053,0.0,0.0,0.0,30,19
Carlos Condit,Alex Oliveira,2018-04-14,Blue,0,Welterweight,33,30,3.0,-0.5317073170731708,-0.4829268292682927,3.0,1.0,3.0,1.0,-0.09230769230769231,0.023076923076923106,1.0,0.0,3.0,2.0,-0.43939962476547845,-0.5060037523452159,2.0,1.0,0.0,41,26
Muslim Salikhov,Ricky Rainey,2018-04-14,Red,1,Welterweight,33,34,1.0,-0.06666666666666665,0.0,1.0,0.0,3.0,3.0,0.03529411764705892,-0.07058823529411762,1.0,0.0,3.0,-2.0,-0.10196078431372557,0.07058823529411762,0.0,0.0,0.0,15,17
Michelle Waterson,Cortney Casey,2018-04-14,Red,1,Women's Strawweight,32,30,2.0,-0.29999999999999993,-0.19999999999999996,2.0,0.0,3.0,3.0,0.016666666666666607,-0.09999999999999998,2.0,1.0,3.0,-1.0,-0.31666666666666654,-0.09999999999999998,0.0,-1.0,0.0,20,12
Tim Boetsch,Antonio Carlos Junior,2018-04-14,Blue,0,Middleweight,37,28,0.0,-0.05625000000000002,0.09999999999999998,3.0,1.0,3.0,2.0,-0.06666666666666665,-0.06666666666666665,2.0,0.0,3.0,-2.0,0.01041666666666663,0.16666666666666663,1.0,1.0,0.0,32,6
Israel Adesanya,Marvin Vettori,2018-04-14,Red,1,Middleweight,28,24,0.0,0.0,0.0,0.0,0.0,3.0,4.0,-0.3222222222222222,-0.41111111111111115,2.0,1.0,3.0,-4.0,0.3222222222222222,0.41111111111111115,-2.0,-1.0,0.0,12,18
Matthew Lopez,Alejandro Perez,2018-04-14,Blue,0,Bantamweight,31,28,1.0,-0.2333333333333334,-0.2666666666666666,1.0,0.0,3.0,3.0,0.04137931034482767,-0.11724137931034484,1.0,0.0,3.0,-2.0,-0.27471264367816106,-0.14942528735632177,0.0,0.0,0.0,12,29
Dhiego Lima,Yushin Okami,2018-04-14,Blue,0,Welterweight,29,36,9.0,-0.2666666666666666,-0.3888888888888889,2.0,1.0,3.0,3.0,0.04444444444444451,0.0,2.0,1.0,3.0,6.0,-0.3111111111111111,-0.3888888888888889,0.0,0.0,0.0,18,45
Arjan Bhullar,Adam Wieczorek,2018-04-14,Blue,0,Heavyweight,31,26,2.0,0.0,-0.028571428571428525,0.0,0.0,3.0,1.0,0.09999999999999998,0.0,1.0,0.0,3.0,1.0,-0.09999999999999998,-0.028571428571428525,-1.0,0.0,0.0,7,10
Krzysztof Jotko,Brad Tavares,2018-04-14,Blue,0,Middleweight,28,30,3.0,-0.26363636363636367,-0.16363636363636364,2.0,0.0,3.0,14.0,-0.00952380952380949,-0.2857142857142857,2.0,1.0,3.0,-11.0,-0.2541125541125542,0.12207792207792206,0.0,-1.0,0.0,22,21
Luke Sanders,Patrick Williams,2018-04-14,Red,1,Bantamweight,32,36,2.0,-0.24615384615384617,-0.2153846153846154,2.0,0.0,3.0,1.0,-0.015384615384615441,0.06153846153846154,1.0,0.0,3.0,1.0,-0.23076923076923073,-0.27692307692307694,1.0,0.0,0.0,13,13
Shana Dobson,Lauren Mueller,2018-04-14,Blue,0,Women's Flyweight,29,26,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,-2.0,0.0,0.0,1.0,0.0,0.0,4,4
Gilbert Burns,Dan Moret,2018-04-14,Red,1,Lightweight,31,31,0.0,-0.2571428571428571,-0.18571428571428572,1.0,0.0,3.0,0.0,-0.012499999999999956,-0.16249999999999998,1.0,0.0,3.0,0.0,-0.24464285714285716,-0.023214285714285743,0.0,0.0,0.0,14,16
Edson Barboza,Kevin Lee,2018-04-21,Blue,0,Lightweight,32,25,1.0,-0.20000000000000007,-0.27999999999999997,1.0,0.0,3.0,1.0,-0.042105263157894646,0.3263157894736843,1.0,0.0,3.0,0.0,-0.15789473684210542,-0.6063157894736843,0.0,0.0,0.0,25,19
Frankie Edgar,Cub Swanson,2018-04-21,Red,1,Featherweight,36,34,1.0,-0.1586206896551724,0.020689655172413834,3.0,1.0,3.0,9.0,0.03529411764705892,-0.4411764705882353,2.0,1.0,3.0,-8.0,-0.19391480730223132,0.4618661257606491,1.0,0.0,0.0,29,34
Justin Willis,Chase Sherman,2018-04-21,Red,1,Heavyweight,30,28,0.0,0.1428571428571429,0.02857142857142858,1.0,0.0,3.0,2.0,-0.33333333333333326,-0.4666666666666666,2.0,1.0,3.0,-2.0,0.47619047619047616,0.4952380952380952,-1.0,-1.0,0.0,7,15
Ryan LaFlare,Alex Garcia,2018-04-21,Red,1,Welterweight,34,30,8.0,-0.2666666666666667,-0.4666666666666667,1.0,0.0,3.0,0.0,-0.18947368421052635,-0.231578947368421,1.0,0.0,3.0,8.0,-0.07719298245614037,-0.23508771929824568,0.0,0.0,0.0,15,19
Aljamain Sterling,Brett Johns,2018-04-21,Red,1,Bantamweight,28,26,5.0,-0.4235294117647058,-0.47058823529411764,2.0,1.0,3.0,0.0,0.0,-0.06666666666666665,0.0,0.0,3.0,5.0,-0.4235294117647058,-0.403921568627451,2.0,1.0,0.0,17,15
Merab Dvalishvili,Ricky Simon,2018-04-21,Blue,0,Bantamweight,27,25,1.0,0.10000000000000009,0.10000000000000003,1.0,0.0,3.0,0.0,0.07692307692307687,-0.06153846153846154,1.0,0.0,3.0,1.0,0.023076923076923217,0.16153846153846158,0.0,0.0,0.0,10,13
Jim Miller,Dan Hooker,2018-04-21,Blue,0,Lightweight,34,28,5.0,-0.29999999999999993,-0.45,3.0,1.0,3.0,0.0,-0.08181818181818179,-0.036363636363636376,2.0,0.0,3.0,5.0,-0.21818181818181814,-0.41363636363636364,1.0,1.0,0.0,40,22
Anthony Rocco Martin,Keita Nakamura,2018-04-21,Red,1,Welterweight,28,33,3.0,-0.15000000000000002,-0.3,2.0,1.0,3.0,2.0,-0.15000000000000002,-0.12272727272727268,2.0,1.0,3.0,1.0,0.0,-0.1772727272727273,0.0,0.0,0.0,16,44
David Branch,Thiago Santos,2018-04-21,Red,1,Middleweight,36,34,2.0,-0.039999999999999925,-0.27999999999999997,1.0,0.0,3.0,0.0,0.027272727272727337,0.2090909090909091,2.0,1.0,3.0,2.0,-0.06727272727272726,-0.4890909090909091,-1.0,-1.0,0.0,25,22
Siyar Bahadurzada,Luan Chagas,2018-04-21,Red,1,Welterweight,34,24,0.0,-0.16666666666666674,-0.033333333333333326,3.0,1.0,3.0,0.0,-0.2333333333333334,-0.2333333333333334,2.0,0.0,3.0,0.0,0.06666666666666665,0.20000000000000007,1.0,1.0,0.0,30,18
Corey Anderson,Patrick Cummins,2018-04-21,Red,1,Light Heavyweight,28,37,2.0,-0.29230769230769227,-0.1076923076923077,2.0,0.0,3.0,4.0,-0.11428571428571432,-0.22857142857142854,2.0,1.0,3.0,-2.0,-0.17802197802197794,0.12087912087912084,0.0,-1.0,0.0,13,14
Cezar Ferreira,Karl Roberson,2018-05-12,Red,1,Middleweight,33,27,2.0,0.13333333333333341,-0.1333333333333333,2.0,1.0,3.0,0.0,0.0,0.16666666666666663,0.0,0.0,3.0,2.0,0.13333333333333341,-0.29999999999999993,2.0,1.0,0.0,18,6
Amanda Nunes,Raquel Pennington,2018-05-12,Red,1,Women's Bantamweight,29,29,1.0,0.21052631578947367,-0.08421052631578951,1.0,0.0,3.0,3.0,0.15714285714285714,-0.08571428571428569,2.0,1.0,3.0,-2.0,0.05338345864661653,0.001503759398496174,-1.0,-1.0,0.0,19,14
Jacare Souza,Kelvin Gastelum,2018-05-12,Blue,0,Middleweight,38,26,0.0,-0.18260869565217397,-0.008695652173913104,2.0,0.0,3.0,0.0,-0.18947368421052635,-0.17894736842105263,2.0,0.0,3.0,0.0,0.006864988558352381,0.17025171624713953,0.0,0.0,0.0,23,19
Mackenzie Dern,Amanda Cooper,2018-05-12,Red,1,Women's Strawweight,25,26,0.0,0.0,0.02857142857142858,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.02857142857142858,-1.0,0.0,0.0,7,4
Vitor Belfort,Lyoto Machida,2018-05-12,Blue,0,Middleweight,41,39,4.0,-0.25,-0.325,3.0,0.0,3.0,4.0,-0.3419354838709677,-0.15483870967741936,3.0,0.0,3.0,0.0,0.09193548387096773,-0.17016129032258065,0.0,0.0,0.0,40,31
Warlley Alves,Sultan Aliev,2018-05-12,Red,1,Welterweight,27,33,3.0,-0.2571428571428571,-0.17142857142857137,2.0,0.0,3.0,2.0,-0.07499999999999996,-0.025000000000000022,1.0,0.0,3.0,1.0,-0.18214285714285716,-0.14642857142857135,1.0,0.0,0.0,14,16
John Lineker,Brian Kelleher,2018-05-12,Red,1,Bantamweight,27,31,3.0,0.010526315789473717,-0.24736842105263157,3.0,0.0,3.0,1.0,0.09629629629629632,0.0444444444444444,3.0,0.0,3.0,2.0,-0.08576998050682261,-0.29181286549707597,0.0,0.0,0.0,38,27
Elizeu Zaleski dos Santos,Sean Strickland,2018-05-12,Red,1,Welterweight,31,27,3.0,0.017391304347826098,-0.40869565217391307,2.0,0.0,3.0,3.0,-0.10909090909090902,-0.39090909090909093,1.0,0.0,3.0,0.0,0.1264822134387351,-0.017786561264822143,1.0,0.0,0.0,23,22
Thales Leites,Jack Hermansson,2018-05-12,Blue,0,Middleweight,36,29,3.0,-0.37142857142857144,-0.3428571428571428,2.0,1.0,3.0,1.0,-0.20952380952380956,-0.06666666666666665,2.0,0.0,3.0,2.0,-0.16190476190476188,-0.27619047619047615,0.0,1.0,0.0,35,21
Alberto Mina,Ramazan Emeev,2018-05-12,Blue,0,Welterweight,36,30,0.0,0.0,-0.12307692307692308,0.0,0.0,3.0,2.0,0.1578947368421053,0.021052631578947323,1.0,0.0,3.0,-2.0,-0.1578947368421053,-0.1441295546558704,-1.0,0.0,0.0,13,19
Markus Perez,James Bochnovic,2018-05-12,Red,1,Middleweight,29,29,1.0,-0.10909090909090902,-0.23636363636363633,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,-0.10909090909090902,-0.23636363636363633,0.0,0.0,0.0,11,10
Aleksei Oleinik,Junior Albini,2018-05-12,Red,1,Heavyweight,40,27,1.0,-0.06666666666666665,-0.06666666666666665,1.0,0.0,3.0,1.0,-0.0235294117647058,-0.10588235294117654,2.0,0.0,3.0,0.0,-0.04313725490196085,0.03921568627450989,-1.0,0.0,0.0,6,17
Davi Ramos,Nick Hein,2018-05-12,Red,1,Lightweight,31,34,0.0,-0.1777777777777778,-0.2666666666666666,1.0,0.0,3.0,6.0,-0.0235294117647058,-0.29411764705882354,1.0,0.0,3.0,-6.0,-0.154248366013072,0.027450980392156932,0.0,0.0,0.0,9,17
Vicente Luque,Chad Laprise,2018-05-19,Red,1,Welterweight,26,31,0.0,0.15000000000000002,0.20000000000000007,3.0,0.0,3.0,0.0,-0.2666666666666667,0.06666666666666665,2.0,1.0,3.0,0.0,0.41666666666666674,0.13333333333333341,1.0,-1.0,0.0,20,15
Veronica Macedo,Andrea Lee,2018-05-19,Blue,0,Women's Flyweight,22,29,2.0,-0.06666666666666665,-0.06666666666666665,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,-0.06666666666666665,-0.06666666666666665,1.0,0.0,0.0,6,10
Alexa Grasso,Tatiana Suarez,2018-05-19,Blue,0,Women's Strawweight,24,27,5.0,-0.10909090909090902,-0.36363636363636365,1.0,0.0,3.0,1.0,0.0,0.13333333333333341,0.0,0.0,3.0,4.0,-0.10909090909090902,-0.49696969696969706,1.0,0.0,0.0,11,6
Jared Cannonier,Dominick Reyes,2018-05-19,Blue,0,Light Heavyweight,34,28,1.0,-0.1692307692307693,-0.2153846153846154,1.0,0.0,3.0,0.0,0.0,0.125,0.0,0.0,3.0,1.0,-0.1692307692307693,-0.3403846153846154,1.0,0.0,0.0,13,8
Diego Rivas,Guido Cannetti,2018-05-19,Blue,0,Bantamweight,26,38,1.0,-0.07499999999999996,-0.22499999999999998,1.0,0.0,3.0,4.0,-0.23636363636363633,-0.3454545454545454,2.0,1.0,3.0,-3.0,0.16136363636363638,0.12045454545454543,-1.0,-1.0,0.0,8,11
Claudio Puelles,Felipe Silva,2018-05-19,Red,1,Lightweight,22,34,1.0,-0.1777777777777778,-0.2666666666666666,1.0,0.0,3.0,1.0,-0.0888888888888888,-0.1777777777777778,1.0,0.0,3.0,0.0,-0.08888888888888902,-0.0888888888888888,0.0,0.0,0.0,9,9
Demian Maia,Kamaru Usman,2018-05-19,Blue,0,Welterweight,40,31,3.0,-0.1575757575757576,-0.05454545454545451,2.0,1.0,3.0,1.0,0.07692307692307687,-0.3384615384615384,1.0,0.0,3.0,2.0,-0.23449883449883446,0.2839160839160839,1.0,1.0,0.0,33,13
Gabriel Benitez,Humberto Bandenay,2018-05-19,Red,1,Featherweight,29,23,2.0,-0.1777777777777778,-0.42962962962962964,2.0,1.0,3.0,0.0,0.26315789473684215,0.42105263157894735,2.0,0.0,3.0,2.0,-0.44093567251461996,-0.8506822612085769,0.0,1.0,0.0,27,19
Enrique Barzola,Brandon Davis,2018-05-19,Red,1,Featherweight,29,28,5.0,0.022222222222222254,-0.4444444444444444,1.0,0.0,3.0,3.0,0.10769230769230775,-0.18461538461538463,2.0,0.0,3.0,2.0,-0.0854700854700855,-0.2598290598290598,-1.0,0.0,0.0,18,13
Henry Briones,Frankie Saenz,2018-05-19,Blue,0,Bantamweight,37,37,3.0,0.0,0.0,3.0,0.0,3.0,7.0,-0.2875,-0.3125,3.0,0.0,3.0,-4.0,0.2875,0.3125,0.0,0.0,0.0,4,16
Zak Cummings,Michel Prazeres,2018-05-19,Blue,0,Welterweight,33,36,0.0,-0.007692307692307665,-0.015384615384615441,2.0,0.0,3.0,1.0,0.07692307692307687,-0.02307692307692305,1.0,0.0,3.0,-1.0,-0.08461538461538454,0.0076923076923076095,1.0,0.0,0.0,26,26
Brandon Moreno,Alexandre Pantoja,2018-05-19,Blue,0,Flyweight,24,28,1.0,0.022222222222222254,-0.011111111111111183,1.0,0.0,3.0,1.0,-0.05714285714285705,-0.01904761904761909,1.0,0.0,3.0,0.0,0.0793650793650793,0.007936507936507908,0.0,0.0,0.0,18,21
Poliana Botelho,Syuri Kondo,2018-05-19,Red,1,Women's Strawweight,29,29,1.0,-0.05714285714285705,-0.11428571428571432,1.0,0.0,3.0,3.0,0.0,0.033333333333333354,0.0,0.0,3.0,-2.0,-0.05714285714285705,-0.14761904761904768,1.0,0.0,0.0,7,6
Eric Spicely,Darren Stewart,2018-05-27,Blue,0,Middleweight,31,27,2.0,-0.36923076923076925,-0.2153846153846154,2.0,0.0,3.0,4.0,-0.43636363636363634,-0.2545454545454545,4.0,0.0,3.0,-2.0,0.06713286713286709,0.03916083916083912,-2.0,0.0,0.0,13,11
Neil Magny,Craig White,2018-05-27,Red,1,Welterweight,30,27,4.0,-0.1777777777777778,-0.17037037037037034,2.0,0.0,3.0,0.0,0.13333333333333341,0.13333333333333341,2.0,0.0,3.0,4.0,-0.3111111111111112,-0.30370370370370375,0.0,0.0,0.0,27,21
Arnold Allen,Mads Burnell,2018-05-27,Red,1,Featherweight,24,24,2.0,0.07692307692307687,-0.2153846153846154,1.0,0.0,3.0,2.0,-0.018181818181818188,-0.05454545454545451,1.0,0.0,3.0,0.0,0.09510489510489506,-0.1608391608391609,0.0,0.0,0.0,13,11
Jason Knight,Makwan Amirkhani,2018-05-27,Blue,0,Featherweight,25,29,2.0,-0.2333333333333334,-0.2666666666666666,2.0,0.0,3.0,2.0,-0.012499999999999956,-0.22499999999999998,1.0,0.0,3.0,0.0,-0.22083333333333344,-0.04166666666666663,1.0,0.0,0.0,24,16
Claudio Silva,Nordine Taleb,2018-05-27,Red,1,Welterweight,35,36,3.0,0.08333333333333337,-0.2666666666666666,1.0,0.0,3.0,0.0,-0.1777777777777778,0.011111111111111127,1.0,0.0,3.0,3.0,0.2611111111111112,-0.27777777777777773,0.0,0.0,0.0,12,18
Elias Theodorou,Trevor Smith,2018-05-27,Red,1,Middleweight,29,37,5.0,-0.275,-0.4375,1.0,0.0,3.0,10.0,-0.08181818181818179,-0.45454545454545453,2.0,1.0,3.0,-5.0,-0.19318181818181823,0.01704545454545453,-1.0,-1.0,0.0,16,22
Daniel Kelly,Tom Breese,2018-05-27,Blue,0,Middleweight,40,26,4.0,-0.21250000000000002,-0.3,2.0,0.0,3.0,2.0,-0.10909090909090902,-0.21818181818181825,1.0,0.0,3.0,2.0,-0.103409090909091,-0.08181818181818173,1.0,0.0,0.0,16,11
Lina Lansberg,Gina Mazany,2018-05-27,Red,1,Women's Bantamweight,36,29,3.0,-0.09999999999999998,-0.2,1.0,0.0,3.0,2.0,-0.033333333333333326,-0.09999999999999998,1.0,0.0,3.0,1.0,-0.06666666666666665,-0.10000000000000003,0.0,0.0,0.0,10,6
Bradley Scott,Carlo Pedersoli,2018-05-27,Blue,0,Welterweight,28,24,3.0,-0.2875,-0.425,1.0,0.0,3.0,1.0,0.09090909090909094,0.1636363636363637,1.0,0.0,3.0,2.0,-0.3784090909090909,-0.5886363636363636,0.0,0.0,0.0,16,11
Gillian Robertson,Molly McCann,2018-05-27,Red,1,Women's Flyweight,23,28,0.0,0.13333333333333341,0.09999999999999998,1.0,0.0,3.0,0.0,0.125,0.09999999999999998,1.0,0.0,3.0,0.0,0.008333333333333415,0.0,0.0,0.0,0.0,6,8
Stephen Thompson,Darren Till,2018-05-27,Blue,0,Welterweight,35,25,4.0,-0.2333333333333334,-0.3,2.0,0.0,3.0,0.0,-0.14117647058823524,-0.3058823529411765,1.0,0.0,3.0,4.0,-0.09215686274509816,0.005882352941176505,1.0,0.0,0.0,18,17
Jimmie Rivera,Marlon Moraes,2018-06-01,Blue,0,Bantamweight,28,30,4.0,0.045454545454545414,-0.0727272727272727,1.0,0.0,3.0,0.0,0.03076923076923077,0.06153846153846154,2.0,0.0,3.0,4.0,0.014685314685314643,-0.13426573426573424,-1.0,0.0,0.0,22,26
Jarred Brooks,Jose Torres,2018-06-01,Blue,0,Flyweight,25,25,2.0,-0.12857142857142856,0.02857142857142858,1.0,0.0,3.0,4.0,-0.04705882352941182,-0.15294117647058825,1.0,0.0,3.0,-2.0,-0.08151260504201674,0.18151260504201683,0.0,0.0,0.0,14,17
Gregor Gillespie,Vinc Pichel,2018-06-01,Red,1,Lightweight,31,35,0.0,0.0,-0.21818181818181825,0.0,0.0,3.0,1.0,-0.11666666666666659,-0.4666666666666666,1.0,0.0,3.0,-1.0,0.11666666666666659,0.24848484848484836,-1.0,0.0,0.0,11,12
Walt Harris,Daniel Spitz,2018-06-01,Red,1,Heavyweight,34,27,2.0,-0.18823529411764706,-0.18823529411764706,2.0,1.0,3.0,0.0,-0.05714285714285705,-0.11428571428571432,1.0,0.0,3.0,2.0,-0.13109243697479,-0.07394957983193273,1.0,1.0,0.0,17,7
Jake Ellenberger,Ben Saunders,2018-06-01,Blue,0,Welterweight,33,35,2.0,-0.5045454545454546,-0.3681818181818182,3.0,1.0,3.0,3.0,-0.25625,-0.3,2.0,0.0,3.0,-1.0,-0.24829545454545465,-0.06818181818181823,1.0,1.0,0.0,44,32
Julio Arce,Daniel Teymur,2018-06-01,Red,1,Featherweight,28,30,1.0,0.125,-0.03749999999999998,2.0,1.0,3.0,1.0,-0.05714285714285705,-0.05714285714285705,1.0,0.0,3.0,0.0,0.18214285714285705,0.019642857142857073,1.0,1.0,0.0,16,7
Nik Lentz,David Teymur,2018-06-01,Blue,0,Lightweight,33,29,0.0,-0.11794871794871797,-0.06153846153846154,3.0,0.0,3.0,2.0,0.125,0.09999999999999998,1.0,0.0,3.0,-2.0,-0.24294871794871797,-0.16153846153846152,2.0,0.0,0.0,39,8
