fighter,cluster,archetype,current_age,cum_fights,career_win_rate_traj,career_finish_rate,win_rate_l5_vs_career,finish_rate_trend,fights_since_finish,longest_lose_streak_ever
Curtis Blaydes,0,Fading Contender,29.0,26,0.7692307692307693,0.5384615384615384,-0.1692307692307693,-0.1384615384615384,1.0,1
Curtis Millender,3,Veteran Contender,38.4,35,0.6285714285714286,0.2,-0.22857142857142854,-0.2,5.0,5
Cynthia Calvillo,3,Veteran Contender,29.0,18,0.5555555555555556,0.3333333333333333,-0.5555555555555556,-0.3333333333333333,8.0,6
Cyril Asker,4,Active Performer,40.4,12,0.75,0.5833333333333334,-0.15000000000000002,0.016666666666666607,1.0,1
Cyrille Diabate,1,Veteran Contender,52.6,29,0.6551724137931034,0.4827586206896552,-0.05517241379310345,-0.2827586206896552,0.0,4
Da Un Jung,2,Elite Finisher,29.0,15,0.8,0.7333333333333333,0.0,-0.1333333333333333,2.0,2
Da Woon Jung,0,Fading Contender,29.0,21,0.7142857142857143,0.6190476190476191,-0.3142857142857143,-0.41904761904761906,2.0,3
Da'Mon Blackshear,4,Active Performer,29.0,26,0.6923076923076923,0.5,0.10769230769230775,-0.09999999999999998,1.0,2
Da-Un Jung,2,Elite Finisher,29.0,15,0.8,0.7333333333333333,0.0,-0.1333333333333333,2.0,2
DaMarques Johnson,1,Veteran Contender,43.9,29,0.5172413793103449,0.4482758620689655,-0.5172413793103449,-0.4482758620689655,4.0,5
Daichi Abe,0,Fading Contender,34.5,23,0.5652173913043478,0.34782608695652173,-0.36521739130434777,-0.14782608695652172,2.0,4
Dakota Bush,4,Active Performer,31.9,19,0.7894736842105263,0.42105263157894735,0.21052631578947367,-0.021052631578947323,0.0,2
Dalcha Lungiambula,3,Veteran Contender,38.8,16,0.6875,0.375,-0.4875,-0.375,4.0,3
Damacio Page,4,Active Performer,43.6,29,0.6551724137931034,0.6206896551724138,-0.05517241379310345,-0.020689655172413834,0.0,4
Damian Grabowski,1,Veteran Contender,46.0,26,0.8076923076923077,0.6923076923076923,-0.4076923076923077,-0.29230769230769227,3.0,3
Damian Pinas,2,Elite Finisher,29.0,10,0.9,0.9,0.09999999999999998,0.09999999999999998,0.0,1
Damian Stasiak,4,Active Performer,36.2,24,0.5833333333333334,0.5,-0.18333333333333335,-0.09999999999999998,0.0,3
Damien Brown,1,Veteran Contender,41.4,31,0.6129032258064516,0.3870967741935484,-0.2129032258064516,-0.18709677419354837,0.0,4
Damir Hadzovic,0,Fading Contender,29.0,22,0.6363636363636364,0.45454545454545453,-0.43636363636363634,-0.45454545454545453,4.0,3
Damir Ismagulov,0,Fading Contender,29.0,28,0.8928571428571429,0.5357142857142857,-0.2928571428571429,-0.3357142857142857,7.0,2
Damon Jackson,0,Fading Contender,29.0,34,0.6764705882352942,0.5588235294117647,-0.47647058823529415,-0.5588235294117647,4.0,4
Dan Argueta,0,Fading Contender,29.0,13,0.6923076923076923,0.46153846153846156,-0.4923076923076923,-0.46153846153846156,5.0,3
Dan Hardy,3,Veteran Contender,44.0,35,0.6857142857142857,0.45714285714285713,-0.4857142857142857,-0.2571428571428571,6.0,4
Dan Henderson,1,Veteran Contender,55.7,46,0.6956521739130435,0.391304347826087,-0.29565217391304344,0.008695652173913049,1.0,3
Dan Hooker,0,Fading Contender,29.0,38,0.631578947368421,0.47368421052631576,-0.03157894736842104,-0.27368421052631575,3.0,2
Dan Ige,0,Fading Contender,29.0,30,0.6333333333333333,0.4,-0.4333333333333333,-0.2,1.0,3
Dan Lauzon,2,Elite Finisher,38.1,22,0.7727272727272727,0.7272727272727273,0.027272727272727337,-0.12727272727272732,1.0,2
Dan Miller,1,Veteran Contender,44.9,22,0.6363636363636364,0.45454545454545453,-0.23636363636363633,-0.2545454545454545,0.0,3
Dan Moret,4,Active Performer,39.5,24,0.6666666666666666,0.4583333333333333,-0.06666666666666665,-0.05833333333333329,3.0,3
Dan Stittgen,1,Veteran Contender,45.5,20,0.6,0.55,-0.19999999999999996,-0.15000000000000002,2.0,3
Danaa Batgerel,2,Elite Finisher,29.0,16,0.75,0.625,-0.15000000000000002,-0.025000000000000022,1.0,2
Daniel Barez,2,Elite Finisher,29.0,23,0.7391304347826086,0.5652173913043478,0.0608695652173914,0.034782608695652195,1.0,1
Daniel Cormier,1,Veteran Contender,47.1,25,0.88,0.6,-0.28,0.0,0.0,1
Daniel Frunza,2,Elite Finisher,29.0,12,0.75,0.6666666666666666,0.050000000000000044,0.13333333333333341,0.0,1
Daniel Jolly,1,Veteran Contender,41.7,10,0.6,0.4,-0.39999999999999997,-0.2,0.0,3
Daniel Kelly,1,Veteran Contender,48.5,16,0.8125,0.5,-0.21250000000000002,-0.3,3.0,2
Daniel Lacerda,0,Fading Contender,29.0,21,0.5714285714285714,0.5714285714285714,-0.3714285714285714,-0.3714285714285714,0.0,7
Daniel Marcos,0,Fading Contender,29.0,20,0.85,0.4,-0.44999999999999996,-0.4,5.0,2
Daniel Omielanczuk,1,Veteran Contender,43.7,41,0.6341463414634146,0.4146341463414634,-0.23414634146341462,-0.21463414634146338,3.0,3
Daniel Pineda,0,Fading Contender,29.0,48,0.5833333333333334,0.5833333333333334,-0.38333333333333336,-0.38333333333333336,1.0,4
Daniel Roberts,1,Veteran Contender,45.8,21,0.7142857142857143,0.5238095238095238,-0.11428571428571432,-0.12380952380952381,2.0,3
Daniel Rodriguez,3,Veteran Contender,29.0,27,0.7777777777777778,0.48148148148148145,-0.37777777777777777,-0.28148148148148144,8.0,4
Daniel Santos,2,Elite Finisher,29.0,18,0.8888888888888888,0.5,0.11111111111111116,-0.3,4.0,1
Daniel Sarafian,1,Veteran Contender,43.7,16,0.625,0.5,-0.22499999999999998,-0.3,1.0,2
Daniel Spitz,2,Elite Finisher,35.8,8,0.75,0.625,-0.15000000000000002,-0.22499999999999998,0.0,1
Daniel Spohn,4,Active Performer,41.6,1,0.0,0.0,0.0,0.0,0.0,1
Daniel Teymur,1,Veteran Contender,38.3,10,0.7,0.6,-0.29999999999999993,-0.39999999999999997,3.0,3
Daniel Zellhuber,0,Fading Contender,29.0,19,0.7894736842105263,0.5263157894736842,-0.3894736842105263,-0.32631578947368417,3.0,3
Danielle Taylor,3,Veteran Contender,36.5,19,0.5789473684210527,0.21052631578947367,-0.37894736842105264,-0.21052631578947367,10.0,3
Daniil Donchenko,2,Elite Finisher,29.0,14,0.8571428571428571,0.7142857142857143,0.1428571428571429,0.08571428571428574,1.0,1
Danilo Belluardo,0,Fading Contender,31.8,19,0.6842105263157895,0.5263157894736842,-0.28421052631578947,-0.32631578947368417,4.0,3
Danilo Marques,2,Elite Finisher,40.4,20,0.75,0.55,0.050000000000000044,-0.15000000000000002,2.0,2
Danny Barlow,2,Elite Finisher,29.0,10,0.9,0.6,-0.09999999999999998,0.0,1.0,1
Danny Castillo,1,Veteran Contender,46.7,26,0.6538461538461539,0.38461538461538464,-0.45384615384615384,-0.18461538461538463,2.0,3
Danny Chavez,4,Active Performer,39.2,16,0.6875,0.1875,-0.08750000000000002,0.21250000000000002,2.0,2
Danny Downes,2,Elite Finisher,40.1,15,0.8,0.7333333333333333,0.0,-0.1333333333333333,2.0,2
Danny Henry,2,Elite Finisher,37.8,15,0.8,0.6666666666666666,0.0,-0.06666666666666665,0.0,1
Danny Martinez,3,Veteran Contender,40.9,29,0.7241379310344828,0.4482758620689655,-0.12413793103448278,-0.4482758620689655,7.0,3
Danny Mitchell,4,Active Performer,39.8,29,0.6551724137931034,0.5862068965517241,-0.05517241379310345,0.01379310344827589,0.0,2
Danny Roberts,0,Fading Contender,29.0,26,0.6923076923076923,0.5,-0.29230769230769227,-0.3,3.0,3
Danny Silva,0,Fading Contender,29.0,13,0.8461538461538461,0.38461538461538464,-0.0461538461538461,-0.38461538461538464,4.0,1
Danyelle Wolf,4,Active Performer,42.7,1,1.0,0.0,0.0,0.0,0.0,0
Daria Zhelezniakova,0,Fading Contender,29.0,19,0.7894736842105263,0.5789473684210527,0.010526315789473717,-0.37894736842105264,1.0,2
Darian Weeks,4,Active Performer,32.5,13,0.6923076923076923,0.46153846153846156,0.10769230769230775,-0.26153846153846155,2.0,3
Darko Stosic,4,Active Performer,34.3,29,0.7241379310344828,0.5517241379310345,-0.12413793103448278,0.0482758620689655,1.0,3
Daron Cruickshank,1,Veteran Contender,40.9,37,0.6216216216216216,0.43243243243243246,-0.22162162162162158,-0.23243243243243245,3.0,4
Darrell Horcher,1,Veteran Contender,38.8,20,0.7,0.4,-0.49999999999999994,-0.2,1.0,2
Darrell Montague,1,Veteran Contender,38.5,17,0.7647058823529411,0.5882352941176471,-0.16470588235294115,-0.18823529411764706,1.0,2
Darren Elkins,4,Active Performer,29.0,44,0.75,0.38636363636363635,0.050000000000000044,0.013636363636363669,0.0,4
Darren Stewart,4,Active Performer,35.4,27,0.5925925925925926,0.37037037037037035,0.20740740740740748,0.029629629629629672,2.0,5
Darren Till,0,Fading Contender,33.4,23,0.782608695652174,0.5217391304347826,-0.5826086956521739,-0.5217391304347826,5.0,2
Darren Uyenoyama,4,Active Performer,46.6,15,0.6666666666666666,0.4,-0.06666666666666665,0.0,0.0,2
Darrick Minner,0,Fading Contender,36.0,41,0.6341463414634146,0.5609756097560976,-0.43414634146341463,-0.5609756097560976,4.0,4
Darrius Flowers,4,Active Performer,29.0,21,0.5714285714285714,0.42857142857142855,-0.17142857142857137,-0.028571428571428525,2.0,3
Dashon Johnson,2,Elite Finisher,38.3,10,0.9,0.8,-0.09999999999999998,-0.20000000000000007,0.0,1
Dave Galera,2,Elite Finisher,48.3,5,1.0,1.0,0.0,0.0,0.0,0
Dave Herman,1,Veteran Contender,41.6,27,0.7777777777777778,0.7407407407407407,-0.5777777777777777,-0.5407407407407407,3.0,4
Davey Grant,2,Elite Finisher,29.0,24,0.7083333333333334,0.5416666666666666,0.09166666666666667,-0.1416666666666666,2.0,2
Davi Ramos,1,Veteran Contender,39.5,20,0.6,0.45,-0.19999999999999996,-0.25,3.0,3
David Branch,1,Veteran Contender,44.6,28,0.7857142857142857,0.4642857142857143,-0.3857142857142857,-0.2642857142857143,1.0,2
David Dvorak,0,Fading Contender,29.0,28,0.7857142857142857,0.6428571428571429,-0.3857142857142857,-0.24285714285714288,0.0,3
David Loiseau,4,Active Performer,46.4,33,0.696969696969697,0.5454545454545454,0.10303030303030303,0.054545454545454564,1.0,3
David Martinez,2,Elite Finisher,29.0,14,0.9285714285714286,0.7142857142857143,0.0714285714285714,-0.11428571428571432,0.0,1
David Michaud,2,Elite Finisher,37.5,23,0.782608695652174,0.6086956521739131,0.017391304347826098,-0.20869565217391306,1.0,1
David Mitchell,1,Veteran Contender,46.5,28,0.7857142857142857,0.6785714285714286,-0.18571428571428572,-0.07857142857142863,0.0,2
David Onama,0,Fading Contender,29.0,16,0.875,0.6875,-0.07499999999999996,-0.4875,2.0,1
David Teymur,2,Elite Finisher,37.0,9,0.8888888888888888,0.4444444444444444,0.11111111111111116,-0.0444444444444444,2.0,1
David Zawada,0,Fading Contender,35.8,31,0.6129032258064516,0.5483870967741935,-0.4129032258064516,-0.3483870967741935,2.0,3
Dean Barry,2,Elite Finisher,33.9,5,0.8,0.8,0.0,0.0,0.0,1
Deiveson Figueiredo,0,Fading Contender,29.0,31,0.8064516129032258,0.5806451612903226,-0.20645161290322578,-0.3806451612903226,3.0,2
Delson Heleno,4,Active Performer,48.5,40,0.75,0.475,-0.15000000000000002,0.125,2.0,2
Demetrious Johnson,4,Active Performer,39.7,29,0.8275862068965517,0.4482758620689655,-0.027586206896551668,-0.0482758620689655,3.0,2
Demian Maia,1,Veteran Contender,48.5,38,0.7368421052631579,0.4473684210526316,-0.13684210526315788,-0.04736842105263156,0.0,3
Denis Tiuliulin,0,Fading Contender,29.0,21,0.47619047619047616,0.42857142857142855,-0.27619047619047615,-0.22857142857142854,3.0,4
Denise Gomes,4,Active Performer,29.0,15,0.7333333333333333,0.4666666666666667,0.06666666666666676,-0.06666666666666665,3.0,2
Dennis Bermudez,3,Veteran Contender,39.4,25,0.64,0.28,-0.44,-0.28,7.0,4
Dennis Buzukja,4,Active Performer,29.0,17,0.7058823529411765,0.35294117647058826,-0.3058823529411765,0.047058823529411764,0.0,2
Dennis Hallman,1,Veteran Contender,50.4,75,0.7066666666666667,0.6,-0.7066666666666667,-0.6,4.0,5
Dennis Siver,3,Veteran Contender,47.3,34,0.6470588235294118,0.4117647058823529,-0.4470588235294118,-0.4117647058823529,9.0,2
Denys Bondar,2,Elite Finisher,29.0,18,0.7777777777777778,0.7777777777777778,-0.1777777777777778,-0.1777777777777778,1.0,2
Denzel Freeman,2,Elite Finisher,29.0,8,0.875,0.625,-0.07499999999999996,-0.025000000000000022,0.0,1
Dequan Townsend,4,Active Performer,40.0,39,0.6666666666666666,0.48717948717948717,0.13333333333333341,-0.08717948717948715,0.0,4
Derek Brunson,4,Active Performer,29.0,34,0.6764705882352942,0.47058823529411764,-0.07647058823529418,-0.07058823529411762,1.0,3
Deron Winn,0,Fading Contender,36.9,9,0.7777777777777778,0.4444444444444444,-0.1777777777777778,-0.4444444444444444,4.0,2
Derrick,4,Active Performer,29.0,0,0.5,0.0,0.0,0.0,0.0,0
Derrick Krantz,4,Active Performer,38.3,37,0.6756756756756757,0.5945945945945946,-0.07567567567567568,0.00540540540540535,2.0,2
Derrick Lewis,2,Elite Finisher,29.0,44,0.6818181818181818,0.5909090909090909,-0.08181818181818179,0.009090909090909038,0.0,3
Desmond Green,4,Active Performer,36.6,31,0.7419354838709677,0.22580645161290322,-0.14193548387096777,-0.02580645161290321,0.0,2
Devin Clark,4,Active Performer,29.0,23,0.6086956521739131,0.21739130434782608,-0.20869565217391306,-0.01739130434782607,3.0,2
Devin Powell,1,Veteran Contender,38.2,14,0.7142857142857143,0.5,-0.3142857142857143,-0.09999999999999998,1.0,2
Devonte Smith,2,Elite Finisher,32.8,14,0.7857142857142857,0.7857142857142857,-0.18571428571428572,-0.18571428571428572,0.0,1
Dhiego Lima,4,Active Performer,37.3,23,0.6521739130434783,0.34782608695652173,-0.05217391304347829,-0.14782608695652172,2.0,3
Diana Belbita,0,Fading Contender,29.0,24,0.625,0.4583333333333333,-0.22499999999999998,-0.2583333333333333,1.0,2
Diego Brandao,4,Active Performer,39.0,51,0.5882352941176471,0.47058823529411764,0.21176470588235297,0.12941176470588234,0.0,6
Diego Ferreira,0,Fading Contender,29.0,25,0.76,0.48,-0.36,-0.07999999999999996,0.0,3
Diego Lopes,2,Elite Finisher,29.0,34,0.7941176470588235,0.6764705882352942,0.005882352941176561,-0.27647058823529413,3.0,2
Diego Nunes,1,Veteran Contender,43.4,34,0.7058823529411765,0.5,-0.3058823529411765,-0.09999999999999998,2.0,3
Diego Rivas,2,Elite Finisher,34.5,8,0.875,0.625,-0.07499999999999996,-0.22499999999999998,0.0,1
Diego Sanchez,1,Veteran Contender,44.4,43,0.6976744186046512,0.37209302325581395,-0.0976744186046512,-0.17209302325581394,2.0,2
Dileno Lopes,1,Veteran Contender,41.6,29,0.7241379310344828,0.6551724137931034,-0.5241379310344827,-0.4551724137931034,2.0,3
Dione Barbosa,4,Active Performer,29.0,12,0.6666666666666666,0.3333333333333333,-0.06666666666666665,0.06666666666666671,0.0,2
Diyar Nurgozhay,0,Fading Contender,29.0,12,0.8333333333333334,0.6666666666666666,-0.2333333333333334,-0.2666666666666666,1.0,2
Djorden Santos,0,Fading Contender,29.0,13,0.7692307692307693,0.5384615384615384,-0.1692307692307693,-0.5384615384615384,4.0,2
Dmitrii Smoliakov,2,Elite Finisher,43.8,15,0.8,0.7333333333333333,0.0,-0.1333333333333333,2.0,2
Dmitry Sosnovskiy,2,Elite Finisher,36.8,15,0.8,0.7333333333333333,0.0,-0.1333333333333333,2.0,2
Dom Mar Fan,2,Elite Finisher,26.1,12,0.8333333333333334,0.3333333333333333,0.16666666666666663,-0.1333333333333333,3.0,1
Domingo Pilarte,2,Elite Finisher,36.3,11,0.7272727272727273,0.5454545454545454,-0.12727272727272732,-0.1454545454545454,1.0,2
Dominic Waters,1,Veteran Contender,37.1,15,0.6666666666666666,0.3333333333333333,-0.2666666666666666,-0.1333333333333333,3.0,3
Dominick Cruz,3,Veteran Contender,41.2,27,0.8888888888888888,0.2962962962962963,-0.28888888888888886,-0.2962962962962963,5.0,2
Dominick Reyes,2,Elite Finisher,29.0,21,0.7619047619047619,0.5714285714285714,-0.16190476190476188,0.02857142857142858,0.0,4
Dominique Steele,4,Active Performer,38.3,31,0.6129032258064516,0.25806451612903225,-0.012903225806451646,-0.05806451612903224,1.0,3
Don Madge,2,Elite Finisher,35.5,16,0.6875,0.625,0.11250000000000004,-0.025000000000000022,1.0,3
Don Shainis,0,Fading Contender,29.0,23,0.6521739130434783,0.4782608695652174,-0.25217391304347825,-0.2782608695652174,0.0,2
Don'Tale Mayes,4,Active Performer,29.0,20,0.55,0.35,-0.15000000000000002,-0.14999999999999997,3.0,2
Don'tale Mayes,4,Active Performer,29.0,20,0.55,0.35,-0.15000000000000002,-0.14999999999999997,3.0,2
Donald Cerrone,3,Veteran Contender,43.1,54,0.6666666666666666,0.5,-0.6666666666666666,-0.5,6.0,6
Dong Hyun Kim,4,Active Performer,44.5,27,0.8148148148148148,0.4074074074074074,-0.014814814814814725,0.1925925925925926,0.0,1
Dong Hyun Ma,4,Active Performer,37.7,29,0.5517241379310345,0.41379310344827586,0.0482758620689655,-0.21379310344827585,2.0,2
DongHun Choi,2,Elite Finisher,29.0,18,0.8333333333333334,0.6666666666666666,0.16666666666666663,-0.2666666666666666,0.0,2
Dongi Yang,2,Elite Finisher,41.4,17,0.8235294117647058,0.8235294117647058,-0.0235294117647058,-0.0235294117647058,0.0,2
Donny Walker,1,Veteran Contender,46.3,24,0.625,0.5,-0.22499999999999998,-0.3,2.0,3
Donte Johnson,2,Elite Finisher,29.0,7,1.0,1.0,0.0,0.0,0.0,0
Dooho Choi,0,Fading Contender,29.0,8,0.5,0.5,-0.3,-0.3,4.0,4
Douglas Silva de Andrade,0,Fading Contender,29.0,37,0.8108108108108109,0.6216216216216216,-0.21081081081081088,-0.22162162162162158,2.0,1
Drakkar Klose,4,Active Performer,29.0,20,0.8,0.3,0.0,0.10000000000000003,1.0,1
Drako Rodriguez,0,Fading Contender,29.9,10,0.7,0.6,-0.09999999999999998,-0.19999999999999996,1.0,2
Drew Dober,0,Fading Contender,29.0,47,0.6382978723404256,0.48936170212765956,-0.43829787234042555,-0.28936170212765955,4.0,4
Dricus Du Plessis,2,Elite Finisher,29.0,25,0.92,0.8,0.07999999999999996,-0.20000000000000007,0.0,1
Duane Ludwig,1,Veteran Contender,47.8,34,0.6176470588235294,0.47058823529411764,-0.21764705882352942,-0.47058823529411764,5.0,2
Duda Santana,2,Elite Finisher,30.3,3,1.0,0.3333333333333333,0.0,0.0,0.0,0
Dusko Todorovic,0,Fading Contender,29.0,20,0.65,0.6,-0.45,-0.39999999999999997,4.0,4
Dustin Hazelett,1,Veteran Contender,40.0,18,0.6666666666666666,0.5555555555555556,-0.2666666666666666,-0.15555555555555556,1.0,2
Dustin Jacoby,4,Active Performer,29.0,32,0.65625,0.46875,-0.05625000000000002,0.13124999999999998,0.0,3
Dustin Kimura,2,Elite Finisher,37.0,13,0.8461538461538461,0.8461538461538461,-0.24615384615384617,-0.24615384615384617,0.0,1
Dustin Neace,4,Active Performer,39.7,47,0.5319148936170213,0.5319148936170213,-0.13191489361702124,-0.13191489361702124,0.0,4
Dustin Ortiz,4,Active Performer,37.4,28,0.6785714285714286,0.42857142857142855,-0.07857142857142863,-0.028571428571428525,1.0,2
Dustin Pague,1,Veteran Contender,38.8,22,0.5454545454545454,0.5454545454545454,-0.3454545454545454,-0.3454545454545454,5.0,5
Dustin Poirier,2,Elite Finisher,29.0,43,0.7674418604651163,0.5813953488372093,-0.16744186046511633,0.018604651162790642,0.0,1
Dustin Stoltzfus,4,Active Performer,29.0,24,0.6666666666666666,0.375,-0.2666666666666666,0.025000000000000022,0.0,3
Dwight Grant,1,Veteran Contender,41.7,16,0.6875,0.4375,-0.2875,-0.4375,4.0,2
Dylan Andrews,1,Veteran Contender,46.5,29,0.6206896551724138,0.5517241379310345,-0.4206896551724138,-0.35172413793103446,2.0,3
Dylan Budka,3,Veteran Contender,29.0,13,0.6153846153846154,0.23076923076923078,-0.2153846153846154,-0.23076923076923078,4.0,3
Ed Herman,4,Active Performer,29.0,44,0.5909090909090909,0.4772727272727273,0.009090909090909038,-0.07727272727272727,0.0,4
Eddie Alvarez,1,Veteran Contender,42.3,39,0.7692307692307693,0.6153846153846154,-0.36923076923076925,-0.2153846153846154,0.0,2
Eddie Gordon,3,Veteran Contender,42.8,14,0.5714285714285714,0.2857142857142857,-0.3714285714285714,-0.2857142857142857,5.0,3
Eddie Mendez,3,Veteran Contender,42.3,12,0.5833333333333334,0.3333333333333333,-0.18333333333333335,-0.3333333333333333,5.0,2
Eddie Wineland,1,Veteran Contender,41.9,40,0.6,0.475,-0.39999999999999997,-0.27499999999999997,1.0,3
Eddie Yagin,4,Active Performer,47.1,23,0.6956521739130435,0.43478260869565216,-0.09565217391304348,-0.03478260869565214,2.0,4
Edgar Chairez,2,Elite Finisher,29.0,20,0.65,0.65,-0.050000000000000044,-0.050000000000000044,0.0,2
Edgar Garcia,2,Elite Finisher,42.2,18,0.7777777777777778,0.6666666666666666,0.022222222222222254,-0.06666666666666665,1.0,2
Edmen Shahbazyan,2,Elite Finisher,29.0,21,0.7619047619047619,0.6666666666666666,0.03809523809523818,-0.06666666666666665,0.0,3
Ednaldo Oliveira,3,Veteran Contender,42.2,40,0.575,0.325,-0.17499999999999993,-0.325,14.0,5
Edson Barboza,0,Fading Contender,29.0,38,0.6578947368421053,0.39473684210526316,-0.2578947368421053,-0.19473684210526315,2.0,3
Eduarda Moura,0,Fading Contender,29.0,15,0.8666666666666667,0.6666666666666666,-0.2666666666666667,-0.4666666666666666,3.0,1
Eduardo Garagorri,0,Fading Contender,37.0,18,0.8333333333333334,0.6666666666666666,-0.43333333333333335,-0.2666666666666666,1.0,2
Edward Faaloloto,3,Veteran Contender,41.8,7,0.2857142857142857,0.14285714285714285,-0.2857142857142857,-0.14285714285714285,4.0,5
Edwin Figueroa,1,Veteran Contender,41.8,13,0.6923076923076923,0.6153846153846154,-0.29230769230769227,-0.4153846153846154,3.0,3
Efrain Escudero,1,Veteran Contender,40.3,48,0.6666666666666666,0.375,-0.2666666666666666,-0.175,0.0,4
Eiji Mitsuoka,1,Veteran Contender,50.4,28,0.6428571428571429,0.5,-0.04285714285714293,-0.09999999999999998,1.0,2
Elias Garcia,2,Elite Finisher,33.7,12,0.8333333333333334,0.5833333333333334,-0.033333333333333326,-0.18333333333333335,2.0,2
Elias Silverio,4,Active Performer,39.6,34,0.6176470588235294,0.20588235294117646,-0.21764705882352942,-0.00588235294117645,0.0,5
Elias Theodorou,2,Elite Finisher,37.9,21,0.8571428571428571,0.42857142857142855,-0.05714285714285705,-0.028571428571428525,0.0,1
Elijah Smith,2,Elite Finisher,29.0,11,0.9090909090909091,0.6363636363636364,0.09090909090909094,-0.036363636363636376,0.0,1
Eliot Marshall,1,Veteran Contender,45.8,13,0.7692307692307693,0.46153846153846156,-0.1692307692307693,-0.26153846153846155,0.0,1
Elise Reed,3,Veteran Contender,29.0,14,0.5714285714285714,0.14285714285714285,-0.17142857142857137,-0.14285714285714285,9.0,2
Elisha Ellison,2,Elite Finisher,29.0,6,0.8333333333333334,0.8333333333333334,-0.033333333333333326,-0.033333333333333326,0.0,1
Elizabeth Phillips,3,Veteran Contender,39.7,16,0.4375,0.1875,-0.2375,-0.1875,11.0,3
Elizeu Dos Santos,0,Fading Contender,29.0,35,0.7142857142857143,0.5142857142857142,-0.3142857142857143,-0.3142857142857142,0.0,2
Elizeu Zaleski dos Santos,0,Fading Contender,29.0,39,0.717948717948718,0.48717948717948717,-0.31794871794871793,-0.08717948717948715,0.0,2
Elves Brener,0,Fading Contender,29.0,21,0.7619047619047619,0.6666666666666666,-0.16190476190476188,-0.2666666666666666,1.0,2
Elvis Mutapcic,1,Veteran Contender,39.8,22,0.6818181818181818,0.5454545454545454,-0.48181818181818176,-0.3454545454545454,3.0,4
Emil Meek,1,Veteran Contender,37.7,16,0.5625,0.5,-0.3625,-0.5,4.0,4
Emily Ducote,3,Veteran Contender,29.0,24,0.5833333333333334,0.3333333333333333,-0.18333333333333335,-0.1333333333333333,6.0,3
Emily Peters Kagan,2,Elite Finisher,29.0,15,0.8,0.7333333333333333,0.0,-0.1333333333333333,2.0,2
Emily Whitmire,4,Active Performer,35.0,8,0.5,0.125,-0.09999999999999998,0.07500000000000001,1.0,2
Enrique Barzola,4,Active Performer,37.0,34,0.6764705882352942,0.3235294117647059,-0.07647058823529418,0.07647058823529412,0.0,2
Enrique Marin,4,Active Performer,39.7,20,0.65,0.35,-0.050000000000000044,-0.14999999999999997,1.0,2
Eric McConico,2,Elite Finisher,29.0,14,0.7142857142857143,0.5,0.08571428571428574,-0.09999999999999998,1.0,2
Eric Nolan,2,Elite Finisher,29.0,11,0.7272727272727273,0.5454545454545454,0.07272727272727275,0.054545454545454564,0.0,1
Eric Schafer,4,Active Performer,48.6,23,0.6086956521739131,0.5217391304347826,-0.008695652173913104,0.07826086956521738,0.0,3
Eric Shelton,4,Active Performer,35.3,29,0.6896551724137931,0.3793103448275862,0.1103448275862069,0.2206896551724138,0.0,2
Eric Spicely,1,Veteran Contender,39.6,21,0.6190476190476191,0.5238095238095238,-0.41904761904761906,-0.3238095238095238,4.0,4
Eric Wisely,4,Active Performer,41.8,42,0.7619047619047619,0.42857142857142855,0.23809523809523814,0.5714285714285714,0.0,2
Erick Gonzalez,0,Fading Contender,29.0,21,0.6666666666666666,0.42857142857142855,-0.06666666666666665,-0.22857142857142854,2.0,2
Erick Montano,3,Veteran Contender,40.5,17,0.5882352941176471,0.35294117647058826,0.0117647058823529,-0.35294117647058826,7.0,3
Erick Silva,1,Veteran Contender,41.9,31,0.6451612903225806,0.5483870967741935,-0.2451612903225806,-0.14838709677419348,0.0,2
Ericka Almeida,1,Veteran Contender,37.2,10,0.7,0.7,-0.29999999999999993,-0.29999999999999993,2.0,3
Erik Koch,1,Veteran Contender,37.6,21,0.7142857142857143,0.5714285714285714,-0.3142857142857143,-0.17142857142857137,1.0,2
Erik Perez,0,Fading Contender,36.5,29,0.6896551724137931,0.4482758620689655,-0.2896551724137931,-0.2482758620689655,3.0,2
Erik Silva,0,Fading Contender,29.0,14,0.6428571428571429,0.5,-0.4428571428571429,-0.3,3.0,4
Erin Blanchfield,2,Elite Finisher,29.0,16,0.875,0.4375,-0.07499999999999996,-0.03749999999999998,2.0,1
Ernest Chavez,1,Veteran Contender,42.9,11,0.8181818181818182,0.45454545454545453,-0.21818181818181825,-0.05454545454545451,3.0,2
Ernesta Kareckaite,3,Veteran Contender,29.0,8,0.75,0.25,0.050000000000000044,-0.25,5.0,1
Eryk Anders,4,Active Performer,29.0,29,0.5862068965517241,0.3793103448275862,0.01379310344827589,0.020689655172413834,0.0,4
Esteban Ribovics,0,Fading Contender,29.0,17,0.8823529411764706,0.7058823529411765,-0.08235294117647052,-0.5058823529411764,2.0,1
Estevan Payan,1,Veteran Contender,44.2,31,0.5483870967741935,0.3225806451612903,-0.3483870967741935,-0.1225806451612903,0.0,4
Ethyn Ewing,2,Elite Finisher,29.0,11,0.8181818181818182,0.6363636363636364,0.18181818181818177,-0.036363636363636376,0.0,2
Evan Dunham,3,Veteran Contender,44.4,27,0.6666666666666666,0.3333333333333333,-0.2666666666666666,-0.3333333333333333,11.0,3
Evan Elder,0,Fading Contender,29.0,11,0.8181818181818182,0.5454545454545454,-0.21818181818181825,-0.1454545454545454,3.0,2
