fighter,cluster,archetype,current_age,cum_fights,career_win_rate_traj,career_finish_rate,win_rate_l5_vs_career,finish_rate_trend,fights_since_finish,longest_lose_streak_ever
 Jun Yong Park,4,Active Performer,29.0,25,0.76,0.44,0.040000000000000036,-0.03999999999999998,2.0,1
AJ Cunningham,4,Active Performer,29.0,2,0.0,0.0,0.0,0.0,1.0,2
AJ Dobson,0,Fading Contender,29.0,20,0.7,0.6,-0.09999999999999998,-0.39999999999999997,4.0,2
AJ Fletcher,0,Fading Contender,29.0,20,0.7,0.65,-0.09999999999999998,-0.25,3.0,2
Aalon Cruz,4,Active Performer,36.6,15,0.7333333333333333,0.4,-0.1333333333333333,0.0,0.0,2
Aaron Phillips,4,Active Performer,29.0,17,0.7058823529411765,0.47058823529411764,-0.10588235294117654,-0.07058823529411762,1.0,3
Aaron Pico,2,Elite Finisher,29.0,19,0.7368421052631579,0.5789473684210527,0.06315789473684219,-0.17894736842105263,1.0,2
Aaron Riley,3,Veteran Contender,45.4,44,0.6818181818181818,0.4318181818181818,-0.28181818181818175,-0.4318181818181818,9.0,2
Aaron Rosa,1,Veteran Contender,43.0,24,0.75,0.4166666666666667,-0.35,-0.4166666666666667,4.0,2
Aaron Simpson,3,Veteran Contender,51.8,16,0.75,0.4375,-0.15000000000000002,-0.4375,8.0,2
Aaron Wilkinson,4,Active Performer,39.3,17,0.6470588235294118,0.5294117647058824,0.15294117647058825,0.2705882352941177,1.0,2
Abdul Rakhman Yakhyaev,2,Elite Finisher,29.0,9,1.0,0.8888888888888888,0.0,0.11111111111111116,0.0,0
Abdul Razak Alhassan,0,Fading Contender,29.0,20,0.6,0.6,-0.19999999999999996,-0.19999999999999996,1.0,4
Abdul-Kareem Al-Selwady,0,Fading Contender,29.0,20,0.8,0.5,0.0,-0.3,3.0,2
Abdul-Kerim Edilov,2,Elite Finisher,34.5,20,0.8,0.75,0.19999999999999996,0.25,0.0,1
Abel Trujillo,4,Active Performer,42.6,23,0.6521739130434783,0.391304347826087,-0.05217391304347829,-0.19130434782608696,1.0,2
Abner Lloveras,1,Veteran Contender,43.7,38,0.5789473684210527,0.3684210526315789,-0.5789473684210527,-0.3684210526315789,4.0,5
Abu Azaitar,0,Fading Contender,29.0,18,0.7777777777777778,0.4444444444444444,0.022222222222222254,-0.2444444444444444,3.0,1
Abubakar Nurmagomedov,3,Veteran Contender,29.0,21,0.8095238095238095,0.47619047619047616,-0.20952380952380956,-0.47619047619047616,7.0,2
Abus Magomedov,0,Fading Contender,29.0,35,0.8,0.6,-0.20000000000000007,-0.39999999999999997,0.0,2
Adam Cella,4,Active Performer,40.9,19,0.47368421052631576,0.47368421052631576,0.12631578947368421,0.12631578947368421,1.0,6
Adam Fugitt,0,Fading Contender,29.0,16,0.625,0.5,-0.22499999999999998,-0.3,3.0,2
Adam Milstead,2,Elite Finisher,38.9,11,0.7272727272727273,0.7272727272727273,-0.12727272727272732,-0.12727272727272732,1.0,2
Adam Wieczorek,2,Elite Finisher,34.3,13,0.8461538461538461,0.7692307692307693,-0.0461538461538461,-0.1692307692307693,1.0,1
Adam Yandiev,2,Elite Finisher,37.8,9,1.0,1.0,0.0,0.0,0.0,0
Adlan Amagov,4,Active Performer,39.5,16,0.8125,0.5,-0.012499999999999956,0.09999999999999998,1.0,1
Adrian Yanez,0,Fading Contender,29.0,23,0.7391304347826086,0.5652173913043478,-0.3391304347826086,-0.16521739130434776,0.0,2
Adriano Martins,3,Veteran Contender,43.4,42,0.6904761904761905,0.38095238095238093,-0.49047619047619045,-0.38095238095238093,6.0,6
Aiemann Zahabi,2,Elite Finisher,29.0,16,0.875,0.5625,0.125,-0.16249999999999998,2.0,2
Ailin Perez,2,Elite Finisher,29.0,15,0.8666666666666667,0.4666666666666667,0.1333333333333333,-0.06666666666666665,0.0,1
Aisling Daly,1,Veteran Contender,38.4,21,0.7142857142857143,0.6190476190476191,-0.3142857142857143,-0.21904761904761905,0.0,3
Akbarh Arreola,1,Veteran Contender,43.3,39,0.6923076923076923,0.6410256410256411,-0.29230769230769227,-0.24102564102564106,0.0,4
Akira Corassani,3,Veteran Contender,43.7,18,0.6666666666666666,0.2222222222222222,-0.06666666666666665,-0.2222222222222222,6.0,2
Al Iaquinta,1,Veteran Contender,39.0,21,0.6666666666666666,0.38095238095238093,-0.2666666666666666,-0.18095238095238092,3.0,2
Alan Baudot,1,Veteran Contender,38.3,12,0.6666666666666666,0.5833333333333334,-0.2666666666666666,-0.38333333333333336,3.0,3
Alan Belcher,1,Veteran Contender,42.0,27,0.7037037037037037,0.5925925925925926,-0.10370370370370374,-0.19259259259259254,2.0,2
Alan Jouban,1,Veteran Contender,44.5,23,0.6956521739130435,0.4782608695652174,-0.29565217391304344,-0.2782608695652174,0.0,2
Alan Omer,2,Elite Finisher,37.7,29,0.8275862068965517,0.7586206896551724,0.1724137931034483,0.24137931034482762,0.0,2
Alan Patrick,3,Veteran Contender,42.8,20,0.75,0.3,-0.55,-0.3,8.0,4
Alatengheili,4,Active Performer,29.0,8,0.625,0.125,-0.025000000000000022,0.07500000000000001,2.0,2
Albert Cheng,4,Active Performer,41.3,10,0.7,0.3,0.30000000000000004,0.10000000000000003,2.0,3
Albert Duraev,0,Fading Contender,29.0,21,0.7619047619047619,0.5714285714285714,-0.16190476190476188,-0.3714285714285714,3.0,2
Albert Morales,4,Active Performer,35.0,29,0.6206896551724138,0.4827586206896552,0.17931034482758623,0.11724137931034478,0.0,4
Albert Tumenov,2,Elite Finisher,34.4,31,0.8064516129032258,0.5806451612903226,-0.006451612903225712,0.21935483870967742,1.0,2
Alberto Mina,2,Elite Finisher,44.0,13,1.0,0.9230769230769231,0.0,-0.12307692307692308,1.0,0
Alberto Montes,2,Elite Finisher,29.0,12,0.9166666666666666,0.5833333333333334,-0.11666666666666659,0.21666666666666667,0.0,1
Alberto Uda,2,Elite Finisher,41.8,15,0.8,0.7333333333333333,0.0,-0.1333333333333333,2.0,2
Alden Coria,2,Elite Finisher,29.0,15,0.7333333333333333,0.6,0.06666666666666676,0.20000000000000007,0.0,2
Alejandro Perez,4,Active Performer,36.7,34,0.7352941176470589,0.5,-0.1352941176470589,-0.09999999999999998,3.0,2
Alekander Volkov,2,Elite Finisher,29.0,15,0.8,0.7333333333333333,0.0,-0.1333333333333333,2.0,2
Aleksa Camur,0,Fading Contender,29.0,8,0.75,0.625,-0.15000000000000002,-0.22499999999999998,2.0,2
Aleksandar Rakic,0,Fading Contender,29.0,19,0.7368421052631579,0.5263157894736842,-0.33684210526315783,-0.5263157894736842,5.0,3
Aleksandre Topuria,2,Elite Finisher,29.0,7,0.8571428571428571,0.7142857142857143,-0.05714285714285705,-0.11428571428571432,0.0,1
Aleksei Kunchenko,4,Active Performer,42.0,3,0.6666666666666666,0.0,0.0,0.0,2.0,1
Aleksei Oleinik,1,Veteran Contender,48.9,16,0.5625,0.5,-0.16249999999999998,-0.3,4.0,3
Alen Amedovski,1,Veteran Contender,38.1,11,0.7272727272727273,0.7272727272727273,-0.32727272727272727,-0.32727272727272727,2.0,3
Alessandro Costa,0,Fading Contender,29.0,20,0.75,0.55,-0.35,-0.15000000000000002,0.0,1
Alessandro Ricci,3,Veteran Contender,29.0,14,0.7142857142857143,0.35714285714285715,-0.11428571428571432,-0.35714285714285715,8.0,1
Alessio Di Chirico,1,Veteran Contender,36.4,19,0.6842105263157895,0.5789473684210527,-0.4842105263157895,-0.37894736842105264,0.0,3
Alessio Sakara,4,Active Performer,44.7,36,0.5833333333333334,0.4722222222222222,0.016666666666666607,0.12777777777777777,1.0,5
Alex Caceres,4,Active Performer,29.0,39,0.5641025641025641,0.3076923076923077,0.03589743589743588,0.09230769230769231,1.0,3
Alex Chambers,4,Active Performer,47.5,9,0.5555555555555556,0.4444444444444444,-0.15555555555555556,-0.0444444444444444,1.0,2
Alex Da Silva,4,Active Performer,30.3,3,0.3333333333333333,0.0,0.0,0.0,2.0,1
Alex Garcia,1,Veteran Contender,38.8,22,0.6818181818181818,0.5454545454545454,-0.48181818181818176,-0.3454545454545454,2.0,3
Alex Gorgees,2,Elite Finisher,30.7,7,1.0,0.7142857142857143,0.0,0.08571428571428574,0.0,0
Alex Morono,0,Fading Contender,29.0,39,0.6410256410256411,0.3333333333333333,-0.44102564102564107,-0.3333333333333333,4.0,3
Alex Munoz,0,Fading Contender,29.0,8,0.75,0.375,-0.15000000000000002,-0.375,4.0,2
Alex Nicholson,4,Active Performer,36.0,32,0.625,0.625,-0.025000000000000022,-0.025000000000000022,0.0,2
Alex Oliveira,4,Active Performer,38.2,46,0.5652173913043478,0.45652173913043476,-0.16521739130434776,-0.056521739130434734,0.0,5
Alex Pereira,2,Elite Finisher,29.0,16,0.8125,0.6875,-0.012499999999999956,0.11250000000000004,0.0,1
Alex Perez,0,Fading Contender,29.0,35,0.7142857142857143,0.37142857142857144,-0.5142857142857142,-0.17142857142857143,1.0,3
Alex Reyes,2,Elite Finisher,29.0,17,0.7647058823529411,0.7647058823529411,-0.16470588235294115,-0.16470588235294115,1.0,2
Alex Soto,1,Veteran Contender,42.2,11,0.6363636363636364,0.5454545454545454,-0.43636363636363634,-0.3454545454545454,0.0,3
Alex Torres,4,Active Performer,37.9,1,0.0,0.0,0.0,0.0,0.0,1
Alex White,1,Veteran Contender,37.5,19,0.6842105263157895,0.5263157894736842,-0.28421052631578947,-0.32631578947368417,3.0,2
Alexa Grasso,0,Fading Contender,29.0,22,0.7272727272727273,0.2727272727272727,-0.32727272727272727,-0.0727272727272727,2.0,3
Alexander Gustafsson,1,Veteran Contender,39.3,25,0.72,0.6,-0.31999999999999995,-0.39999999999999997,2.0,3
Alexander Hernandez,3,Veteran Contender,29.0,26,0.6538461538461539,0.34615384615384615,-0.05384615384615388,-0.14615384615384613,8.0,3
Alexander Munoz,4,Active Performer,29.0,3,0.3333333333333333,0.0,0.0,0.0,2.0,2
Alexander Volkanovski,0,Fading Contender,29.0,31,0.8709677419354839,0.5483870967741935,-0.47096774193548385,-0.3483870967741935,2.0,2
Alexander Volkov,2,Elite Finisher,29.0,51,0.7843137254901961,0.5686274509803921,0.015686274509803977,0.03137254901960784,1.0,2
Alexander Yakovlev,1,Veteran Contender,41.8,38,0.6578947368421053,0.47368421052631576,-0.4578947368421053,-0.27368421052631575,2.0,3
Alexandr Romanov,0,Fading Contender,29.0,9,0.6666666666666666,0.4444444444444444,-0.2666666666666666,-0.2444444444444444,3.0,2
Alexandra Albu,2,Elite Finisher,29.0,15,0.8,0.7333333333333333,0.0,-0.1333333333333333,2.0,2
Alexandre Ferreira,2,Elite Finisher,47.0,23,0.782608695652174,0.7391304347826086,0.21739130434782605,0.26086956521739135,0.0,3
Alexandre Pantoja,2,Elite Finisher,29.0,35,0.8571428571428571,0.5714285714285714,0.1428571428571429,-0.17142857142857137,0.0,1
Alexia Thainara,2,Elite Finisher,29.0,15,0.9333333333333333,0.5333333333333333,0.06666666666666665,-0.1333333333333333,1.0,1
Alexis Davis,3,Veteran Contender,41.6,31,0.6451612903225806,0.3225806451612903,-0.4451612903225806,-0.3225806451612903,7.0,3
Alexis Dufresne,2,Elite Finisher,35.7,8,0.75,0.75,-0.15000000000000002,-0.15000000000000002,2.0,2
Ali AlQaisi,4,Active Performer,35.6,24,0.6666666666666666,0.3333333333333333,-0.06666666666666665,-0.1333333333333333,3.0,2
Ali Bagautinov,3,Veteran Contender,40.9,28,0.75,0.35714285714285715,0.050000000000000044,-0.35714285714285715,6.0,2
Ali Qaisi,2,Elite Finisher,29.0,15,0.8,0.7333333333333333,0.0,-0.1333333333333333,2.0,2
Aliaskhab Khizriev,2,Elite Finisher,35.7,12,1.0,0.8333333333333334,0.0,-0.033333333333333326,0.0,0
Alibi Idiris,2,Elite Finisher,29.0,11,0.9090909090909091,0.5454545454545454,-0.10909090909090902,-0.1454545454545454,0.0,1
Alice Ardelean,0,Fading Contender,29.0,18,0.6111111111111112,0.4444444444444444,-0.011111111111111183,-0.2444444444444444,3.0,3
Alice Pereira,0,Fading Contender,29.0,8,0.75,0.625,-0.15000000000000002,-0.22499999999999998,2.0,2
Alistair Overeem,4,Active Performer,46.0,66,0.7121212121212122,0.6363636363636364,0.08787878787878789,0.1636363636363637,0.0,3
Aljamain Sterling,0,Fading Contender,29.0,30,0.8333333333333334,0.4,-0.2333333333333334,-0.2,3.0,2
Allan Nascimento,2,Elite Finisher,29.0,27,0.7777777777777778,0.5925925925925926,0.022222222222222254,-0.19259259259259254,0.0,1
Allan Zuniga,3,Veteran Contender,34.1,20,0.65,0.35,-0.65,-0.35,6.0,7
Allen Crowder,4,Active Performer,36.5,14,0.7142857142857143,0.5714285714285714,0.08571428571428574,0.02857142857142858,1.0,3
Allen Frye Jr.,2,Elite Finisher,29.0,16,0.8125,0.6875,-0.012499999999999956,-0.2875,0.0,2
Alonzo Menifield,0,Fading Contender,29.0,24,0.7083333333333334,0.5416666666666666,-0.10833333333333339,-0.5416666666666666,4.0,3
Alptekin Ozkilic,4,Active Performer,40.1,13,0.6923076923076923,0.23076923076923078,-0.29230769230769227,-0.03076923076923077,3.0,3
Alvaro Herrera,0,Fading Contender,29.0,15,0.6,0.5333333333333333,-0.19999999999999996,-0.1333333333333333,2.0,3
Alvin Hines,2,Elite Finisher,29.0,7,1.0,0.8571428571428571,0.0,-0.05714285714285705,0.0,0
Amanda Cooper,4,Active Performer,34.6,5,0.4,0.2,0.0,0.0,0.0,1
Amanda Lemos,0,Fading Contender,29.0,24,0.7083333333333334,0.5,-0.30833333333333335,-0.5,5.0,2
Amanda Nunes,0,Fading Contender,29.0,27,0.8148148148148148,0.6296296296296297,-0.014814814814814725,-0.42962962962962964,1.0,1
Amanda Ribas,0,Fading Contender,29.0,18,0.6666666666666666,0.3888888888888889,-0.2666666666666666,-0.18888888888888888,1.0,2
Amilcar Alves,3,Veteran Contender,37.8,39,0.4358974358974359,0.2564102564102564,-0.4358974358974359,-0.2564102564102564,5.0,6
Amir Albazi,2,Elite Finisher,29.0,19,0.8947368421052632,0.7368421052631579,-0.09473684210526312,-0.33684210526315783,1.0,1
Amir Sadollah,4,Active Performer,45.7,10,0.6,0.2,0.0,0.0,2.0,1
An Ying Wang,2,Elite Finisher,29.0,15,0.8,0.7333333333333333,0.0,-0.1333333333333333,2.0,2
Anderson Dos Santos,1,Veteran Contender,40.8,38,0.6578947368421053,0.5,-0.2578947368421053,-0.3,3.0,3
Anderson Silva,1,Veteran Contender,51.1,45,0.7555555555555555,0.5777777777777777,-0.5555555555555556,-0.5777777777777777,7.0,5
Andre Ewell,3,Veteran Contender,38.3,27,0.6296296296296297,0.4074074074074074,-0.42962962962962964,-0.4074074074074074,9.0,4
Andre Fialho,0,Fading Contender,29.0,25,0.64,0.56,-0.44,-0.36000000000000004,3.0,4
Andre Fili,4,Active Performer,29.0,39,0.6410256410256411,0.3333333333333333,-0.0410256410256411,-0.1333333333333333,3.0,3
Andre Lima,0,Fading Contender,29.0,11,1.0,0.45454545454545453,0.0,-0.45454545454545453,4.0,0
Andre Muniz,0,Fading Contender,29.0,33,0.7878787878787878,0.6060606060606061,-0.3878787878787878,-0.6060606060606061,5.0,2
Andre Petroski,3,Veteran Contender,29.0,19,0.7368421052631579,0.47368421052631576,-0.13684210526315788,-0.47368421052631576,8.0,2
Andre Soukhamthath,3,Veteran Contender,37.5,23,0.6086956521739131,0.4782608695652174,-0.20869565217391306,-0.4782608695652174,5.0,2
Andre Winner,4,Active Performer,44.5,36,0.6111111111111112,0.25,-0.21111111111111114,0.15000000000000002,0.0,3
Andrea Lee,3,Veteran Contender,29.0,24,0.5416666666666666,0.3333333333333333,-0.5416666666666666,-0.3333333333333333,5.0,6
Andreas Gustafsson,2,Elite Finisher,29.0,15,0.8666666666666667,0.6666666666666666,0.1333333333333333,-0.06666666666666665,1.0,1
Andreas Michailidis,4,Active Performer,37.8,24,0.6666666666666666,0.5416666666666666,-0.06666666666666665,-0.1416666666666666,1.0,2
Andreas Stahl,4,Active Performer,38.0,22,0.7727272727272727,0.4090909090909091,0.027272727272727337,-0.009090909090909094,0.0,2
Andrei Arlovski,3,Veteran Contender,29.0,60,0.5666666666666667,0.3333333333333333,-0.36666666666666664,-0.3333333333333333,24.0,5
Andrew Craig,1,Veteran Contender,40.3,12,0.75,0.3333333333333333,-0.35,-0.1333333333333333,3.0,2
Andrew Holbrook,1,Veteran Contender,40.3,14,0.8571428571428571,0.7142857142857143,-0.2571428571428571,-0.5142857142857142,3.0,1
Andrew Sanchez,3,Veteran Contender,38.1,22,0.6363636363636364,0.36363636363636365,-0.23636363636363633,-0.36363636363636365,4.0,2
Andrey Pulyaev,0,Fading Contender,29.0,14,0.7142857142857143,0.6428571428571429,-0.11428571428571432,-0.24285714285714288,0.0,1
Andy Enz,2,Elite Finisher,34.7,13,0.7692307692307693,0.6153846153846154,-0.1692307692307693,-0.015384615384615441,1.0,2
Andy Ogle,3,Veteran Contender,37.2,14,0.6428571428571429,0.35714285714285715,-0.4428571428571429,-0.35714285714285715,5.0,3
Ange Loosa,3,Veteran Contender,29.0,17,0.6470588235294118,0.35294117647058826,-0.24705882352941178,-0.35294117647058826,10.0,3
Angel Pacheco,2,Elite Finisher,29.0,10,0.7,0.7,-0.09999999999999998,-0.09999999999999998,1.0,2
Angela Hill,4,Active Performer,29.0,36,0.5555555555555556,0.16666666666666666,0.0444444444444444,0.033333333333333354,2.0,3
Angela Magana,1,Veteran Contender,42.8,20,0.55,0.4,-0.55,-0.4,4.0,5
Anistavio Medeiros,2,Elite Finisher,38.0,28,0.6785714285714286,0.6785714285714286,0.12142857142857144,0.12142857142857144,0.0,2
Anna Elmose,2,Elite Finisher,41.6,4,0.75,0.75,0.0,0.0,0.0,1
Anshul Jubli,2,Elite Finisher,29.0,9,0.8888888888888888,0.3333333333333333,-0.0888888888888888,0.06666666666666671,0.0,1
Ante Delija,0,Fading Contender,29.0,34,0.7647058823529411,0.5882352941176471,-0.3647058823529411,-0.18823529411764706,1.0,2
Anthony Birchak,4,Active Performer,40.0,23,0.6956521739130435,0.5652173913043478,-0.09565217391304348,0.034782608695652195,0.0,3
Anthony Christodoulou,1,Veteran Contender,38.8,19,0.631578947368421,0.42105263157894735,-0.231578947368421,-0.42105263157894735,4.0,3
Anthony Hamilton,4,Active Performer,46.1,34,0.6470588235294118,0.38235294117647056,0.15294117647058825,0.21764705882352942,1.0,4
Anthony Hernandez,2,Elite Finisher,29.0,19,0.8421052631578947,0.6842105263157895,0.1578947368421053,0.11578947368421055,1.0,2
Anthony Ivy,2,Elite Finisher,36.3,22,0.6818181818181818,0.6818181818181818,0.31818181818181823,0.31818181818181823,0.0,5
Anthony Johnson,2,Elite Finisher,42.2,28,0.7857142857142857,0.5714285714285714,-0.18571428571428572,0.02857142857142858,0.0,1
Anthony Lapsley,1,Veteran Contender,46.2,32,0.71875,0.59375,-0.11875000000000002,0.006249999999999978,1.0,2
Anthony Njokuani,4,Active Performer,46.2,33,0.5454545454545454,0.30303030303030304,-0.1454545454545454,-0.10303030303030303,2.0,5
Anthony Perosh,1,Veteran Contender,53.6,24,0.625,0.625,-0.22499999999999998,-0.22499999999999998,0.0,2
Anthony Pettis,1,Veteran Contender,39.3,38,0.6578947368421053,0.5,-0.2578947368421053,-0.3,0.0,3
Anthony Rocco Martin,0,Fading Contender,36.4,23,0.7391304347826086,0.43478260869565216,-0.13913043478260867,-0.23478260869565215,3.0,2
Anthony Smith,0,Fading Contender,29.0,62,0.6129032258064516,0.5645161290322581,-0.4129032258064516,-0.3645161290322581,3.0,4
Anton Kuivanen,1,Veteran Contender,42.0,38,0.6842105263157895,0.5,-0.08421052631578951,-0.3,1.0,2
Anton Turkalj,0,Fading Contender,29.0,11,0.7272727272727273,0.6363636363636364,-0.32727272727272727,-0.43636363636363634,3.0,3
Anton Zafir,1,Veteran Contender,39.0,11,0.7272727272727273,0.6363636363636364,-0.12727272727272732,-0.23636363636363633,2.0,2
Antonina Shevchenko,4,Active Performer,41.5,13,0.6923076923076923,0.3076923076923077,-0.29230769230769227,0.09230769230769231,1.0,2
Antonio Arroyo,1,Veteran Contender,36.9,17,0.6470588235294118,0.5882352941176471,-0.24705882352941178,-0.18823529411764706,1.0,3
Antonio Banuelos,3,Veteran Contender,46.6,31,0.6451612903225806,0.25806451612903225,-0.4451612903225806,-0.25806451612903225,10.0,3
Antonio Braga Neto,2,Elite Finisher,38.5,12,0.75,0.6666666666666666,0.050000000000000044,0.13333333333333341,0.0,2
Antonio Carlos Junior,2,Elite Finisher,36.2,15,0.8,0.7333333333333333,0.0,-0.1333333333333333,2.0,2
Antonio Carvalho,4,Active Performer,46.9,20,0.75,0.5,0.050000000000000044,-0.09999999999999998,0.0,2
Antonio Dos Santos,1,Veteran Contender,37.8,12,0.6666666666666666,0.5833333333333334,-0.2666666666666666,-0.18333333333333335,0.0,3
Antonio McKee,1,Veteran Contender,56.2,37,0.7837837837837838,0.21621621621621623,-0.1837837837837838,-0.21621621621621623,4.0,2
Antonio Silva,3,Veteran Contender,46.7,34,0.5588235294117647,0.5,-0.5588235294117647,-0.5,6.0,7
Antonio Trocoli,0,Fading Contender,29.0,20,0.6,0.4,-0.39999999999999997,-0.2,3.0,4
Aori Qileng,3,Veteran Contender,29.0,38,0.6578947368421053,0.23684210526315788,-0.2578947368421053,-0.23684210526315788,4.0,2
Aoriqileng,4,Active Performer,29.0,8,0.375,0.125,0.025000000000000022,-0.125,4.0,2
Ariane Carnelossi,0,Fading Contender,29.0,20,0.8,0.6,-0.20000000000000007,-0.19999999999999996,2.0,2
Ariane Lipski,0,Fading Contender,29.0,28,0.6071428571428571,0.35714285714285715,-0.20714285714285707,-0.15714285714285714,2.0,3
Ariane da Silva,0,Fading Contender,29.0,30,0.6,0.3333333333333333,-0.39999999999999997,-0.1333333333333333,3.0,4
Ariel Beck,4,Active Performer,35.6,8,0.5,0.25,-0.09999999999999998,-0.04999999999999999,3.0,2
Arjan Bhullar,4,Active Performer,40.0,13,0.8461538461538461,0.3076923076923077,-0.0461538461538461,-0.1076923076923077,0.0,1
Arman Tsarukyan,2,Elite Finisher,29.0,25,0.88,0.6,-0.07999999999999996,-0.19999999999999996,0.0,1
Armen Petrosyan,3,Veteran Contender,29.0,17,0.6470588235294118,0.4117647058823529,-0.4470588235294118,-0.2117647058823529,9.0,4
Arnold Allen,0,Fading Contender,29.0,23,0.8695652173913043,0.4782608695652174,-0.26956521739130435,-0.07826086956521738,2.0,2
Artem Lobov,3,Veteran Contender,39.7,29,0.4482758620689655,0.20689655172413793,-0.0482758620689655,-0.20689655172413793,5.0,3
Ashkan Mokhtarian,1,Veteran Contender,40.7,16,0.8125,0.75,-0.21250000000000002,-0.35,1.0,2
Ashlee Evans-Smith,3,Veteran Contender,29.0,11,0.5454545454545454,0.2727272727272727,-0.3454545454545454,-0.2727272727272727,4.0,2
Ashley Yoder,3,Veteran Contender,29.0,19,0.5263157894736842,0.21052631578947367,-0.12631578947368416,-0.21052631578947367,12.0,3
Askar Askarov,0,Fading Contender,33.6,16,0.875,0.6875,-0.275,-0.6875,4.0,1
Askar Mozharov,4,Active Performer,31.5,28,0.5357142857142857,0.5,0.06428571428571428,0.09999999999999998,0.0,3
Aspen Ladd,0,Fading Contender,31.2,16,0.6875,0.5,-0.2875,-0.3,0.0,2
Asu Almabayev,0,Fading Contender,29.0,26,0.8846153846153846,0.46153846153846156,-0.08461538461538454,-0.46153846153846156,5.0,2
Ateba Gautier,2,Elite Finisher,29.0,12,0.9166666666666666,0.8333333333333334,0.08333333333333337,0.16666666666666663,0.0,1
Augusto Mendes,1,Veteran Contender,43.2,8,0.75,0.625,-0.15000000000000002,-0.22499999999999998,2.0,1
Augusto Montano,2,Elite Finisher,41.5,18,0.8888888888888888,0.8888888888888888,-0.0888888888888888,-0.0888888888888888,0.0,1
Augusto Sakai,3,Veteran Contender,29.0,24,0.7083333333333334,0.4583333333333333,-0.30833333333333335,-0.4583333333333333,7.0,4
Austen Lane,0,Fading Contender,29.0,21,0.6190476190476191,0.5714285714285714,-0.41904761904761906,-0.5714285714285714,5.0,3
Austin Arnett,2,Elite Finisher,34.6,25,0.72,0.56,-0.12,-0.16000000000000003,0.0,3
Austin Bashi,2,Elite Finisher,29.0,14,0.9285714285714286,0.5714285714285714,-0.12857142857142856,0.22857142857142865,0.0,1
Austin Hubbard,3,Veteran Contender,29.0,28,0.5714285714285714,0.25,-0.3714285714285714,-0.25,10.0,4
Austin Lingo,0,Fading Contender,29.0,12,0.75,0.4166666666666667,-0.35,-0.4166666666666667,4.0,2
Austin Springer,1,Veteran Contender,39.0,15,0.8,0.6,-0.20000000000000007,-0.19999999999999996,0.0,2
Austin Vanderford,0,Fading Contender,29.0,15,0.8666666666666667,0.5333333333333333,-0.2666666666666667,-0.1333333333333333,0.0,2
Axel Sola,2,Elite Finisher,29.0,12,0.9166666666666666,0.5833333333333334,-0.11666666666666659,0.016666666666666607,1.0,1
Azamat Bekoev,2,Elite Finisher,29.0,25,0.84,0.68,-0.039999999999999925,0.12,0.0,1
Azamat Gashimov,1,Veteran Contender,36.1,10,0.7,0.6,-0.29999999999999993,-0.19999999999999996,1.0,2
Azamat Murzakanov,2,Elite Finisher,29.0,16,1.0,0.8125,0.0,-0.012499999999999956,0.0,0
Azat Maksum,0,Fading Contender,29.0,17,0.8823529411764706,0.5882352941176471,-0.2823529411764706,-0.38823529411764707,2.0,2
BJ Penn,3,Veteran Contender,47.4,31,0.5161290322580645,0.41935483870967744,-0.5161290322580645,-0.41935483870967744,6.0,7
Baergeng Jieleyisi,0,Fading Contender,29.0,29,0.6896551724137931,0.5517241379310345,-0.48965517241379314,-0.5517241379310345,4.0,4
Baisangur Susurkaev,2,Elite Finisher,29.0,11,1.0,0.9090909090909091,0.0,-0.10909090909090902,0.0,0
Barb Honchak,1,Veteran Contender,46.7,13,0.7692307692307693,0.23076923076923078,0.03076923076923077,-0.23076923076923078,4.0,2
Bart Palaszewski,1,Veteran Contender,42.9,52,0.6923076923076923,0.5384615384615384,-0.29230769230769227,-0.1384615384615384,1.0,4
Bartosz Fabinski,3,Veteran Contender,40.0,21,0.7619047619047619,0.38095238095238093,-0.36190476190476184,-0.38095238095238093,8.0,2
Bassil Hafez,4,Active Performer,29.0,14,0.6428571428571429,0.35714285714285715,-0.04285714285714293,-0.15714285714285714,1.0,1
Batgerel Danaa,2,Elite Finisher,29.0,17,0.7058823529411765,0.5882352941176471,-0.10588235294117654,0.0117647058823529,1.0,2
Bea Malecki,2,Elite Finisher,34.7,4,1.0,0.75,0.0,0.0,0.0,0
Bec Rawlings,3,Veteran Contender,37.2,16,0.4375,0.3125,-0.4375,-0.3125,5.0,5
Bekzat Almakhan,2,Elite Finisher,29.0,14,0.8571428571428571,0.7857142857142857,-0.05714285714285705,-0.18571428571428572,1.0,1
Belal Muhammad,4,Active Performer,29.0,30,0.8,0.2,-0.20000000000000007,0.0,3.0,2
Ben Askren,2,Elite Finisher,41.8,21,0.9047619047619048,0.5714285714285714,-0.10476190476190472,0.22857142857142865,0.0,1
Ben Nguyen,1,Veteran Contender,37.8,24,0.6666666666666666,0.5416666666666666,-0.2666666666666666,-0.3416666666666666,1.0,3
Ben Rothwell,1,Veteran Contender,44.6,52,0.75,0.6730769230769231,-0.15000000000000002,-0.2730769230769231,2.0,3
Ben Saunders,1,Veteran Contender,43.1,37,0.5945945945945946,0.4594594594594595,-0.3945945945945946,-0.2594594594594595,3.0,4
Ben Sosoli,4,Active Performer,36.4,12,0.5833333333333334,0.5,-0.18333333333333335,-0.09999999999999998,2.0,3
Ben Wall,4,Active Performer,37.1,18,0.5555555555555556,0.2222222222222222,-0.15555555555555556,-0.0222222222222222,0.0,4
