date,f1_name,f2_name,weight_class,no_of_rounds,m1_prob,m2a_prob,m2a_pick,pick_novig,gap,gap_size,gap_zone,gap_zone_label,gap_direction,closing_odds,m1_m2a_agree,vegas_agree,triple_agree,m2b_win_prob,m2b_confidence,pick_won,split,agreement_type
2021-10-23,Tabatha Ricci,Maria Oliveira,Women's Strawweight,3,70.06,70.06,Tabatha Ricci,69.58,0.48,0.48,0,Lock,1,-265.0,1,1,1,,,1,train,CONFIRM_FAV
2021-10-30,Amanda Ribas,Virna Jandiroba,Women's Strawweight,3,62.76,62.76,Amanda Ribas,60.4,2.36,2.36,2,Lean,1,-165.0,1,1,1,,,1,train,CONFIRM_FAV
2021-11-06,Rose Namajunas,Zhang Weili,Women's Strawweight,5,61.02,61.02,Rose Namajunas,47.83,13.2,13.2,6,Max Value,1,100.0,1,0,0,,,1,train,CONFIRM_DOG
2021-11-13,Cortney Casey,Liana Jojua,Women's Flyweight,3,60.37,60.37,Cortney Casey,74.89,-14.53,14.53,6,Max Value,-1,-365.0,1,1,1,,,1,train,NO_EDGE
2021-11-13,Cynthia Calvillo,Andrea Lee,Women's Flyweight,3,47.71,47.71,Andrea Lee,47.83,4.46,4.46,3,Watch,1,100.0,1,0,0,,,1,train,CONFIRM_DOG
2021-11-13,Felicia Spencer,Leah Letson,Women's Featherweight,3,52.21,52.21,Felicia Spencer,74.89,-22.68,22.68,6,Max Value,-1,-365.0,1,1,1,,,1,train,NO_EDGE
2021-11-20,Luana Pinheiro,Sam Hughes,Women's Strawweight,3,64.77,64.77,Luana Pinheiro,75.54,-10.76,10.76,6,Max Value,-1,-380.0,1,1,1,,,1,train,NO_EDGE
2021-11-20,Loma Lookboonmee,Loopy Godinez,Women's Strawweight,3,38.77,38.77,Loopy Godinez,57.98,3.25,3.25,3,Watch,1,-150.0,1,1,1,,,1,train,CONFIRM_FAV
2021-11-20,Joanne Wood,Taila Santos,Women's Flyweight,3,34.42,34.42,Taila Santos,77.27,-11.7,11.7,6,Max Value,-1,-425.0,1,1,1,,,1,train,NO_EDGE
2021-11-20,Ketlen Vieira,Miesha Tate,Women's Bantamweight,5,61.09,61.09,Ketlen Vieira,47.83,13.26,13.26,6,Max Value,1,100.0,1,0,0,,,1,train,CONFIRM_DOG
2021-12-04,Cheyanne Vlismas,Mallory Martin,Women's Strawweight,3,70.37,70.37,Cheyanne Vlismas,63.01,7.36,7.36,4,Value,1,-190.0,1,1,1,,,1,train,CONFIRM_FAV
2021-12-11,Gillian Robertson,Priscila Cachoeira,Women's Flyweight,3,81.07,81.07,Gillian Robertson,74.21,6.86,6.86,4,Value,1,-350.0,1,1,1,,,1,train,CONFIRM_FAV
2021-12-11,Miranda Maverick,Erin Blanchfield,Women's Flyweight,3,36.88,36.88,Erin Blanchfield,42.02,21.11,21.11,6,Max Value,1,130.0,1,0,0,,,1,train,CONFIRM_DOG
2021-12-11,Amanda Nunes,Julianna Pena,Women's Bantamweight,5,69.08,69.08,Amanda Nunes,88.02,-18.94,18.94,6,Max Value,-1,-1125.0,1,1,1,,,0,train,NO_EDGE
2021-12-18,Raquel Pennington,Macy Chiasson,Women's Featherweight,3,55.49,55.49,Raquel Pennington,55.26,0.23,0.23,0,Lock,1,-135.0,1,1,1,,,1,train,CONFIRM_FAV
2021-12-18,Sijara Eubanks,Melissa Gatto,Women's Flyweight,3,40.1,40.1,Melissa Gatto,39.6,20.3,20.3,6,Max Value,1,145.0,1,0,0,,,1,train,CONFIRM_DOG
2021-12-18,Amanda Lemos,Angela Hill,Women's Strawweight,3,69.35,69.35,Amanda Lemos,71.05,-1.7,1.7,1,Strong,-1,-290.0,1,1,1,,,1,train,NO_EDGE
2022-01-15,Katlyn Chookagian,Jennifer Maia,Women's Flyweight,3,68.25,68.25,Katlyn Chookagian,65.07,3.18,3.18,3,Watch,1,-210.0,1,1,1,,,1,train,CONFIRM_FAV
2022-01-22,Kay Hansen,Jasmine Jasudavicius,Women's Flyweight,3,37.74,37.74,Jasmine Jasudavicius,36.99,25.27,25.27,6,Max Value,1,160.0,1,0,0,,,1,train,CONFIRM_DOG
2022-01-22,Silvana Gomez Juarez,Vanessa Demopoulos,Women's Strawweight,3,40.27,40.27,Vanessa Demopoulos,57.45,2.29,2.29,2,Lean,1,-150.0,1,1,1,,,1,train,CONFIRM_FAV
2022-02-12,Roxanne Modafferi,Casey O'Neill,Women's Flyweight,3,14.08,14.08,Casey O'Neill,74.21,11.7,11.7,6,Max Value,1,-350.0,1,1,1,,,1,train,CONFIRM_FAV
2022-02-19,Diana Belbita,Gloria de Paula,Women's Strawweight,3,34.49,34.49,Gloria de Paula,46.75,18.76,18.76,6,Max Value,1,105.0,1,0,0,,,1,train,CONFIRM_DOG
2022-02-19,Jessica-Rose Clark,Stephanie Egger,Women's Bantamweight,3,40.41,40.41,Stephanie Egger,39.6,19.99,19.99,6,Max Value,1,145.0,1,0,0,,,1,train,CONFIRM_DOG
2022-02-26,Josiane Nunes,Ramona Pascual,Women's Featherweight,3,71.38,71.38,Josiane Nunes,71.91,-0.54,0.54,0,Lock,-1,-305.0,1,1,1,,,1,train,NO_EDGE
2022-02-26,Ji Yeon Kim,Priscila Cachoeira,Women's Flyweight,3,42.51,42.51,Priscila Cachoeira,37.89,19.6,19.6,6,Max Value,1,155.0,1,0,0,,,1,train,CONFIRM_DOG
2022-03-05,Maryna Moroz,Mariya Agapova,Women's Flyweight,3,51.17,51.17,Maryna Moroz,39.6,11.57,11.57,6,Max Value,1,145.0,1,0,0,,,1,train,CONFIRM_DOG
2022-03-05,Marina Rodriguez,Yan Xiaonan,Women's Strawweight,3,49.99,49.99,Yan Xiaonan,28.09,21.92,21.92,6,Max Value,1,240.0,1,0,0,,,0,train,CONFIRM_DOG
2022-03-12,Sabina Mazo,Miranda Maverick,Women's Flyweight,3,29.57,29.57,Miranda Maverick,74.89,-4.47,4.47,3,Watch,-1,-365.0,1,1,1,,,1,train,NO_EDGE
2022-03-12,JJ Aldrich,Gillian Robertson,Women's Flyweight,3,48.26,48.26,Gillian Robertson,52.17,-0.43,0.43,0,Lock,-1,-120.0,1,1,1,,,0,train,NO_EDGE
2022-03-19,Cory McKenna,Elise Reed,Women's Strawweight,3,52.99,52.99,Cory McKenna,71.53,-18.54,18.54,6,Max Value,-1,-300.0,1,1,1,,,0,train,NO_EDGE
2022-03-19,Molly McCann,Luana Carolina,Women's Flyweight,3,59.18,59.18,Molly McCann,56.2,2.97,2.97,2,Lean,1,-140.0,1,1,1,,,1,train,CONFIRM_FAV
2022-03-26,Joanne Wood,Alexa Grasso,Women's Flyweight,3,36.37,36.37,Alexa Grasso,71.91,-8.28,8.28,5,Strong Value,-1,-305.0,1,1,1,,,1,train,NO_EDGE
2022-03-26,Jennifer Maia,Manon Fiorot,Women's Flyweight,3,23.09,23.09,Manon Fiorot,79.88,-2.97,2.97,2,Lean,-1,-510.0,1,1,1,,,1,train,NO_EDGE
2022-03-26,Sara McMann,Karol Rosa,Women's Bantamweight,3,64.19,64.19,Sara McMann,29.88,34.31,34.31,6,Max Value,1,220.0,1,0,0,,,1,train,CONFIRM_DOG
2022-04-09,Mackenzie Dern,Tecia Torres,Women's Strawweight,3,52.62,52.62,Mackenzie Dern,53.25,-0.62,0.62,0,Lock,-1,-125.0,1,1,1,,,1,train,NO_EDGE
2022-04-09,Aspen Ladd,Raquel Pennington,Women's Bantamweight,3,39.19,39.19,Raquel Pennington,58.82,1.98,1.98,1,Strong,1,-155.0,1,1,1,,,1,train,CONFIRM_FAV
2022-04-09,Piera Rodriguez,Kay Hansen,Women's Strawweight,3,69.45,69.45,Piera Rodriguez,53.25,16.21,16.21,6,Max Value,1,-125.0,1,1,1,,,1,train,CONFIRM_FAV
2022-04-16,Istela Nunes,Sam Hughes,Women's Strawweight,3,32.36,32.36,Sam Hughes,32.44,35.2,35.2,6,Max Value,1,195.0,1,0,0,,,1,train,CONFIRM_DOG
2022-04-16,Lina Lansberg,Pannie Kianzad,Women's Bantamweight,3,34.22,34.22,Pannie Kianzad,80.29,-14.51,14.51,6,Max Value,-1,-525.0,1,1,1,,,1,train,NO_EDGE
2022-04-23,Maycee Barber,Montana De La Rosa,Women's Flyweight,3,72.79,72.79,Maycee Barber,62.11,10.68,10.68,6,Max Value,1,-180.0,1,1,1,,,1,train,CONFIRM_FAV
2022-04-23,Amanda Lemos,Jessica Andrade,Women's Strawweight,5,34.54,34.54,Jessica Andrade,67.04,-1.58,1.58,1,Strong,-1,-235.0,1,1,1,,,1,train,NO_EDGE
2022-04-30,Gina Mazany,Shanna Young,Women's Flyweight,3,55.25,55.25,Gina Mazany,64.29,-9.04,9.04,5,Strong Value,-1,-200.0,1,1,1,,,0,train,NO_EDGE
2022-05-07,Ariane Carnelossi,Loopy Godinez,Women's Strawweight,3,23.18,23.18,Loopy Godinez,63.66,13.16,13.16,6,Max Value,1,-195.0,1,1,1,,,1,train,CONFIRM_FAV
2022-05-07,Tracy Cortez,Melissa Gatto,Women's Flyweight,3,64.24,64.24,Tracy Cortez,53.25,10.99,10.99,6,Max Value,1,-125.0,1,1,1,,,1,train,CONFIRM_FAV
2022-05-07,Macy Chiasson,Norma Dumont,Women's Featherweight,3,52.96,52.96,Macy Chiasson,34.19,18.77,18.77,6,Max Value,1,180.0,1,0,0,,,1,train,CONFIRM_DOG
2022-05-07,Rose Namajunas,Carla Esparza,Women's Strawweight,5,50.08,50.08,Rose Namajunas,67.04,-16.96,16.96,6,Max Value,-1,-235.0,1,1,1,,,0,train,NO_EDGE
2022-05-14,Virna Jandiroba,Angela Hill,Women's Strawweight,3,68.57,68.57,Virna Jandiroba,66.36,2.21,2.21,2,Lean,1,-225.0,1,1,1,,,1,train,CONFIRM_FAV
2022-05-14,Katlyn Chookagian,Amanda Ribas,Women's Flyweight,3,49.32,49.32,Amanda Ribas,37.89,12.79,12.79,6,Max Value,1,155.0,1,0,0,,,0,train,CONFIRM_DOG
2022-05-14,Viviane Araujo,Andrea Lee,Women's Flyweight,3,51.86,51.86,Viviane Araujo,44.74,7.12,7.12,4,Value,1,115.0,1,0,0,,,1,train,CONFIRM_DOG
2022-05-21,Elise Reed,Sam Hughes,Women's Strawweight,3,43.11,43.11,Sam Hughes,43.8,13.09,13.09,6,Max Value,1,120.0,1,0,0,,,1,train,CONFIRM_DOG
2022-05-21,Polyana Viana,Tabatha Ricci,Women's Strawweight,3,31.47,31.47,Tabatha Ricci,54.27,14.25,14.25,6,Max Value,1,-130.0,1,1,1,,,1,train,CONFIRM_FAV
2022-05-21,Holly Holm,Ketlen Vieira,Women's Bantamweight,5,38.32,38.32,Ketlen Vieira,34.19,27.49,27.49,6,Max Value,1,180.0,1,0,0,,,1,train,CONFIRM_DOG
2022-06-04,Karine Silva,Poliana Botelho,Women's Flyweight,3,54.67,54.67,Karine Silva,53.25,1.43,1.43,1,Strong,1,-125.0,1,1,1,,,1,train,CONFIRM_FAV
2022-06-04,Erin Blanchfield,JJ Aldrich,Women's Flyweight,3,66.96,66.96,Erin Blanchfield,78.8,-11.84,11.84,6,Max Value,-1,-475.0,1,1,1,,,1,train,NO_EDGE
2022-06-04,Felice Herrig,Karolina Kowalkiewicz,Women's Strawweight,3,38.34,38.34,Karolina Kowalkiewicz,48.92,12.74,12.74,6,Max Value,1,-105.0,1,0,0,,,1,train,CONFIRM_DOG
2022-06-11,Valentina Shevchenko,Taila Santos,Women's Flyweight,5,69.89,69.89,Valentina Shevchenko,82.6,-12.7,12.7,6,Max Value,-1,-630.0,1,1,1,,,1,train,NO_EDGE
2022-06-11,Zhang Weili,Joanna Jedrzejczyk,Women's Strawweight,3,61.98,61.98,Zhang Weili,59.63,2.35,2.35,2,Lean,1,-160.0,1,1,1,,,1,train,CONFIRM_FAV
2022-06-18,Maria Oliveira,Gloria de Paula,Women's Strawweight,3,43.58,43.58,Gloria de Paula,71.17,-14.75,14.75,6,Max Value,-1,-280.0,1,1,1,,,0,train,NO_EDGE
2022-06-18,Jasmine Jasudavicius,Natalia Silva,Women's Flyweight,3,36.59,36.59,Natalia Silva,30.2,33.21,33.21,6,Max Value,1,220.0,1,0,0,,,1,train,CONFIRM_DOG
2022-06-25,Vanessa Demopoulos,Jinh Yu Frey,Women's Strawweight,3,54.39,54.39,Vanessa Demopoulos,32.08,22.32,22.32,6,Max Value,1,200.0,1,0,0,,,1,train,CONFIRM_DOG
2022-07-02,Jessica-Rose Clark,Julija Stoliarenko,Women's Bantamweight,3,46.67,46.67,Julija Stoliarenko,41.18,12.15,12.15,6,Max Value,1,135.0,1,0,0,,,1,train,CONFIRM_DOG
2022-07-02,Jessica Eye,Maycee Barber,Women's Flyweight,3,23.28,23.28,Maycee Barber,73.21,3.51,3.51,3,Watch,1,-315.0,1,1,1,,,1,train,CONFIRM_FAV
2022-07-09,Antonina Shevchenko,Cortney Casey,Women's Flyweight,3,69.21,69.21,Antonina Shevchenko,62.11,7.09,7.09,4,Value,1,-180.0,1,1,1,,,1,train,CONFIRM_FAV
2022-07-16,Jessica Penne,Emily Ducote,Women's Strawweight,3,30.26,30.26,Emily Ducote,60.67,9.07,9.07,5,Strong Value,1,-170.0,1,1,1,,,1,train,CONFIRM_FAV
2022-07-16,Lauren Murphy,Miesha Tate,Women's Flyweight,3,50.5,50.5,Lauren Murphy,35.11,15.39,15.39,6,Max Value,1,175.0,1,0,0,,,1,train,CONFIRM_DOG
2022-07-16,Michelle Waterson-Gomez,Amanda Lemos,Women's Strawweight,3,33.54,33.54,Amanda Lemos,73.21,-6.75,6.75,4,Value,-1,-315.0,1,1,1,,,1,train,NO_EDGE
2022-07-23,Mandy Bohm,Victoria Leonardo,Women's Flyweight,3,37.23,37.23,Victoria Leonardo,50.0,12.77,12.77,6,Max Value,1,-110.0,1,0,0,,,1,train,CONFIRM_DOG
2022-07-23,Molly McCann,Hannah Goldy,Women's Flyweight,3,63.79,63.79,Molly McCann,79.43,-15.64,15.64,6,Max Value,-1,-460.0,1,1,1,,,1,train,NO_EDGE
2022-07-30,Joselyne Edwards,Ji Yeon Kim,Women's Bantamweight,3,69.71,69.71,Joselyne Edwards,52.17,17.54,17.54,6,Max Value,1,-120.0,1,1,1,,,1,train,CONFIRM_FAV
2022-07-30,Julianna Pena,Amanda Nunes,Women's Bantamweight,5,24.83,24.83,Amanda Nunes,68.41,6.76,6.76,4,Value,1,-245.0,1,1,1,,,1,train,CONFIRM_FAV
2022-08-06,Brogan Walker,Juliana Miller,Women's Flyweight,3,26.23,26.23,Juliana Miller,56.2,17.57,17.57,6,Max Value,1,-140.0,1,1,1,,,1,train,CONFIRM_FAV
2022-08-06,Mayra Bueno Silva,Stephanie Egger,Women's Bantamweight,3,56.75,56.75,Mayra Bueno Silva,47.83,8.93,8.93,5,Strong Value,1,100.0,1,0,0,,,1,train,CONFIRM_DOG
2022-08-06,Cory McKenna,Miranda Granger,Women's Strawweight,3,75.36,75.36,Cory McKenna,63.66,11.7,11.7,6,Max Value,1,-195.0,1,1,1,,,1,train,CONFIRM_FAV
2022-08-13,Yazmin Jauregui,Iasmin Lucindo,Women's Strawweight,3,52.67,52.67,Yazmin Jauregui,65.48,-12.81,12.81,6,Max Value,-1,-210.0,1,1,1,,,1,train,NO_EDGE
2022-08-13,Cynthia Calvillo,Nina Nunes,Women's Flyweight,3,39.4,39.4,Nina Nunes,36.99,23.61,23.61,6,Max Value,1,160.0,1,0,0,,,1,train,CONFIRM_DOG
2022-08-13,Priscila Cachoeira,Ariane Lipski,Women's Bantamweight,3,52.0,52.0,Priscila Cachoeira,33.95,18.04,18.04,6,Max Value,1,185.0,1,0,0,,,1,train,CONFIRM_DOG
2022-08-20,Wu Yanan,Lucie Pudilova,Women's Bantamweight,3,52.85,52.85,Wu Yanan,42.89,9.96,9.96,5,Strong Value,1,125.0,1,0,0,,,0,train,CONFIRM_DOG
2022-09-03,Stephanie Egger,Ailin Perez,Women's Featherweight,3,41.25,41.25,Ailin Perez,30.2,28.55,28.55,6,Max Value,1,220.0,1,0,0,,,0,train,CONFIRM_DOG
2022-09-10,Norma Dumont,Danyelle Wolf,Women's Featherweight,3,82.47,82.47,Norma Dumont,75.56,6.91,6.91,4,Value,1,-360.0,1,1,1,,,1,train,CONFIRM_FAV
2022-09-10,Melissa Martinez,Elise Reed,Women's Strawweight,3,39.86,39.86,Elise Reed,38.6,21.55,21.55,6,Max Value,1,150.0,1,0,0,,,1,train,CONFIRM_DOG
2022-09-17,Mariya Agapova,Gillian Robertson,Women's Flyweight,3,31.72,31.72,Gillian Robertson,58.82,9.46,9.46,5,Strong Value,1,-155.0,1,1,1,,,1,train,CONFIRM_FAV
2022-09-17,Denise Gomes,Loma Lookboonmee,Women's Strawweight,3,38.31,38.31,Loma Lookboonmee,64.29,-2.59,2.59,2,Lean,-1,-200.0,1,1,1,,,1,train,NO_EDGE
2022-10-01,Mackenzie Dern,Yan Xiaonan,Women's Strawweight,5,38.17,38.17,Yan Xiaonan,30.2,31.63,31.63,6,Max Value,1,220.0,1,0,0,,,1,train,CONFIRM_DOG
2022-10-15,Piera Rodriguez,Sam Hughes,Women's Strawweight,3,73.06,73.06,Piera Rodriguez,62.11,10.95,10.95,6,Max Value,1,-180.0,1,1,1,,,1,train,CONFIRM_FAV
2022-10-15,Alexa Grasso,Viviane Araujo,Women's Flyweight,5,68.08,68.08,Alexa Grasso,65.48,2.6,2.6,2,Lean,1,-210.0,1,1,1,,,1,train,CONFIRM_FAV
2022-10-22,Karol Rosa,Lina Lansberg,Women's Bantamweight,3,71.14,71.14,Karol Rosa,78.08,-6.93,6.93,4,Value,-1,-425.0,1,1,1,,,1,train,NO_EDGE
2022-10-22,Katlyn Chookagian,Manon Fiorot,Women's Flyweight,3,29.36,29.36,Manon Fiorot,66.75,3.89,3.89,3,Watch,1,-225.0,1,1,1,,,1,train,CONFIRM_FAV
2022-11-05,Tamires Vidal,Ramona Pascual,Women's Bantamweight,3,59.15,59.15,Tamires Vidal,53.25,5.91,5.91,4,Value,1,-125.0,1,1,1,,,1,train,CONFIRM_FAV
2022-11-05,Polyana Viana,Jinh Yu Frey,Women's Strawweight,3,68.7,68.7,Polyana Viana,57.11,11.59,11.59,6,Max Value,1,-145.0,1,1,1,,,1,train,CONFIRM_FAV
2022-11-05,Miranda Maverick,Shanna Young,Women's Flyweight,3,80.51,80.51,Miranda Maverick,86.23,-5.73,5.73,4,Value,-1,-850.0,1,1,1,,,1,train,NO_EDGE
2022-11-05,Marina Rodriguez,Amanda Lemos,Women's Strawweight,5,39.38,39.38,Amanda Lemos,31.59,29.03,29.03,6,Max Value,1,205.0,1,0,0,,,1,train,CONFIRM_DOG
2022-11-12,Karolina Kowalkiewicz,Silvana Gomez Juarez,Women's Strawweight,3,67.59,67.59,Karolina Kowalkiewicz,50.0,17.59,17.59,6,Max Value,1,-110.0,1,1,1,,,1,train,CONFIRM_FAV
2022-11-12,Erin Blanchfield,Molly McCann,Women's Flyweight,3,70.17,70.17,Erin Blanchfield,78.08,-7.91,7.91,4,Value,-1,-425.0,1,1,1,,,1,train,NO_EDGE
2022-11-19,Jennifer Maia,Maryna Moroz,Women's Flyweight,3,56.87,56.87,Jennifer Maia,42.02,14.85,14.85,6,Max Value,1,130.0,1,0,0,,,1,train,CONFIRM_DOG
2022-11-19,Natalia Silva,Tereza Bleda,Women's Flyweight,3,58.58,58.58,Natalia Silva,59.91,-1.33,1.33,1,Strong,-1,-165.0,1,1,1,,,1,train,NO_EDGE
2022-11-19,Vanessa Demopoulos,Maria Oliveira,Women's Strawweight,3,56.27,56.27,Vanessa Demopoulos,50.0,6.27,6.27,4,Value,1,-110.0,1,1,1,,,1,train,CONFIRM_FAV
2022-12-03,Yazmin Jauregui,Istela Nunes,Women's Strawweight,3,73.41,73.41,Yazmin Jauregui,75.21,-1.8,1.8,1,Strong,-1,-350.0,1,1,1,,,1,train,NO_EDGE
2022-12-03,Angela Hill,Emily Ducote,Women's Strawweight,3,63.52,63.52,Angela Hill,45.73,17.79,17.79,6,Max Value,1,110.0,1,0,0,,,1,train,CONFIRM_DOG
2022-12-17,Cheyanne Vlismas,Cory McKenna,Women's Strawweight,3,37.39,37.39,Cory McKenna,36.99,25.62,25.62,6,Max Value,1,160.0,1,0,0,,,1,train,CONFIRM_DOG
2023-01-14,Ketlen Vieira,Raquel Pennington,Women's Bantamweight,3,38.82,38.82,Raquel Pennington,42.02,19.16,19.16,6,Max Value,1,130.0,1,0,0,,,1,train,CONFIRM_DOG
2023-01-21,Josiane Nunes,Zarah Fairn,Women's Featherweight,3,77.06,77.06,Josiane Nunes,81.44,-4.38,4.38,3,Watch,-1,-540.0,1,1,1,,,1,train,NO_EDGE
2023-01-21,Lauren Murphy,Jessica Andrade,Women's Flyweight,3,25.75,25.75,Jessica Andrade,80.27,-6.03,6.03,4,Value,-1,-490.0,1,1,1,,,1,train,NO_EDGE
2023-02-11,Loma Lookboonmee,Elise Reed,Women's Strawweight,3,72.97,72.97,Loma Lookboonmee,74.9,-1.93,1.93,1,Strong,-1,-345.0,1,1,1,,,1,train,NO_EDGE
2023-02-18,Jessica Andrade,Erin Blanchfield,Women's Flyweight,5,44.03,44.03,Erin Blanchfield,47.83,8.15,8.15,5,Strong Value,1,100.0,1,0,0,,,1,train,CONFIRM_DOG
2023-02-18,Lina Lansberg,Mayra Bueno Silva,Women's Bantamweight,3,33.11,33.11,Mayra Bueno Silva,80.27,-13.39,13.39,6,Max Value,-1,-490.0,1,1,1,,,1,train,NO_EDGE
2023-02-25,Jasmine Jasudavicius,Gabriella Fernandes,Women's Flyweight,3,69.29,69.29,Jasmine Jasudavicius,46.75,22.54,22.54,6,Max Value,1,105.0,1,0,0,,,1,train,CONFIRM_DOG
2023-02-25,Tatiana Suarez,Montana De La Rosa,Women's Flyweight,3,78.14,78.14,Tatiana Suarez,85.15,-7.02,7.02,4,Value,-1,-750.0,1,1,1,,,1,train,NO_EDGE
2023-03-04,Valentina Shevchenko,Alexa Grasso,Women's Flyweight,5,57.43,57.43,Valentina Shevchenko,82.5,-25.07,25.07,6,Max Value,-1,-600.0,1,1,1,,,0,train,NO_EDGE
2023-03-04,Jessica Penne,Tabatha Ricci,Women's Strawweight,3,17.39,17.39,Tabatha Ricci,67.28,15.34,15.34,6,Max Value,1,-230.0,1,1,1,,,1,train,CONFIRM_FAV
2023-03-04,Viviane Araujo,Amanda Ribas,Women's Flyweight,3,25.15,25.15,Amanda Ribas,54.27,20.58,20.58,6,Max Value,1,-130.0,1,1,1,,,1,train,CONFIRM_FAV
2023-03-18,Jennifer Maia,Casey O'Neill,Women's Flyweight,3,47.25,47.25,Casey O'Neill,62.2,-9.45,9.45,5,Strong Value,-1,-184.0,1,1,1,,,0,train,NO_EDGE
2023-03-18,Juliana Miller,Veronica Hardy,Women's Flyweight,3,40.98,40.98,Veronica Hardy,25.28,33.74,33.74,6,Max Value,1,280.0,1,0,0,,,1,train,CONFIRM_DOG
2023-03-18,Joanne Wood,Luana Carolina,Women's Flyweight,3,58.95,58.95,Joanne Wood,67.01,-8.06,8.06,5,Strong Value,-1,-245.0,1,1,1,,,1,train,NO_EDGE
2023-03-25,Holly Holm,Yana Santos,Women's Bantamweight,3,66.31,66.31,Holly Holm,68.06,-1.74,1.74,1,Strong,-1,-245.0,1,1,1,,,1,train,NO_EDGE
2023-03-25,Andrea Lee,Maycee Barber,Women's Flyweight,3,25.13,25.13,Maycee Barber,70.02,4.85,4.85,3,Watch,1,-270.0,1,1,1,,,1,train,CONFIRM_FAV
2023-04-08,Michelle Waterson-Gomez,Luana Pinheiro,Women's Strawweight,3,35.13,35.13,Luana Pinheiro,58.57,6.3,6.3,4,Value,1,-156.0,1,1,1,,,1,train,CONFIRM_FAV
2023-04-08,Jaqueline Amorim,Sam Hughes,Women's Strawweight,3,41.14,41.14,Sam Hughes,29.98,28.88,28.88,6,Max Value,1,220.0,1,0,0,,,1,train,CONFIRM_DOG
2023-04-08,Cynthia Calvillo,Loopy Godinez,Women's Strawweight,3,27.98,27.98,Loopy Godinez,69.01,3.01,3.01,3,Watch,1,-255.0,1,1,1,,,1,train,CONFIRM_FAV
2023-04-15,Bruna Brasil,Denise Gomes,Women's Strawweight,3,28.85,28.85,Denise Gomes,41.43,29.72,29.72,6,Max Value,1,132.0,1,0,0,,,1,train,CONFIRM_DOG
2023-04-15,Gillian Robertson,Piera Rodriguez,Women's Strawweight,3,54.61,54.61,Gillian Robertson,53.7,0.91,0.91,0,Lock,1,-126.0,1,1,1,,,1,train,CONFIRM_FAV
2023-04-15,Joselyne Edwards,Lucie Pudilova,Women's Bantamweight,3,66.96,66.96,Joselyne Edwards,44.93,22.03,22.03,6,Max Value,1,114.0,1,0,0,,,1,train,CONFIRM_DOG
2023-04-22,Karol Rosa,Norma Dumont,Women's Featherweight,3,32.09,32.09,Norma Dumont,51.54,16.37,16.37,6,Max Value,1,-116.0,1,0,0,,,1,train,CONFIRM_DOG
2023-04-22,Iasmin Lucindo,Brogan Walker,Women's Flyweight,3,83.29,83.29,Iasmin Lucindo,75.95,7.34,7.34,4,Value,1,-375.0,1,1,1,,,1,train,CONFIRM_FAV
2023-04-29,Hailey Cowan,Jamey-Lyn Horth,Women's Bantamweight,3,29.6,29.6,Jamey-Lyn Horth,59.65,10.75,10.75,6,Max Value,1,-164.0,1,1,1,,,1,train,CONFIRM_FAV
2023-04-29,Stephanie Egger,Irina Alekseeva,Women's Bantamweight,3,53.4,53.4,Stephanie Egger,74.72,-21.32,21.32,6,Max Value,-1,-350.0,1,1,1,,,0,train,NO_EDGE
2023-05-06,Marina Rodriguez,Virna Jandiroba,Women's Strawweight,3,35.46,35.46,Virna Jandiroba,47.58,16.96,16.96,6,Max Value,1,102.0,1,0,0,,,1,train,CONFIRM_DOG
2023-05-13,Jessica-Rose Clark,Tainara Lisboa,Women's Bantamweight,3,40.87,40.87,Tainara Lisboa,51.54,7.59,7.59,4,Value,1,-116.0,1,0,0,,,1,train,CONFIRM_DOG
2023-05-13,Ji Yeon Kim,Mandy Bohm,Women's Flyweight,3,39.0,39.0,Mandy Bohm,32.22,28.77,28.77,6,Max Value,1,198.0,1,0,0,,,1,train,CONFIRM_DOG
2023-05-20,Natalia Silva,Victoria Leonardo,Women's Flyweight,3,76.7,76.7,Natalia Silva,87.08,-10.38,10.38,6,Max Value,-1,-1200.0,1,1,1,,,1,train,NO_EDGE
2023-05-20,Karolina Kowalkiewicz,Vanessa Demopoulos,Women's Strawweight,3,67.89,67.89,Karolina Kowalkiewicz,56.71,11.18,11.18,6,Max Value,1,-144.0,1,1,1,,,1,train,CONFIRM_FAV
2023-05-20,Mackenzie Dern,Angela Hill,Women's Strawweight,5,62.62,62.62,Mackenzie Dern,59.34,3.29,3.29,3,Watch,1,-162.0,1,1,1,,,1,train,CONFIRM_FAV
2023-06-03,Elise Reed,Jinh Yu Frey,Women's Strawweight,3,70.19,70.19,Elise Reed,54.67,15.52,15.52,6,Max Value,1,-132.0,1,1,1,,,1,train,CONFIRM_FAV
2023-06-03,Karine Silva,Ketlen Souza,Women's Flyweight,3,65.62,65.62,Karine Silva,65.65,-0.02,0.02,0,Lock,-1,-215.0,1,1,1,,,1,train,NO_EDGE
2023-06-10,Amanda Nunes,Irene Aldana,Women's Bantamweight,5,84.62,84.62,Amanda Nunes,74.02,10.6,10.6,6,Max Value,1,-335.0,1,1,1,,,1,train,CONFIRM_FAV
2023-06-10,Diana Belbita,Maria Oliveira,Women's Strawweight,3,62.14,62.14,Diana Belbita,55.95,6.2,6.2,4,Value,1,-146.0,1,1,1,,,1,train,CONFIRM_FAV
