date,f1_name,f2_name,weight_class,no_of_rounds,m1_prob,m2a_prob,m2a_pick,pick_novig,gap,gap_size,gap_zone,gap_zone_label,gap_direction,closing_odds,m1_m2a_agree,vegas_agree,triple_agree,m2b_win_prob,m2b_confidence,pick_won,split
2021-08-21,Luis Saldana,Austin Lingo,Featherweight,3,0.5832,0.4997,Austin Lingo,0.4783,0.0221,0.0221,2,Lean,1,100.0,0,0,0,0.582,MEDIUM,1,train
2021-08-21,Brian Kelleher,Domingo Pilarte,Bantamweight,3,0.7102,0.7131,Brian Kelleher,0.6115,0.1016,0.1016,6,Max Value,1,-170.0,1,1,1,0.9389,LOCK,1,train
2021-08-21,Fabio Cherant,William Knight,Light Heavyweight,3,0.1512,0.3086,William Knight,0.6115,0.0799,0.0799,4,Value,1,-170.0,1,1,1,0.9606,LOCK,1,train
2021-08-21,Roosevelt Roberts,Ignacio Bahamondes,Lightweight,3,0.4017,0.4805,Ignacio Bahamondes,0.4118,0.1077,0.1077,6,Max Value,1,135.0,1,0,0,0.7277,HIGH,1,train
2021-08-21,Ramiz Brahimaj,Sasha Palatnikov,Welterweight,3,0.4113,0.4969,Sasha Palatnikov,0.396,0.1071,0.1071,6,Max Value,1,145.0,1,0,0,0.701,HIGH,0,train
2021-08-07,Ciryl Gane,Derrick Lewis,Heavyweight,5,0.6377,0.7448,Ciryl Gane,0.7273,0.0176,0.0176,1,Strong,1,-320.0,1,1,1,0.7763,LOCK,1,train
2021-08-07,Jose Aldo,Pedro Munhoz,Bantamweight,3,0.5988,0.5504,Jose Aldo,0.4892,0.0612,0.0612,4,Value,1,-105.0,1,0,0,0.7648,LOCK,1,train
2021-08-07,Vicente Luque,Michael Chiesa,Welterweight,3,0.6406,0.4929,Michael Chiesa,0.5108,-0.0037,0.0037,0,Lock,-1,-115.0,0,1,0,0.4133,LOW,0,train
2021-08-07,Song Yadong,Casey Kenney,Bantamweight,3,0.5967,0.5216,Song Yadong,0.4675,0.0541,0.0541,4,Value,1,105.0,1,0,0,0.7747,LOCK,1,train
2021-08-07,Bobby Green,Rafael Fiziev,Lightweight,3,0.2106,0.242,Rafael Fiziev,0.7153,0.0427,0.0427,3,Watch,1,-300.0,1,1,1,0.9643,LOCK,1,train
2021-08-07,Vince Morales,Drako Rodriguez,Bantamweight,3,0.5126,0.494,Drako Rodriguez,0.5,0.006,0.006,0,Lock,1,-110.0,0,1,0,0.4794,LOW,0,train
2021-08-07,Ed Herman,Alonzo Menifield,Light Heavyweight,3,0.3276,0.2643,Alonzo Menifield,0.7105,0.0253,0.0253,2,Lean,1,-290.0,1,1,1,0.8973,LOCK,1,train
2021-08-07,Ode Osbourne,Manel Kape,Flyweight,3,0.3432,0.3329,Manel Kape,0.6429,0.0242,0.0242,2,Lean,1,-200.0,1,1,1,0.8506,LOCK,1,train
2021-08-07,Anderson Dos Santos,Miles Johns,Bantamweight,3,0.1659,0.3186,Miles Johns,0.6704,0.011,0.011,1,Strong,1,-235.0,1,1,1,0.9595,LOCK,1,train
2021-08-07,Johnny Munoz,Jamey Simmons,Bantamweight,3,0.715,0.8151,Johnny Munoz,0.7421,0.073,0.073,4,Value,1,-350.0,1,1,1,0.9594,LOCK,1,train
2021-07-31,Uriah Hall,Sean Strickland,Middleweight,5,0.3052,0.3154,Sean Strickland,0.6507,0.0339,0.0339,3,Watch,1,-210.0,1,1,1,0.9032,LOCK,1,train
2021-07-31,Niklas Stolze,Jared Gooden,Welterweight,3,0.5522,0.628,Niklas Stolze,0.6211,0.0069,0.0069,0,Lock,1,-180.0,1,1,1,0.5877,MEDIUM,0,train
2021-07-31,Collin Anglin,Melsik Baghdasaryan,Featherweight,3,0.3165,0.3597,Melsik Baghdasaryan,0.5882,0.0521,0.0521,4,Value,1,-155.0,1,1,1,0.8376,LOCK,1,train
2021-07-31,Bryan Barberena,Jason Witt,Welterweight,3,0.428,0.6109,Bryan Barberena,0.6958,-0.0848,0.0848,5,Strong Value,-1,-265.0,0,1,0,0.3401,LOW,0,train
2021-07-31,Chris Gruetzemacher,Rafa Garcia,Lightweight,3,0.5155,0.2543,Rafa Garcia,0.7421,0.0036,0.0036,0,Lock,1,-350.0,0,1,0,0.5022,LOW,0,train
2021-07-31,Zarrukh Adashev,Ryan Benoit,Flyweight,3,0.565,0.4915,Ryan Benoit,0.562,-0.0535,0.0535,4,Value,-1,-140.0,0,1,0,0.3344,LOW,0,train
2021-07-31,Phil Rowe,Orion Cosce,Welterweight,3,0.5039,0.424,Orion Cosce,0.604,-0.028,0.028,2,Lean,-1,-165.0,0,1,0,0.4182,LOW,0,train
2021-07-24,TJ Dillashaw,Cory Sandhagen,Bantamweight,5,0.5066,0.4566,Cory Sandhagen,0.6507,-0.1073,0.1073,6,Max Value,-1,-210.0,0,1,0,0.2476,LOW,0,train
2021-07-24,Kyler Phillips,Raulian Paiva,Bantamweight,3,0.667,0.7737,Kyler Phillips,0.7273,0.0464,0.0464,3,Watch,1,-320.0,1,1,1,0.8463,LOCK,0,train
2021-07-24,Darren Elkins,Darrick Minner,Featherweight,3,0.4965,0.4106,Darrick Minner,0.583,0.0064,0.0064,0,Lock,1,-155.0,1,1,1,0.5196,LOW,0,train
2021-07-24,Adrian Yanez,Randy Costa,Bantamweight,3,0.7174,0.7235,Adrian Yanez,0.6756,0.048,0.048,3,Watch,1,-240.0,1,1,1,0.9438,LOCK,1,train
2021-07-24,Brendan Allen,Punahele Soriano,Middleweight,3,0.5951,0.4814,Punahele Soriano,0.5,0.0186,0.0186,1,Strong,1,-110.0,0,1,0,0.4131,LOW,0,train
2021-07-24,Ian Heinisch,Nassourdine Imavov,Middleweight,3,0.3458,0.5011,Ian Heinisch,0.5882,-0.0871,0.0871,5,Strong Value,-1,-155.0,0,1,0,0.2766,LOW,0,train
2021-07-24,Jordan Williams,Mickey Gall,Welterweight,3,0.4629,0.5666,Jordan Williams,0.6115,-0.0449,0.0449,3,Watch,-1,-170.0,0,1,0,0.3677,LOW,0,train
2021-07-24,Andre Ewell,Julio Arce,Bantamweight,3,0.3161,0.3321,Julio Arce,0.6581,0.0097,0.0097,0,Lock,1,-220.0,1,1,1,0.8516,LOCK,1,train
2021-07-17,Thiago Moises,Islam Makhachev,Lightweight,5,0.1651,0.1411,Islam Makhachev,0.863,-0.0041,0.0041,0,Lock,-1,-900.0,1,1,1,0.9728,LOCK,1,train
2021-07-17,Jeremy Stephens,Mateusz Gamrot,Lightweight,3,0.38,0.2653,Mateusz Gamrot,0.7012,0.0335,0.0335,3,Watch,1,-275.0,1,1,1,0.8596,LOCK,1,train
2021-07-17,Rodolfo Vieira,Dustin Stoltzfus,Middleweight,3,0.6684,0.7332,Rodolfo Vieira,0.6507,0.0825,0.0825,5,Strong Value,1,-210.0,1,1,1,0.9029,LOCK,1,train
2021-07-17,Billy Quarantillo,Gabriel Benitez,Featherweight,3,0.6291,0.4513,Gabriel Benitez,0.5798,-0.0311,0.0311,3,Watch,-1,-150.0,0,1,0,0.3633,LOW,0,train
2021-07-17,Preston Parsons,Daniel Rodriguez,Welterweight,3,0.331,0.2447,Daniel Rodriguez,0.7153,0.04,0.04,3,Watch,1,-300.0,1,1,1,0.9089,LOCK,1,train
2021-07-17,Sergey Morozov,Khalid Taha,Bantamweight,3,0.6697,0.5432,Sergey Morozov,0.438,0.1053,0.1053,6,Max Value,1,120.0,1,0,0,0.8869,LOCK,1,train
2021-07-17,Francisco Figueiredo,Malcolm Gordon,Flyweight,3,0.5632,0.7071,Francisco Figueiredo,0.7229,-0.0158,0.0158,1,Strong,-1,-310.0,1,1,1,0.6885,HIGH,0,train
2021-07-17,Alan Baudot,Rodrigo Nascimento,Heavyweight,3,0.3998,0.1819,Rodrigo Nascimento,0.7672,0.0509,0.0509,4,Value,1,-410.0,1,1,1,0.9152,LOCK,1,train
2021-07-10,Dustin Poirier,Conor McGregor,Lightweight,5,0.6417,0.5801,Dustin Poirier,0.5298,0.0503,0.0503,4,Value,1,-129.0,1,1,1,0.7856,LOCK,1,train
2021-07-10,Stephen Thompson,Gilbert Burns,Welterweight,3,0.3984,0.4668,Gilbert Burns,0.4129,0.1203,0.1203,6,Max Value,1,130.0,1,0,0,0.7527,LOCK,1,train
2021-07-10,Tai Tuivasa,Greg Hardy,Heavyweight,3,0.4343,0.4636,Greg Hardy,0.4632,0.0731,0.0731,4,Value,1,105.0,1,0,0,0.6579,HIGH,0,train
2021-07-10,Sean O'Malley,Kris Moutinho,Bantamweight,3,0.9727,0.8432,Sean O'Malley,0.8608,-0.0176,0.0176,1,Strong,-1,-1000.0,1,1,1,0.9705,LOCK,1,train
2021-07-10,Max Griffin,Carlos Condit,Welterweight,3,0.6189,0.6929,Max Griffin,0.6209,0.072,0.072,4,Value,1,-190.0,1,1,1,0.8202,LOCK,1,train
2021-07-10,Niko Price,Michel Pereira,Welterweight,3,0.3653,0.3821,Michel Pereira,0.6192,-0.0013,0.0013,0,Lock,-1,-186.0,1,1,1,0.7736,LOCK,1,train
2021-07-10,Ilia Topuria,Ryan Hall,Featherweight,3,0.8577,0.7455,Ilia Topuria,0.6666,0.0789,0.0789,4,Value,1,-235.0,1,1,1,0.9697,LOCK,1,train
2021-07-10,Trevin Giles,Dricus Du Plessis,Middleweight,3,0.6374,0.5456,Trevin Giles,0.4873,0.0582,0.0582,4,Value,1,-106.0,1,0,0,0.8028,LOCK,0,train
2021-07-10,Brad Tavares,Omari Akhmedov,Middleweight,3,0.5751,0.5894,Brad Tavares,0.5871,0.0022,0.0022,0,Lock,1,-162.0,1,1,1,0.6183,MEDIUM,1,train
2021-07-10,Zhalgas Zhumagulov,Jerome Rivera,Flyweight,3,0.6817,0.7944,Zhalgas Zhumagulov,0.7207,0.0737,0.0737,4,Value,1,-315.0,1,1,1,0.9243,LOCK,1,train
2021-06-26,Ciryl Gane,Alexander Volkov,Heavyweight,5,0.6189,0.5949,Ciryl Gane,0.5776,0.0172,0.0172,1,Strong,1,-155.0,1,1,1,0.7066,HIGH,1,train
2021-06-26,Tanner Boser,Ovince Saint Preux,Heavyweight,3,0.5957,0.5676,Tanner Boser,0.6258,-0.0582,0.0582,4,Value,-1,-195.0,1,1,1,0.6371,MEDIUM,1,train
2021-06-26,Raoni Barcelos,Timur Valiev,Bantamweight,3,0.5309,0.5927,Raoni Barcelos,0.6612,-0.0685,0.0685,4,Value,-1,-230.0,1,1,1,0.5247,LOW,0,train
2021-06-26,Nicolas Dalby,Tim Means,Welterweight,3,0.3859,0.4283,Tim Means,0.5562,0.0155,0.0155,1,Strong,1,-143.0,1,1,1,0.7107,HIGH,1,train
2021-06-26,Jai Herbert,Renato Moicano,Lightweight,3,0.3045,0.2987,Renato Moicano,0.6782,0.0232,0.0232,2,Lean,1,-250.0,1,1,1,0.9062,LOCK,1,train
2021-06-26,Danilo Marques,Kennedy Nzechukwu,Light Heavyweight,3,0.3772,0.5182,Danilo Marques,0.4525,0.0657,0.0657,4,Value,1,110.0,0,0,0,0.4527,LOW,0,train
2021-06-26,Michel Prazeres,Shavkat Rakhmonov,Welterweight,3,0.301,0.3915,Shavkat Rakhmonov,0.7161,-0.1076,0.1076,6,Max Value,-1,-305.0,1,1,1,0.7753,LOCK,1,train
2021-06-26,Warlley Alves,Jeremiah Wells,Welterweight,3,0.5988,0.6011,Warlley Alves,0.6695,-0.0684,0.0684,4,Value,-1,-240.0,1,1,1,0.6299,MEDIUM,0,train
2021-06-26,Ike Villanueva,Marcin Prachnio,Light Heavyweight,3,0.1383,0.3205,Marcin Prachnio,0.6597,0.0199,0.0199,1,Strong,1,-225.0,1,1,1,0.9618,LOCK,1,train
2021-06-26,Charles Rosa,Justin Jaynes,Featherweight,3,0.592,0.6775,Charles Rosa,0.6053,0.0722,0.0722,4,Value,1,-177.0,1,1,1,0.7733,LOCK,1,train
2021-06-26,Yancy Medeiros,Damir Hadzovic,Lightweight,3,0.4652,0.4887,Damir Hadzovic,0.569,-0.0576,0.0576,4,Value,-1,-150.0,1,1,1,0.5431,LOW,1,train
2021-06-19,Chan Sung Jung,Dan Ige,Featherweight,5,0.4983,0.508,Chan Sung Jung,0.4129,0.0951,0.0951,5,Strong Value,1,130.0,0,0,0,0.5072,LOW,1,train
2021-06-19,Davey Grant,Marlon Vera,Bantamweight,3,0.5281,0.3736,Marlon Vera,0.6612,-0.0348,0.0348,3,Watch,-1,-230.0,0,1,0,0.5187,LOW,1,train
2021-06-19,Julian Erosa,SeungWoo Choi,Featherweight,3,0.464,0.4291,SeungWoo Choi,0.569,0.002,0.002,0,Lock,1,-150.0,1,1,1,0.5883,MEDIUM,1,train
2021-06-19,Wellington Turman,Bruno Silva,Middleweight,3,0.4829,0.4695,Bruno Silva,0.5263,0.0042,0.0042,0,Lock,1,-125.0,1,1,1,0.5275,LOW,1,train
2021-06-19,Dhiego Lima,Matt Brown,Welterweight,3,0.3107,0.4711,Matt Brown,0.3856,0.1433,0.1433,6,Max Value,1,145.0,1,0,0,0.8214,LOCK,1,train
2021-06-19,Aleksa Camur,Nicolae Negumereanu,Light Heavyweight,3,0.6622,0.721,Aleksa Camur,0.6853,0.0356,0.0356,3,Watch,1,-265.0,1,1,1,0.8473,LOCK,0,train
2021-06-19,Khaos Williams,Matthew Semelsberger,Welterweight,3,0.4409,0.5186,Khaos Williams,0.5871,-0.0685,0.0685,4,Value,-1,-162.0,0,1,0,0.3366,LOW,1,train
2021-06-19,Roque Martinez,Josh Parisian,Heavyweight,3,0.3754,0.402,Josh Parisian,0.5721,0.0258,0.0258,2,Lean,1,-155.0,1,1,1,0.7365,HIGH,1,train
2021-06-19,Joaquim Silva,Ricky Glenn,Lightweight,3,0.5708,0.5384,Joaquim Silva,0.54,-0.0016,0.0016,0,Lock,-1,-134.0,1,1,1,0.5885,MEDIUM,0,train
2021-06-12,Marvin Vettori,Israel Adesanya,Middleweight,5,0.31,0.2911,Israel Adesanya,0.6666,0.0423,0.0423,3,Watch,1,-235.0,1,1,1,0.9133,LOCK,1,train
2021-06-12,Brandon Moreno,Deiveson Figueiredo,Flyweight,5,0.4398,0.4063,Deiveson Figueiredo,0.623,-0.0293,0.0293,2,Lean,-1,-195.0,1,1,1,0.6108,MEDIUM,0,train
2021-06-12,Nate Diaz,Leon Edwards,Welterweight,3,0.2693,0.2003,Leon Edwards,0.7913,0.0084,0.0084,0,Lock,1,-500.0,1,1,1,0.9455,LOCK,1,train
2021-06-12,Belal Muhammad,Demian Maia,Welterweight,3,0.6982,0.7119,Belal Muhammad,0.6499,0.062,0.062,4,Value,1,-220.0,1,1,1,0.9413,LOCK,1,train
2021-06-12,Jamahal Hill,Paul Craig,Light Heavyweight,3,0.5626,0.5837,Jamahal Hill,0.6945,-0.1108,0.1108,6,Max Value,-1,-275.0,1,1,1,0.5248,LOW,0,train
2021-06-12,Brad Riddell,Drew Dober,Lightweight,3,0.5333,0.4284,Drew Dober,0.5703,0.0014,0.0014,0,Lock,1,-152.0,0,1,0,0.4294,LOW,0,train
2021-06-12,Eryk Anders,Darren Stewart,Light Heavyweight,3,0.4884,0.548,Eryk Anders,0.569,-0.021,0.021,2,Lean,-1,-150.0,0,1,0,0.4375,LOW,1,train
2021-06-12,Movsar Evloev,Hakeem Dawodu,Featherweight,3,0.6174,0.6794,Movsar Evloev,0.6703,0.0091,0.0091,0,Lock,1,-240.0,1,1,1,0.7799,LOCK,1,train
2021-06-12,Matt Frevola,Terrance McKinney,Lightweight,3,0.2394,0.5148,Matt Frevola,0.6379,-0.1231,0.1231,6,Max Value,-1,-210.0,0,1,0,0.3072,LOW,0,train
2021-06-12,Steven Peterson,Chase Hooper,Featherweight,3,0.3118,0.3555,Chase Hooper,0.4936,0.1509,0.1509,6,Max Value,1,-108.0,1,0,0,0.8658,LOCK,0,train
2021-06-12,Luigi Vendramini,Fares Ziam,Lightweight,3,0.3616,0.4116,Fares Ziam,0.5288,0.0596,0.0596,4,Value,1,-125.0,1,1,1,0.7949,LOCK,1,train
2021-06-12,Carlos Felipe,Jake Collier,Heavyweight,3,0.4604,0.5094,Carlos Felipe,0.5888,-0.0795,0.0795,4,Value,-1,-165.0,0,1,0,0.3121,LOW,1,train
2021-06-05,Augusto Sakai,Jairzinho Rozenstruik,Heavyweight,5,0.4467,0.4464,Jairzinho Rozenstruik,0.5127,0.0409,0.0409,3,Watch,1,-118.0,1,1,1,0.6123,MEDIUM,1,train
2021-06-05,Marcin Tybura,Walt Harris,Heavyweight,3,0.6886,0.6797,Marcin Tybura,0.6053,0.0744,0.0744,4,Value,1,-177.0,1,1,1,0.8758,LOCK,1,train
2021-06-05,Roman Dolidze,Laureano Staropoli,Middleweight,3,0.5978,0.6289,Roman Dolidze,0.569,0.0599,0.0599,4,Value,1,-150.0,1,1,1,0.7168,HIGH,1,train
2021-06-05,Miguel Baeza,Santiago Ponzinibbio,Welterweight,3,0.3101,0.3737,Santiago Ponzinibbio,0.46,0.1663,0.1663,6,Max Value,1,105.0,1,0,0,0.8705,LOCK,1,train
2021-06-05,Dusko Todorovic,Gregory Rodrigues,Middleweight,3,0.4017,0.4728,Gregory Rodrigues,0.3947,0.1325,0.1325,6,Max Value,1,140.0,1,0,0,0.7287,HIGH,1,train
2021-06-05,Tanner Boser,Ilir Latifi,Heavyweight,3,0.5694,0.6109,Tanner Boser,0.6341,-0.0232,0.0232,2,Lean,-1,-200.0,1,1,1,0.5847,MEDIUM,0,train
2021-06-05,Muslim Salikhov,Francisco Trinaldo,Welterweight,3,0.5672,0.6488,Muslim Salikhov,0.6612,-0.0124,0.0124,1,Strong,-1,-230.0,1,1,1,0.6477,MEDIUM,1,train
2021-06-05,Kamuela Kirk,Makwan Amirkhani,Featherweight,3,0.5145,0.338,Makwan Amirkhani,0.6612,0.0008,0.0008,0,Lock,1,-230.0,0,1,0,0.5022,LOW,0,train
2021-06-05,Sean Woodson,Youssef Zalal,Featherweight,3,0.5215,0.5833,Sean Woodson,0.6341,-0.0508,0.0508,4,Value,-1,-200.0,1,1,1,0.5385,LOW,1,train
2021-06-05,Jordan Leavitt,Claudio Puelles,Lightweight,3,0.5804,0.6693,Jordan Leavitt,0.644,0.0253,0.0253,2,Lean,1,-215.0,1,1,1,0.6802,HIGH,0,train
2021-05-22,Cody Garbrandt,Rob Font,Bantamweight,5,0.2979,0.3816,Rob Font,0.5427,0.0757,0.0757,4,Value,1,-130.0,1,1,1,0.8888,LOCK,1,train
2021-05-22,Justin Tafa,Jared Vanderaa,Heavyweight,3,0.5452,0.5933,Justin Tafa,0.622,-0.0287,0.0287,2,Lean,-1,-178.0,1,1,1,0.5485,LOW,0,train
2021-05-22,Bill Algeo,Ricardo Ramos,Featherweight,3,0.4852,0.5203,Bill Algeo,0.5711,-0.0508,0.0508,4,Value,-1,-145.0,0,1,0,0.3051,LOW,0,train
2021-05-22,Jack Hermansson,Edmen Shahbazyan,Middleweight,3,0.5415,0.5677,Jack Hermansson,0.5467,0.021,0.021,2,Lean,1,-132.0,1,1,1,0.5922,MEDIUM,1,train
2021-05-22,Ben Rothwell,Chris Barnett,Heavyweight,3,0.7766,0.8233,Ben Rothwell,0.749,0.0742,0.0742,4,Value,1,-345.0,1,1,1,0.9716,LOCK,1,train
2021-05-22,Claudio Silva,Court McGee,Welterweight,3,0.4489,0.4454,Court McGee,0.4675,0.087,0.087,5,Strong Value,1,105.0,1,0,0,0.689,HIGH,1,train
2021-05-22,Victor Rodriguez,Bruno Silva,Flyweight,3,0.2114,0.2411,Bruno Silva,0.755,0.0039,0.0039,0,Lock,1,-355.0,1,1,1,0.9511,LOCK,1,train
2021-05-22,Juancamilo Ronderos,David Dvorak,Flyweight,3,0.2689,0.2055,David Dvorak,0.8027,-0.0082,0.0082,0,Lock,-1,-490.0,1,1,1,0.9414,LOCK,1,train
2021-05-22,Damir Ismagulov,Rafael Alves,Lightweight,3,0.7267,0.8024,Damir Ismagulov,0.8065,-0.0041,0.0041,0,Lock,-1,-500.0,1,1,1,0.916,LOCK,1,train
2021-05-15,Michael Chandler,Charles Oliveira,Lightweight,5,0.2881,0.3344,Charles Oliveira,0.5427,0.1229,0.1229,6,Max Value,1,-130.0,1,1,1,0.9237,LOCK,1,train
2021-05-15,Tony Ferguson,Beneil Dariush,Lightweight,3,0.3607,0.3934,Beneil Dariush,0.5746,0.0319,0.0319,3,Watch,1,-147.0,1,1,1,0.7734,LOCK,1,train
2021-05-15,Rogerio Bontorin,Matt Schnell,Bantamweight,3,0.5631,0.4819,Matt Schnell,0.604,-0.086,0.086,5,Strong Value,-1,-165.0,0,1,0,0.3125,LOW,0,train
2021-05-15,Shane Burgos,Edson Barboza,Featherweight,3,0.5293,0.5307,Shane Burgos,0.5746,-0.0439,0.0439,3,Watch,-1,-147.0,1,1,1,0.5116,LOW,0,train
2021-05-15,Jacare Souza,Andre Muniz,Middleweight,3,0.4485,0.4935,Andre Muniz,0.4848,0.0217,0.0217,2,Lean,1,-103.0,1,0,0,0.6278,MEDIUM,1,train
2021-05-15,Lando Vannata,Mike Grundy,Featherweight,3,0.6651,0.5795,Lando Vannata,0.4675,0.1119,0.1119,6,Max Value,1,105.0,1,0,0,0.879,LOCK,1,train
2021-05-15,Jordan Wright,Jamie Pickett,Middleweight,3,0.5329,0.4763,Jamie Pickett,0.5043,0.0193,0.0193,1,Strong,1,-112.0,0,1,0,0.3963,LOW,0,train
2021-05-15,Tucker Lutz,Kevin Aguilar,Featherweight,3,0.6537,0.6158,Tucker Lutz,0.562,0.0538,0.0538,4,Value,1,-140.0,1,1,1,0.809,LOCK,1,train
2021-05-15,Christos Giagos,Sean Soriano,Lightweight,3,0.5559,0.6309,Christos Giagos,0.6636,-0.0327,0.0327,3,Watch,-1,-225.0,1,1,1,0.6163,MEDIUM,1,train
2021-05-08,Donald Cerrone,Alex Morono,Welterweight,3,0.4847,0.5831,Donald Cerrone,0.5798,0.0033,0.0033,0,Lock,1,-150.0,0,1,0,0.4051,LOW,0,train
2021-05-08,Geoff Neal,Neil Magny,Welterweight,3,0.5329,0.5789,Geoff Neal,0.6296,-0.0508,0.0508,4,Value,-1,-200.0,1,1,1,0.538,LOW,0,train
2021-05-08,Marcos Rogerio de Lima,Maurice Greene,Heavyweight,3,0.7629,0.7069,Marcos Rogerio de Lima,0.6215,0.0854,0.0854,5,Strong Value,1,-177.0,1,1,1,0.9552,LOCK,1,train
2021-05-08,Diego Ferreira,Gregor Gillespie,Lightweight,3,0.343,0.3727,Gregor Gillespie,0.5657,0.0616,0.0616,4,Value,1,-142.0,1,1,1,0.8215,LOCK,1,train
2021-05-08,Kyle Daukaus,Phil Hawes,Middleweight,3,0.2877,0.4396,Phil Hawes,0.4168,0.1436,0.1436,6,Max Value,1,132.0,1,0,0,0.9115,LOCK,1,train
2021-05-08,Michael Trizano,Ludovit Klein,Featherweight,3,0.378,0.3292,Ludovit Klein,0.6889,-0.0181,0.0181,1,Strong,-1,-250.0,1,1,1,0.8158,LOCK,0,train
2021-05-08,Tafon Nchukwi,Junyong Park,Middleweight,3,0.6624,0.6242,Tafon Nchukwi,0.5882,0.0359,0.0359,3,Watch,1,-155.0,1,1,1,0.7719,LOCK,0,train
2021-05-08,Carlston Harris,Christian Aguilera,Welterweight,3,0.7562,0.7486,Carlston Harris,0.6507,0.0979,0.0979,5,Strong Value,1,-210.0,1,1,1,0.9593,LOCK,1,train
2021-05-01,Dominick Reyes,Jiri Prochazka,Light Heavyweight,5,0.6326,0.5145,Dominick Reyes,0.5217,-0.0072,0.0072,0,Lock,-1,-120.0,1,1,1,0.6891,HIGH,0,train
2021-05-01,Giga Chikadze,Cub Swanson,Featherweight,3,0.5083,0.5622,Giga Chikadze,0.6581,-0.0959,0.0959,5,Strong Value,-1,-220.0,1,1,1,0.495,LOW,1,train
2021-05-01,Sean Strickland,Krzysztof Jotko,Middleweight,3,0.6743,0.7325,Sean Strickland,0.6841,0.0484,0.0484,3,Watch,1,-245.0,1,1,1,0.9006,LOCK,1,train
2021-05-01,Cody Stamann,Merab Dvalishvili,Bantamweight,3,0.3972,0.2924,Merab Dvalishvili,0.7195,-0.0119,0.0119,1,Strong,-1,-290.0,1,1,1,0.8309,LOCK,1,train
2021-05-01,KB Bhullar,Andreas Michailidis,Middleweight,3,0.2546,0.2951,Andreas Michailidis,0.6345,0.0704,0.0704,4,Value,1,-190.0,1,1,1,0.9524,LOCK,1,train
2021-05-01,Felipe Colares,Luke Sanders,Featherweight,3,0.2364,0.3742,Luke Sanders,0.5366,0.0892,0.0892,5,Strong Value,1,-127.0,1,1,1,0.9115,LOCK,0,train
2021-04-24,Jorge Masvidal,Kamaru Usman,Welterweight,5,0.3257,0.2439,Kamaru Usman,0.7328,0.0232,0.0232,2,Lean,1,-320.0,1,1,1,0.8816,LOCK,1,train
2021-04-24,Chris Weidman,Uriah Hall,Middleweight,3,0.3918,0.4494,Uriah Hall,0.4037,0.1469,0.1469,6,Max Value,1,140.0,1,0,0,0.7709,LOCK,1,train
2021-04-24,Anthony Smith,Jimmy Crute,Light Heavyweight,3,0.3788,0.3538,Jimmy Crute,0.6889,-0.0427,0.0427,3,Watch,-1,-250.0,1,1,1,0.7724,LOCK,0,train
2021-04-24,Randy Brown,Alex Oliveira,Welterweight,3,0.6078,0.5778,Randy Brown,0.5325,0.0454,0.0454,3,Watch,1,-125.0,1,1,1,0.7842,LOCK,1,train
2021-04-24,Dwight Grant,Stefan Sekulic,Welterweight,3,0.6052,0.6248,Dwight Grant,0.6187,0.0061,0.0061,0,Lock,1,-175.0,1,1,1,0.7145,HIGH,1,train
2021-04-24,Brendan Allen,Karl Roberson,Middleweight,3,0.6861,0.6561,Brendan Allen,0.5526,0.1035,0.1035,6,Max Value,1,-135.0,1,1,1,0.8607,LOCK,1,train
2021-04-24,Tristan Connelly,Pat Sabatini,Featherweight,3,0.3629,0.3157,Pat Sabatini,0.6792,0.005,0.005,0,Lock,1,-240.0,1,1,1,0.8337,LOCK,1,train
2021-04-24,Kevin Natividad,Danaa Batgerel,Bantamweight,3,0.5683,0.4432,Danaa Batgerel,0.669,-0.1122,0.1122,6,Max Value,-1,-230.0,0,1,0,0.3488,LOW,1,train
2021-04-17,Robert Whittaker,Kelvin Gastelum,Middleweight,5,0.6993,0.7346,Robert Whittaker,0.6841,0.0504,0.0504,4,Value,1,-245.0,1,1,1,0.9374,LOCK,1,train
2021-04-17,Andrei Arlovski,Chase Sherman,Heavyweight,3,0.6823,0.6411,Andrei Arlovski,0.4573,0.1839,0.1839,6,Max Value,1,110.0,1,0,0,0.8627,LOCK,1,train
2021-04-17,Abdul Razak Alhassan,Jacob Malkoun,Middleweight,3,0.3145,0.5416,Abdul Razak Alhassan,0.7241,-0.1826,0.1826,6,Max Value,-1,-300.0,0,1,0,0.1528,LOW,0,train
2021-04-17,Alexander Munoz,Luis Pena,Lightweight,3,0.3345,0.3706,Luis Pena,0.5882,0.0412,0.0412,3,Watch,1,-155.0,1,1,1,0.8181,LOCK,1,train
2021-04-17,Juan Espino,Alexandr Romanov,Heavyweight,3,0.3379,0.3935,Alexandr Romanov,0.5963,0.0102,0.0102,1,Strong,1,-160.0,1,1,1,0.7815,LOCK,1,train
2021-04-17,Bartosz Fabinski,Gerald Meerschaert,Middleweight,3,0.494,0.4673,Gerald Meerschaert,0.4675,0.0652,0.0652,4,Value,1,105.0,1,0,0,0.5762,MEDIUM,1,train
2021-04-17,Dakota Bush,Austin Hubbard,Lightweight,3,0.2448,0.3496,Austin Hubbard,0.669,-0.0186,0.0186,1,Strong,-1,-230.0,1,1,1,0.9149,LOCK,1,train
2021-04-17,Tony Gravely,Anthony Birchak,Bantamweight,3,0.5951,0.7411,Tony Gravely,0.7697,-0.0286,0.0286,2,Lean,-1,-390.0,1,1,1,0.8065,LOCK,1,train
