date,f1_name,f2_name,weight_class,no_of_rounds,m1_prob,m2a_prob,m2a_pick,pick_novig,gap,gap_size,gap_zone,gap_zone_label,gap_direction,closing_odds,m1_m2a_agree,vegas_agree,triple_agree,m2b_win_prob,m2b_confidence,pick_won,split
2024-06-15,Lucas Almeida,Timmy Cuamba,Featherweight,3,0.3923,0.3558,Timmy Cuamba,0.6369,0.0073,0.0073,0,Lock,1,-198.0,1,1,1,0.7756,LOCK,0,test
2024-06-15,Garrett Armfield,Brady Hiestand,Bantamweight,3,0.7167,0.7672,Garrett Armfield,0.7095,0.0577,0.0577,4,Value,1,-285.0,1,1,1,0.9496,LOCK,0,test
2024-06-15,Adam Fugitt,Josh Quinlan,Welterweight,3,0.642,0.5297,Adam Fugitt,0.4412,0.0885,0.0885,5,Strong Value,1,114.0,1,0,0,0.8267,LOCK,1,test
2024-06-15,Nate Maness,Jimmy Flick,Flyweight,3,0.7752,0.818,Nate Maness,0.8285,-0.0105,0.0105,1,Strong,-1,-720.0,1,1,1,0.9617,LOCK,1,test
2024-06-15,Westin Wilson,Jeka Saragih,Featherweight,3,0.1586,0.216,Jeka Saragih,0.738,0.046,0.046,3,Watch,1,-360.0,1,1,1,0.9726,LOCK,0,test
2024-06-15,Shayilan Nuerdanbieke,Melquizael Costa,Featherweight,3,0.2381,0.3102,Melquizael Costa,0.6635,0.0263,0.0263,2,Lean,1,-238.0,1,1,1,0.946,LOCK,1,test
2024-06-08,Jared Cannonier,Nassourdine Imavov,Middleweight,5,0.3276,0.3818,Nassourdine Imavov,0.5427,0.0755,0.0755,4,Value,1,-130.0,1,1,1,0.8524,LOCK,1,test
2024-06-08,Dustin Jacoby,Dominick Reyes,Light Heavyweight,3,0.4586,0.5792,Dustin Jacoby,0.6744,-0.0952,0.0952,5,Strong Value,-1,-250.0,0,1,0,0.3284,LOW,0,test
2024-06-08,Raul Rosas Jr.,Ricky Turcios,Bantamweight,3,0.6829,0.7818,Raul Rosas Jr.,0.7055,0.0763,0.0763,4,Value,1,-298.0,1,1,1,0.901,LOCK,1,test
2024-06-08,Dustin Stoltzfus,Brunno Ferreira,Middleweight,3,0.3779,0.2658,Brunno Ferreira,0.7095,0.0247,0.0247,2,Lean,1,-285.0,1,1,1,0.8423,LOCK,1,test
2024-06-08,Julian Marquez,Zachary Reese,Middleweight,3,0.5699,0.6053,Julian Marquez,0.5588,0.0465,0.0465,3,Watch,1,-145.0,1,1,1,0.5886,MEDIUM,0,test
2024-06-08,Punahele Soriano,Miguel Baeza,Welterweight,3,0.6757,0.4705,Miguel Baeza,0.6309,-0.1015,0.1015,6,Max Value,-1,-192.0,0,1,0,0.3361,LOW,0,test
2024-05-18,Lerone Murphy,Edson Barboza,Featherweight,5,0.6905,0.6432,Lerone Murphy,0.5894,0.0538,0.0538,4,Value,1,-166.0,1,1,1,0.8361,LOCK,1,test
2024-05-18,Khaos Williams,Carlston Harris,Welterweight,3,0.2918,0.3611,Carlston Harris,0.4739,0.165,0.165,6,Max Value,1,102.0,1,0,0,0.9241,LOCK,0,test
2024-05-18,Themba Gorimbo,Ramiz Brahimaj,Welterweight,3,0.6796,0.5484,Themba Gorimbo,0.5261,0.0223,0.0223,2,Lean,1,-122.0,1,1,1,0.8364,LOCK,1,test
2024-05-11,Alex Caceres,Sean Woodson,Featherweight,3,0.4423,0.2861,Sean Woodson,0.7055,0.0084,0.0084,0,Lock,1,-298.0,1,1,1,0.7674,LOCK,1,test
2024-05-11,Robelis Despaigne,Waldo Cortes-Acosta,Heavyweight,3,0.2673,0.4585,Waldo Cortes-Acosta,0.331,0.2105,0.2105,6,Max Value,1,190.0,1,0,0,0.8399,LOCK,1,test
2024-05-11,Esteban Ribovics,Terrance McKinney,Lightweight,3,0.3302,0.4551,Terrance McKinney,0.431,0.1139,0.1139,6,Max Value,1,120.0,1,0,0,0.8635,LOCK,0,test
2024-05-11,Billy Ray Goff,Trey Waters,Welterweight,3,0.6201,0.4677,Trey Waters,0.5894,-0.0571,0.0571,4,Value,-1,-166.0,0,1,0,0.3209,LOW,1,test
2024-05-11,Charles Johnson,Jake Hadley,Flyweight,3,0.5503,0.4606,Jake Hadley,0.4826,0.0568,0.0568,4,Value,1,-102.0,0,0,0,0.5009,LOW,0,test
2024-05-04,Alexandre Pantoja,Steve Erceg,Flyweight,5,0.656,0.6915,Alexandre Pantoja,0.6164,0.075,0.075,4,Value,1,-180.0,1,1,1,0.8538,LOCK,1,test
2024-05-04,Jose Aldo,Jonathan Martinez,Bantamweight,3,0.3959,0.4032,Jonathan Martinez,0.5996,-0.0028,0.0028,0,Lock,-1,-166.0,1,1,1,0.7259,HIGH,0,test
2024-05-04,Vitor Petrino,Anthony Smith,Light Heavyweight,3,0.7721,0.8062,Vitor Petrino,0.7715,0.0347,0.0347,3,Watch,1,-410.0,1,1,1,0.9689,LOCK,0,test
2024-05-04,Michel Pereira,Ihor Potieria,Middleweight,3,0.6559,0.7638,Michel Pereira,0.7958,-0.0319,0.0319,3,Watch,-1,-485.0,1,1,1,0.8369,LOCK,1,test
2024-05-04,Caio Borralho,Paul Craig,Middleweight,3,0.7165,0.8068,Caio Borralho,0.8043,0.0025,0.0025,0,Lock,1,-520.0,1,1,1,0.9341,LOCK,1,test
2024-05-04,Joanderson Brito,Jack Shore,Featherweight,3,0.3393,0.5157,Joanderson Brito,0.6575,-0.1418,0.1418,6,Max Value,-1,-218.0,0,1,0,0.2294,LOW,1,test
2024-05-04,Myktybek Orolbai,Elves Brener,Lightweight,3,0.4884,0.6311,Myktybek Orolbai,0.6854,-0.0543,0.0543,4,Value,-1,-250.0,0,1,0,0.3849,LOW,1,test
2024-05-04,Joaquim Silva,Drakkar Klose,Lightweight,3,0.3792,0.3908,Drakkar Klose,0.6287,-0.0195,0.0195,1,Strong,-1,-200.0,1,1,1,0.7354,HIGH,1,test
2024-04-27,David Onama,Jonathan Pearce,Featherweight,3,0.3519,0.3797,Jonathan Pearce,0.5934,0.027,0.027,2,Lean,1,-162.0,1,1,1,0.7855,LOCK,0,test
2024-04-27,Uros Medic,Tim Means,Welterweight,3,0.7338,0.7751,Uros Medic,0.6955,0.0796,0.0796,4,Value,1,-280.0,1,1,1,0.9532,LOCK,1,test
2024-04-27,Rani Yahya,Victor Henry,Bantamweight,3,0.367,0.2145,Victor Henry,0.7572,0.0283,0.0283,2,Lean,1,-375.0,1,1,1,0.8686,LOCK,1,test
2024-04-27,Michal Figlak,Austin Hubbard,Lightweight,3,0.4104,0.5461,Michal Figlak,0.6092,-0.0631,0.0631,4,Value,-1,-175.0,0,1,0,0.3592,LOW,0,test
2024-04-27,Don'Tale Mayes,Caio Machado,Heavyweight,3,0.3349,0.3705,Caio Machado,0.5514,0.078,0.078,4,Value,1,-135.0,1,1,1,0.8155,LOCK,0,test
2024-04-27,Chris Padilla,James Llontop,Lightweight,3,0.6677,0.2926,James Llontop,0.7867,-0.0793,0.0793,4,Value,-1,-455.0,0,1,0,0.5656,MEDIUM,0,test
2024-04-27,Maheshate,Gabriel Benitez,Lightweight,3,0.3053,0.5006,Maheshate,0.669,-0.1684,0.1684,6,Max Value,-1,-230.0,0,1,0,0.2175,LOW,1,test
2024-04-13,Alex Pereira,Jamahal Hill,Light Heavyweight,5,0.661,0.5746,Alex Pereira,0.5427,0.0318,0.0318,3,Watch,1,-130.0,1,1,1,0.8004,LOCK,1,test
2024-04-13,Max Holloway,Justin Gaethje,Lightweight,3,0.7016,0.5412,Max Holloway,0.3775,0.1637,0.1637,6,Max Value,1,154.0,1,0,0,0.8966,LOCK,1,test
2024-04-13,Arman Tsarukyan,Charles Oliveira,Lightweight,3,0.5879,0.648,Arman Tsarukyan,0.6653,-0.0174,0.0174,1,Strong,-1,-218.0,1,1,1,0.7028,HIGH,1,test
2024-04-13,Cody Brundage,Bo Nickal,Middleweight,3,0.1718,0.1593,Bo Nickal,0.904,-0.0632,0.0632,4,Value,-1,-1600.0,1,1,1,0.9595,LOCK,1,test
2024-04-13,Aleksandar Rakic,Jiri Prochazka,Light Heavyweight,3,0.5647,0.5183,Aleksandar Rakic,0.5325,-0.0141,0.0141,1,Strong,-1,-125.0,1,1,1,0.5879,MEDIUM,0,test
2024-04-13,Sodiq Yusuff,Diego Lopes,Featherweight,3,0.4833,0.3957,Diego Lopes,0.5635,0.0408,0.0408,3,Watch,1,-142.0,1,1,1,0.5739,MEDIUM,1,test
2024-04-06,Chris Curtis,Brendan Allen,Middleweight,5,0.221,0.2316,Brendan Allen,0.6636,0.1047,0.1047,6,Max Value,1,-225.0,1,1,1,0.9716,LOCK,1,test
2024-04-06,Alexander Hernandez,Damon Jackson,Featherweight,3,0.5731,0.6159,Alexander Hernandez,0.6225,-0.0066,0.0066,0,Lock,-1,-185.0,1,1,1,0.6478,MEDIUM,0,test
2024-04-06,Chepe Mariscal,Morgan Charriere,Featherweight,3,0.6425,0.4926,Morgan Charriere,0.5635,-0.0561,0.0561,4,Value,-1,-142.0,0,1,0,0.303,LOW,0,test
2024-04-06,Ignacio Bahamondes,Christos Giagos,Lightweight,3,0.6697,0.7781,Ignacio Bahamondes,0.7258,0.0524,0.0524,4,Value,1,-310.0,1,1,1,0.8943,LOCK,1,test
2024-04-06,Trevor Peek,Charlie Campbell,Lightweight,3,0.4345,0.392,Charlie Campbell,0.583,0.025,0.025,2,Lean,1,-155.0,1,1,1,0.663,HIGH,1,test
2024-04-06,Court McGee,Alex Morono,Welterweight,3,0.3274,0.2418,Alex Morono,0.7508,0.0073,0.0073,0,Lock,1,-360.0,1,1,1,0.863,LOCK,1,test
2024-04-06,Lukasz Brzeski,Valter Walker,Heavyweight,3,0.5613,0.388,Valter Walker,0.6854,-0.0734,0.0734,4,Value,-1,-250.0,0,1,0,0.3736,LOW,0,test
2024-04-06,Victor Hugo,Pedro Falcao,Bantamweight,3,0.6001,0.6229,Victor Hugo,0.583,0.0399,0.0399,3,Watch,1,-155.0,1,1,1,0.7199,HIGH,1,test
2024-04-06,Cesar Almeida,Dylan Budka,Middleweight,3,0.5605,0.4306,Dylan Budka,0.5996,-0.0303,0.0303,3,Watch,-1,-166.0,0,1,0,0.4059,LOW,0,test
2024-03-30,Vicente Luque,Joaquin Buckley,Welterweight,3,0.5222,0.5035,Vicente Luque,0.5721,-0.0686,0.0686,4,Value,-1,-148.0,1,1,1,0.4874,LOW,0,test
2024-03-30,Chris Weidman,Bruno Silva,Middleweight,3,0.4644,0.4,Bruno Silva,0.6092,-0.0092,0.0092,0,Lock,-1,-175.0,1,1,1,0.6007,MEDIUM,0,test
2024-03-30,Nursulton Ruziboev,Sedriques Dumas,Middleweight,3,0.4341,0.5918,Nursulton Ruziboev,0.6908,-0.099,0.099,5,Strong Value,-1,-258.0,0,1,0,0.333,LOW,1,test
2024-03-30,Kyle Nelson,Bill Algeo,Featherweight,3,0.2798,0.2578,Bill Algeo,0.718,0.0242,0.0242,2,Lean,1,-298.0,1,1,1,0.9425,LOCK,0,test
2024-03-30,Chidi Njokuani,Rhys McKee,Welterweight,3,0.8322,0.7085,Chidi Njokuani,0.5427,0.1658,0.1658,6,Max Value,1,-130.0,1,1,1,0.9624,LOCK,1,test
2024-03-30,Nate Landwehr,Jamall Emmers,Featherweight,3,0.3848,0.3848,Jamall Emmers,0.6038,0.0114,0.0114,1,Strong,1,-170.0,1,1,1,0.7726,LOCK,0,test
2024-03-30,Herbert Burns,Julio Arce,Featherweight,3,0.203,0.2286,Julio Arce,0.7409,0.0306,0.0306,3,Watch,1,-340.0,1,1,1,0.9751,LOCK,1,test
2024-03-30,Connor Matthews,Dennis Buzukja,Featherweight,3,0.4378,0.4203,Dennis Buzukja,0.5174,0.0623,0.0623,4,Value,1,-118.0,1,1,1,0.6841,HIGH,1,test
2024-03-30,Ibo Aslan,Anton Turkalj,Light Heavyweight,3,0.7615,0.591,Ibo Aslan,0.5427,0.0482,0.0482,3,Watch,1,-130.0,1,1,1,0.904,LOCK,1,test
2024-03-23,Karl Williams,Justin Tafa,Heavyweight,3,0.6539,0.7129,Karl Williams,0.6447,0.0681,0.0681,4,Value,1,-205.0,1,1,1,0.8596,LOCK,1,test
2024-03-23,Edmen Shahbazyan,AJ Dobson,Middleweight,3,0.7024,0.7148,Edmen Shahbazyan,0.6309,0.0838,0.0838,5,Strong Value,1,-192.0,1,1,1,0.9306,LOCK,1,test
2024-03-23,Cameron Saaiman,Payton Talbott,Bantamweight,3,0.3507,0.3494,Payton Talbott,0.5934,0.0572,0.0572,4,Value,1,-162.0,1,1,1,0.829,LOCK,1,test
2024-03-23,Fernando Padilla,Luis Pajuelo,Featherweight,3,0.6868,0.7058,Fernando Padilla,0.6164,0.0894,0.0894,5,Strong Value,1,-180.0,1,1,1,0.9068,LOCK,1,test
2024-03-23,Trey Ogden,Kurt Holobaugh,Lightweight,3,0.5462,0.5316,Trey Ogden,0.5325,-0.0009,0.0009,0,Lock,-1,-125.0,1,1,1,0.5581,MEDIUM,1,test
2024-03-23,Julian Erosa,Ricardo Ramos,Featherweight,3,0.5693,0.433,Ricardo Ramos,0.6092,-0.0422,0.0422,3,Watch,-1,-175.0,0,1,0,0.4142,LOW,0,test
2024-03-23,Cody Gibson,Miles Johns,Bantamweight,3,0.3986,0.4096,Miles Johns,0.5635,0.0269,0.0269,2,Lean,1,-142.0,1,1,1,0.7145,HIGH,1,test
2024-03-23,Jarno Errens,Steven Nguyen,Featherweight,3,0.3559,0.3753,Steven Nguyen,0.5934,0.0313,0.0313,3,Watch,1,-162.0,1,1,1,0.7989,LOCK,0,test
2024-03-16,Tai Tuivasa,Marcin Tybura,Heavyweight,5,0.4599,0.4723,Marcin Tybura,0.4826,0.0451,0.0451,3,Watch,1,-102.0,1,0,0,0.5804,MEDIUM,1,test
2024-03-16,Ovince Saint Preux,Kennedy Nzechukwu,Light Heavyweight,3,0.3751,0.1836,Kennedy Nzechukwu,0.8271,-0.0107,0.0107,1,Strong,-1,-625.0,1,1,1,0.894,LOCK,0,test
2024-03-09,Benoit Saint Denis,Dustin Poirier,Lightweight,3,0.5288,0.6334,Benoit Saint Denis,0.6575,-0.0241,0.0241,2,Lean,-1,-218.0,1,1,1,0.5692,MEDIUM,0,test
2024-03-09,Kevin Holland,Michael Page,Welterweight,3,0.7431,0.6975,Kevin Holland,0.5635,0.134,0.134,6,Max Value,1,-142.0,1,1,1,0.9296,LOCK,0,test
2024-03-09,Jack Della Maddalena,Gilbert Burns,Welterweight,3,0.6835,0.6239,Jack Della Maddalena,0.6038,0.0201,0.0201,2,Lean,1,-170.0,1,1,1,0.8116,LOCK,1,test
2024-03-09,Curtis Blaydes,Jailton Almeida,Heavyweight,3,0.3532,0.3463,Jailton Almeida,0.5514,0.1023,0.1023,6,Max Value,1,-135.0,1,1,1,0.8105,LOCK,0,test
2024-03-09,Rafael Dos Anjos,Mateusz Gamrot,Lightweight,3,0.3578,0.2121,Mateusz Gamrot,0.7958,-0.0079,0.0079,0,Lock,-1,-485.0,1,1,1,0.8543,LOCK,1,test
2024-03-09,Kyler Phillips,Pedro Munhoz,Bantamweight,3,0.6411,0.7022,Kyler Phillips,0.675,0.0271,0.0271,2,Lean,1,-238.0,1,1,1,0.8177,LOCK,1,test
2024-03-09,Michal Oleksiejczuk,Michel Pereira,Middleweight,3,0.4598,0.4126,Michel Pereira,0.583,0.0044,0.0044,0,Lock,1,-155.0,1,1,1,0.5823,MEDIUM,1,test
2024-03-09,Josh Parisian,Robelis Despaigne,Heavyweight,3,0.403,0.2209,Robelis Despaigne,0.7572,0.022,0.022,2,Lean,1,-375.0,1,1,1,0.8387,LOCK,1,test
2024-03-02,Jairzinho Rozenstruik,Shamil Gaziev,Heavyweight,5,0.6028,0.4253,Shamil Gaziev,0.6164,-0.0417,0.0417,3,Watch,-1,-180.0,0,1,0,0.3853,LOW,0,test
2024-03-02,Vitor Petrino,Tyson Pedro,Light Heavyweight,3,0.6822,0.7892,Vitor Petrino,0.7867,0.0025,0.0025,0,Lock,1,-455.0,1,1,1,0.8649,LOCK,1,test
2024-03-02,Muhammad Mokaev,Alex Perez,Flyweight,3,0.4414,0.6848,Muhammad Mokaev,0.7715,-0.0867,0.0867,5,Strong Value,-1,-410.0,0,1,0,0.4159,LOW,1,test
2024-03-02,Umar Nurmagomedov,Bekzat Almakhan,Bantamweight,3,0.8866,0.8511,Umar Nurmagomedov,0.8934,-0.0423,0.0423,3,Watch,-1,-1350.0,1,1,1,0.9674,LOCK,1,test
2024-03-02,Steve Erceg,Matt Schnell,Flyweight,3,0.6804,0.7934,Steve Erceg,0.7958,-0.0024,0.0024,0,Lock,-1,-485.0,1,1,1,0.8769,LOCK,1,test
2024-03-02,Eryk Anders,Jamie Pickett,Middleweight,3,0.5699,0.7656,Eryk Anders,0.8082,-0.0426,0.0426,3,Watch,-1,-535.0,1,1,1,0.7682,LOCK,1,test
2024-03-02,Aiemann Zahabi,Javid Basharat,Bantamweight,3,0.2498,0.1758,Javid Basharat,0.8525,-0.0283,0.0283,2,Lean,-1,-800.0,1,1,1,0.9495,LOCK,0,test
2024-03-02,Ludovit Klein,AJ Cunningham,Lightweight,3,0.8524,0.8493,Ludovit Klein,0.7895,0.0599,0.0599,4,Value,1,140.0,1,1,1,0.9609,LOCK,1,test
2024-03-02,Loik Radzhabov,Abdul-Kareem Al-Selwady,Lightweight,3,0.3599,0.3921,Abdul-Kareem Al-Selwady,0.5514,0.0564,0.0564,4,Value,1,-135.0,1,1,1,0.7986,LOCK,0,test
2024-02-24,Brandon Moreno,Brandon Royval,Flyweight,5,0.4735,0.7495,Brandon Moreno,0.7221,0.0274,0.0274,2,Lean,1,-305.0,0,1,0,0.5415,LOW,0,test
2024-02-24,Yair Rodriguez,Brian Ortega,Featherweight,3,0.7276,0.6448,Yair Rodriguez,0.5996,0.0451,0.0451,3,Watch,1,-166.0,1,1,1,0.8697,LOCK,0,test
2024-02-24,Francisco Prado,Daniel Zellhuber,Lightweight,3,0.5436,0.2726,Daniel Zellhuber,0.7409,-0.0134,0.0134,1,Strong,-1,-340.0,0,1,0,0.482,LOW,1,test
2024-02-24,Chris Duncan,Manuel Torres,Lightweight,3,0.1778,0.3148,Manuel Torres,0.6038,0.0815,0.0815,5,Strong Value,1,-170.0,1,1,1,0.96,LOCK,1,test
2024-02-24,Cristian Quinonez,Raoni Barcelos,Bantamweight,3,0.4149,0.3879,Raoni Barcelos,0.5934,0.0187,0.0187,1,Strong,1,-162.0,1,1,1,0.7002,HIGH,1,test
2024-02-24,Jesus Aguilar,Mateus Mendonca,Flyweight,3,0.7905,0.6041,Jesus Aguilar,0.4486,0.1555,0.1555,6,Max Value,1,114.0,1,0,0,0.9432,LOCK,1,test
2024-02-24,Claudio Puelles,Fares Ziam,Lightweight,3,0.4344,0.3522,Fares Ziam,0.6575,-0.0097,0.0097,0,Lock,-1,-218.0,1,1,1,0.7131,HIGH,1,test
2024-02-24,Victor Altamirano,Felipe dos Santos,Flyweight,3,0.6736,0.3666,Felipe dos Santos,0.7095,-0.0761,0.0761,4,Value,-1,-285.0,0,1,0,0.4784,LOW,1,test
2024-02-17,Robert Whittaker,Paulo Costa,Middleweight,3,0.5858,0.6801,Robert Whittaker,0.6447,0.0354,0.0354,3,Watch,1,-205.0,1,1,1,0.7641,LOCK,1,test
2024-02-17,Ian Machado Garry,Geoff Neal,Welterweight,3,0.6646,0.7313,Ian Machado Garry,0.6908,0.0405,0.0405,3,Watch,1,-258.0,1,1,1,0.8719,LOCK,1,test
2024-02-17,Henry Cejudo,Merab Dvalishvili,Bantamweight,3,0.462,0.2753,Merab Dvalishvili,0.718,0.0067,0.0067,0,Lock,1,-298.0,1,1,1,0.7419,HIGH,1,test
2024-02-17,Roman Kopylov,Anthony Hernandez,Middleweight,3,0.3352,0.2795,Anthony Hernandez,0.6575,0.063,0.063,4,Value,1,-218.0,1,1,1,0.9144,LOCK,1,test
2024-02-17,Rinya Nakamura,Carlos Vera,Bantamweight,3,0.8964,0.8532,Rinya Nakamura,0.8989,-0.0456,0.0456,3,Watch,-1,-1450.0,1,1,1,0.9679,LOCK,1,test
2024-02-17,Brendson Ribeiro,Zhang Mingyang,Light Heavyweight,3,0.2986,0.3497,Zhang Mingyang,0.5,0.1503,0.1503,6,Max Value,1,-110.0,1,1,1,0.8923,LOCK,1,test
2024-02-17,Josh Quinlan,Danny Barlow,Welterweight,3,0.2495,0.3008,Danny Barlow,0.6369,0.0623,0.0623,4,Value,1,-198.0,1,1,1,0.9538,LOCK,1,test
2024-02-17,Oban Elliott,Val Woodburn,Welterweight,3,0.787,0.8271,Oban Elliott,0.76,0.0671,0.0671,4,Value,1,-380.0,1,1,1,0.9732,LOCK,1,test
2024-02-10,Jack Hermansson,Joe Pyfer,Middleweight,5,0.4064,0.3577,Joe Pyfer,0.6854,-0.0431,0.0431,3,Watch,-1,-250.0,1,1,1,0.7234,HIGH,0,test
2024-02-10,Andre Fili,Dan Ige,Featherweight,3,0.3663,0.3761,Dan Ige,0.6225,0.0014,0.0014,0,Lock,1,-185.0,1,1,1,0.7731,LOCK,1,test
2024-02-10,Robert Bryczek,Ihor Potieria,Middleweight,3,0.3908,0.5046,Robert Bryczek,0.669,-0.1644,0.1644,6,Max Value,-1,-230.0,0,1,0,0.2156,LOW,0,test
2024-02-10,Gregory Rodrigues,Brad Tavares,Middleweight,3,0.608,0.6969,Gregory Rodrigues,0.669,0.0278,0.0278,2,Lean,1,-230.0,1,1,1,0.7939,LOCK,1,test
2024-02-10,Michael Johnson,Darrius Flowers,Lightweight,3,0.6232,0.6444,Michael Johnson,0.583,0.0614,0.0614,4,Value,1,-155.0,1,1,1,0.7907,LOCK,1,test
2024-02-10,Armen Petrosyan,Rodolfo Vieira,Middleweight,3,0.5926,0.4495,Rodolfo Vieira,0.4892,0.0613,0.0613,4,Value,1,-105.0,0,0,0,0.4872,LOW,1,test
2024-02-10,Carlos Prates,Trevin Giles,Welterweight,3,0.2542,0.4935,Trevin Giles,0.3092,0.1973,0.1973,6,Max Value,1,210.0,1,0,0,0.834,LOCK,0,test
2024-02-03,Roman Dolidze,Nassourdine Imavov,Middleweight,5,0.3168,0.3603,Nassourdine Imavov,0.6164,0.0233,0.0233,2,Lean,1,-180.0,1,1,1,0.8279,LOCK,1,test
2024-02-03,Drew Dober,Renato Moicano,Lightweight,3,0.409,0.3013,Renato Moicano,0.6447,0.054,0.054,4,Value,1,-205.0,1,1,1,0.8301,LOCK,1,test
2024-02-03,Muslim Salikhov,Randy Brown,Welterweight,3,0.436,0.2881,Randy Brown,0.6958,0.0161,0.0161,1,Strong,1,-265.0,1,1,1,0.795,LOCK,1,test
2024-02-03,Gilbert Urbina,Charles Radtke,Welterweight,3,0.5371,0.6509,Gilbert Urbina,0.6575,-0.0066,0.0066,0,Lock,-1,-218.0,1,1,1,0.6012,MEDIUM,0,test
2024-01-20,Sean Strickland,Dricus Du Plessis,Middleweight,5,0.5315,0.5142,Sean Strickland,0.4957,0.0185,0.0185,1,Strong,1,-108.0,1,0,0,0.5811,MEDIUM,0,test
2024-01-20,Neil Magny,Mike Malott,Welterweight,3,0.5281,0.2083,Mike Malott,0.76,0.0317,0.0317,3,Watch,1,-380.0,0,1,0,0.5683,MEDIUM,0,test
2024-01-20,Chris Curtis,Marc-Andre Barriault,Middleweight,3,0.4676,0.5982,Chris Curtis,0.6092,-0.011,0.011,1,Strong,-1,-175.0,0,1,0,0.4377,LOW,1,test
2024-01-20,Arnold Allen,Movsar Evloev,Featherweight,3,0.4982,0.3657,Movsar Evloev,0.6575,-0.0232,0.0232,2,Lean,-1,-218.0,1,1,1,0.5668,MEDIUM,1,test
2024-01-20,Garrett Armfield,Brad Katona,Bantamweight,3,0.6548,0.3909,Brad Katona,0.675,-0.066,0.066,4,Value,-1,-238.0,0,1,0,0.3848,LOW,0,test
2024-01-20,Sean Woodson,Charles Jourdain,Featherweight,3,0.571,0.38,Charles Jourdain,0.6575,-0.0375,0.0375,3,Watch,-1,-218.0,0,1,0,0.426,LOW,0,test
2024-01-20,Ramon Taveras,Serhiy Sidey,Bantamweight,3,0.4501,0.3837,Serhiy Sidey,0.6369,-0.0206,0.0206,2,Lean,-1,-198.0,1,1,1,0.6565,HIGH,0,test
2024-01-20,Yohan Lainesse,Sam Patterson,Welterweight,3,0.3869,0.4523,Sam Patterson,0.4365,0.1112,0.1112,6,Max Value,1,120.0,1,0,0,0.81,LOCK,1,test
2024-01-13,Magomed Ankalaev,Johnny Walker,Light Heavyweight,5,0.6384,0.7373,Magomed Ankalaev,0.8043,-0.067,0.067,4,Value,-1,-520.0,1,1,1,0.8035,LOCK,1,test
2024-01-13,Gabriel Benitez,Jim Miller,Lightweight,3,0.5083,0.4216,Jim Miller,0.5894,-0.011,0.011,1,Strong,-1,-166.0,0,1,0,0.4631,LOW,1,test
2024-01-13,Mario Bautista,Ricky Simon,Bantamweight,3,0.6507,0.4681,Ricky Simon,0.6067,-0.0748,0.0748,4,Value,-1,-180.0,0,1,0,0.3058,LOW,0,test
2024-01-13,Phil Hawes,Brunno Ferreira,Middleweight,3,0.5869,0.5145,Phil Hawes,0.4412,0.0733,0.0733,4,Value,1,114.0,1,0,0,0.7477,HIGH,0,test
2024-01-13,Waldo Cortes-Acosta,Andrei Arlovski,Heavyweight,3,0.6982,0.7905,Waldo Cortes-Acosta,0.8115,-0.021,0.021,2,Lean,-1,-620.0,1,1,1,0.8842,LOCK,1,test
2024-01-13,Matthew Semelsberger,Preston Parsons,Welterweight,3,0.3272,0.3457,Preston Parsons,0.4694,0.1849,0.1849,6,Max Value,1,100.0,1,0,0,0.8658,LOCK,1,test
2024-01-13,Marcus McGhee,Gaston Bolanos,Bantamweight,3,0.7123,0.7602,Marcus McGhee,0.6854,0.0748,0.0748,4,Value,1,-250.0,1,1,1,0.9449,LOCK,1,test
2024-01-13,Farid Basharat,Taylor Lapilus,Bantamweight,3,0.4121,0.6137,Farid Basharat,0.745,-0.1312,0.1312,6,Max Value,-1,-375.0,0,1,0,0.2938,LOW,1,test
2024-01-13,Jean Silva,Westin Wilson,Featherweight,3,0.8856,0.8337,Jean Silva,0.8677,-0.0341,0.0341,3,Watch,-1,-950.0,1,1,1,0.9711,LOCK,1,test
2024-01-13,Nikolas Motta,Tom Nolan,Lightweight,3,0.3021,0.2358,Tom Nolan,0.7508,0.0134,0.0134,1,Strong,1,-360.0,1,1,1,0.9132,LOCK,0,test
2024-01-13,Joshua Van,Felipe Bunes,Flyweight,3,0.8062,0.8068,Joshua Van,0.7055,0.1012,0.1012,6,Max Value,1,-298.0,1,1,1,0.9738,LOCK,1,test
2023-12-09,Song Yadong,Chris Gutierrez,Bantamweight,5,0.5999,0.6861,Song Yadong,0.7478,-0.0616,0.0616,4,Value,-1,-355.0,1,1,1,0.7658,LOCK,1,train
2023-12-09,Nasrat Haqparast,Jamie Mullarkey,Lightweight,3,0.6298,0.668,Nasrat Haqparast,0.6369,0.0311,0.0311,3,Watch,1,-198.0,1,1,1,0.7801,LOCK,1,train
2023-12-09,Tim Elliott,Sumudaerji,Bantamweight,3,0.5414,0.5798,Tim Elliott,0.5934,-0.0136,0.0136,1,Strong,-1,-162.0,1,1,1,0.5701,MEDIUM,1,train
2023-12-09,JunYong Park,Andre Muniz,Middleweight,3,0.5065,0.5834,JunYong Park,0.6369,-0.0535,0.0535,4,Value,-1,-198.0,1,1,1,0.5051,LOW,0,train
2023-12-09,Shannon Ross,HyunSung Park,Flyweight,3,0.2212,0.1983,HyunSung Park,0.7995,0.0022,0.0022,0,Lock,1,-198.0,1,1,1,0.9562,LOCK,1,train
