fighter_name,has_ufc_stats_url,ufc_stats_url
Jacqueline Cavalcanti,True,http://ufcstats.com/fighter-details/e3964ece586e0635
Jafel Filho,True,http://ufcstats.com/fighter-details/65adf3856c4d9256
Jai Herbert,True,http://ufcstats.com/fighter-details/4c88a1db5a46c6a4
Jailton Almeida,True,http://ufcstats.com/fighter-details/41e83a89929d1327
Jairzinho Rozenstruik,True,http://ufcstats.com/fighter-details/2cd428e9606856fd
Jake Collier,True,http://ufcstats.com/fighter-details/92fa1401b7927da3
Jake Hadley,True,http://ufcstats.com/fighter-details/60a42bf82447c919
Jake Matthews,True,http://ufcstats.com/fighter-details/a845f0735bc67405
Jakub Wiklacz,True,http://ufcstats.com/fighter-details/6902fcf0610dd303
Jalin Turner,True,http://ufcstats.com/fighter-details/4d8fa64202cee4c1
Jamahal Hill,True,http://ufcstats.com/fighter-details/5444c5a201d3ee5a
Jamal Pogues,True,http://ufcstats.com/fighter-details/f41b9f5efc7162d6
Jamall Emmers,True,http://ufcstats.com/fighter-details/e00a3dee329a51f7
James Llontop,True,http://ufcstats.com/fighter-details/93b2b7caa457cbea
Jamey-Lyn Horth,True,http://ufcstats.com/fighter-details/5c637af9472ae7cc
Jamie Mullarkey,True,http://ufcstats.com/fighter-details/af9f42e6894047fc
Jamie Pickett,True,http://ufcstats.com/fighter-details/830f60497fab345a
Jan Blachowicz,True,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8
Jaqueline Amorim,True,http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08
Jared Cannonier,True,http://ufcstats.com/fighter-details/13a0275fa13c4d26
Jared Gooden,True,http://ufcstats.com/fighter-details/c730a0be691dc081
Jared Gordon,True,http://ufcstats.com/fighter-details/7026eca45f65377b
Jarno Errens,True,http://ufcstats.com/fighter-details/082eba4cd80f736f
Jasmine Jasudavicius,True,http://ufcstats.com/fighter-details/a9e260472d321361
Javid Basharat,True,http://ufcstats.com/fighter-details/bbab3baf66128ae2
Javier Reyes,True,http://ufcstats.com/fighter-details/4a574b8512fc1b30
Jean Matsumoto,True,http://ufcstats.com/fighter-details/ffd3224638c01b57
Jean Silva,True,http://ufcstats.com/fighter-details/52ef95b5860fb28c
Jean-Paul Lebosnoyani,True,http://ufcstats.com/fighter-details/a3dda21be645be93
Jeka Saragih,True,http://ufcstats.com/fighter-details/57186c150c645200
Jennifer Maia,True,http://ufcstats.com/fighter-details/8e1f36476ef02a6a
JeongYeong Lee,True,http://ufcstats.com/fighter-details/d008d785f6347dc2
Jeremiah Wells,True,http://ufcstats.com/fighter-details/d66a46de8d705353
Jeremy Stephens,True,http://ufcstats.com/fighter-details/18968f97ad34f15c
Jesse Butler,True,http://ufcstats.com/fighter-details/a75a48bfe776b2c2
Jessica Andrade,True,http://ufcstats.com/fighter-details/6a1901c62ab3870f
Jessica Penne,True,http://ufcstats.com/fighter-details/c742287ed86a09bc
Jessica-Rose Clark,True,http://ufcstats.com/fighter-details/6c8072b61c276e67
Jesus Aguilar,True,http://ufcstats.com/fighter-details/c051c2e12d692b8a
Jhonata Diniz,True,http://ufcstats.com/fighter-details/25f9a5f3e8a52618
Ji Yeon Kim,True,http://ufcstats.com/fighter-details/a20f234df70f2182
Jim Miller,True,http://ufcstats.com/fighter-details/d1941565abf50b16
Jimmy Crute,True,http://ufcstats.com/fighter-details/70e1f8a821b72c8b
Jimmy Flick,True,http://ufcstats.com/fighter-details/09e62c450e754913
Jinh Yu Frey,True,http://ufcstats.com/fighter-details/d05cb1e8d1b885d8
Jiri Prochazka,True,http://ufcstats.com/fighter-details/009341ed974bad72
Joanderson Brito,True,http://ufcstats.com/fighter-details/791c8437b341fba5
Joanne Wood,True,http://ufcstats.com/fighter-details/12f91bfa8f1f723b
Joaquim Silva,True,http://ufcstats.com/fighter-details/ae7fe94f117f98cf
Joaquin Buckley,True,http://ufcstats.com/fighter-details/b9437600497350f3
Joe Pyfer,True,http://ufcstats.com/fighter-details/c1085e1701b13eca
Joe Solecki,True,http://ufcstats.com/fighter-details/af65aa688d13eedf
Joel Alvarez,True,http://ufcstats.com/fighter-details/58bbef3770bb2dfc
John Castaneda,True,http://ufcstats.com/fighter-details/5fa2974cbd18e05c
John Makdessi,True,http://ufcstats.com/fighter-details/c21a036b4e012f1c
John Yannis,True,http://ufcstats.com/fighter-details/450bcab0968562c4
Johnny Munoz,True,http://ufcstats.com/fighter-details/f6bcbd91b114ff58
Johnny Walker,True,http://ufcstats.com/fighter-details/c21f26bbde777573
Jon Jones,True,http://ufcstats.com/fighter-details/07f72a2a7591b409
Jonathan Martinez,True,http://ufcstats.com/fighter-details/f2477cf43c4975cc
Jonathan Micallef,True,http://ufcstats.com/fighter-details/f782f953bfe7b5f2
Jonathan Pearce,True,http://ufcstats.com/fighter-details/87c0b1c696ddfb43
Jonny Parsons,True,http://ufcstats.com/fighter-details/2975297f505e9447
JooSang Yoo,True,http://ufcstats.com/fighter-details/a44020ea2e8cd026
Jordan Leavitt,True,http://ufcstats.com/fighter-details/ac026518a9b4dc0f
Jordan Vucenic,True,http://ufcstats.com/fighter-details/6d38e41efa47a72d
Jordan Wright,True,http://ufcstats.com/fighter-details/c878270af633eb11
Jorge Masvidal,True,http://ufcstats.com/fighter-details/47b9e0e7703a4868
Jose Aldo,True,http://ufcstats.com/fighter-details/d0f3959b4a9747e6
Jose Daniel Medina,True,http://ufcstats.com/fighter-details/baa9be02c3e3e038
Jose Delgado,True,http://ufcstats.com/fighter-details/7d6ceff6747f2de2
Jose Johnson,True,http://ufcstats.com/fighter-details/84f727cf0166d6f2
Jose Ochoa,True,http://ufcstats.com/fighter-details/88be62d6c1e6dadb
Josefine Knutsson,True,http://ufcstats.com/fighter-details/971dba22c622af12
Joselyne Edwards,True,http://ufcstats.com/fighter-details/f9ab66e67240db7b
Joseph Holmes,True,http://ufcstats.com/fighter-details/8d20d76af3f213ce
Joseph Morales,True,http://ufcstats.com/fighter-details/2fe9032955c2e013
Josh Culibao,True,http://ufcstats.com/fighter-details/6751eacd16bd59bc
Josh Emmett,True,http://ufcstats.com/fighter-details/fba03cd6cc28dc41
Josh Fremd,True,http://ufcstats.com/fighter-details/ca43de99b07b6b40
Josh Hokit,True,http://ufcstats.com/fighter-details/955da1675ad58a50
Josh Parisian,True,http://ufcstats.com/fighter-details/b5da8f7d05e85a55
Josh Quinlan,True,http://ufcstats.com/fighter-details/876f478f796495f7
Joshua Van,True,http://ufcstats.com/fighter-details/17e97649403ba428
Josiah Harrell,True,http://ufcstats.com/fighter-details/e5864a42c80294f6
Josiane Nunes,True,http://ufcstats.com/fighter-details/68d35296f566792b
Josias Musasa,True,http://ufcstats.com/fighter-details/723b64c0e9a8f348
Journey Newson,True,http://ufcstats.com/fighter-details/78f485f851891d68
Juancamilo Ronderos,True,http://ufcstats.com/fighter-details/4a043165cf47cab2
Julia Avila,True,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7
Julia Polastri,True,http://ufcstats.com/fighter-details/abb68e3c7ca128f2
Julian Erosa,True,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a
Julian Marquez,True,http://ufcstats.com/fighter-details/d0e1b42d41dab603
Juliana Miller,True,http://ufcstats.com/fighter-details/aa0c573da7119292
Julianna Pena,True,http://ufcstats.com/fighter-details/3253b16d38ae087d
Julija Stoliarenko,True,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb
Julio Arce,True,http://ufcstats.com/fighter-details/1291edf2d566a71a
Julius Walker,True,http://ufcstats.com/fighter-details/6add18754930182b
JunYong Park,True,http://ufcstats.com/fighter-details/285ae0b4a68221f4
Junior Tafa,True,http://ufcstats.com/fighter-details/c15fa95b9a12fde4
Justin Gaethje,True,http://ufcstats.com/fighter-details/9e8f6c728eb01124
Justin Tafa,True,http://ufcstats.com/fighter-details/e13abac8089a801a
Kaan Ofli,True,http://ufcstats.com/fighter-details/7facc9c45d792985
Kai Asakura,True,http://ufcstats.com/fighter-details/d33da8a3d82bdb62
Kai Kara-France,True,http://ufcstats.com/fighter-details/853eb0dd5c0e2149
Kamaru Usman,True,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e
Kamuela Kirk,True,http://ufcstats.com/fighter-details/c7d7fda69ec410d3
Kanako Murata,True,http://ufcstats.com/fighter-details/e0b0cf71e0d69dd0
Karine Silva,True,http://ufcstats.com/fighter-details/9d62c2d8ee151f08
Karl Williams,True,http://ufcstats.com/fighter-details/d35f734c56a89103
Karol Rosa,True,http://ufcstats.com/fighter-details/351c4ec637380ad5
Karolina Kowalkiewicz,True,http://ufcstats.com/fighter-details/d7c3816669784109
Katlyn Cerminara,True,http://ufcstats.com/fighter-details/e872e9a9a902c045
Kaue Fernandes,True,http://ufcstats.com/fighter-details/ec13c393d029297d
Kayla Harrison,True,http://ufcstats.com/fighter-details/1af1170ed937cba7
Kaynan Kruschewsky,True,http://ufcstats.com/fighter-details/ca36633b80be4a78
Keiichiro Nakamura,True,http://ufcstats.com/fighter-details/3618e0632ecdba9c
Kelvin Gastelum,True,http://ufcstats.com/fighter-details/8c0580d4fff106c1
Kennedy Nzechukwu,True,http://ufcstats.com/fighter-details/8667caa0451d245b
Ketlen Souza,True,http://ufcstats.com/fighter-details/8bd4200561c77a62
Ketlen Vieira,True,http://ufcstats.com/fighter-details/b9706f80d005036c
Kevin Borjas,True,http://ufcstats.com/fighter-details/34b96d52db1d26e6
Kevin Christian,True,http://ufcstats.com/fighter-details/7e9b36a9847db116
Kevin Holland,True,http://ufcstats.com/fighter-details/3a46b268013afede
Kevin Jousset,True,http://ufcstats.com/fighter-details/dda15dbfafb792df
Kevin Lee,True,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7
Kevin Vallejos,True,http://ufcstats.com/fighter-details/239d8e5359022f3b
Khalil Rountree Jr.,True,http://ufcstats.com/fighter-details/749f572d1d3161fb
Khamzat Chimaev,True,http://ufcstats.com/fighter-details/767755fd74662dbf
Khaos Williams,True,http://ufcstats.com/fighter-details/2558ae2e5671e318
Khusein Askhabov,True,http://ufcstats.com/fighter-details/5c10da56d712ac9c
Kiefer Crosbie,True,http://ufcstats.com/fighter-details/4729c93ba705a3bf
King Green,True,http://ufcstats.com/fighter-details/887961364be5ceb3
Kiru Sahota,True,http://ufcstats.com/fighter-details/296a120cb880477b
Klaudia Sygula,True,http://ufcstats.com/fighter-details/9f5e3c20ce40b344
Kleydson Rodrigues,True,http://ufcstats.com/fighter-details/102a8fdf8cbf7467
Kody Steele,True,http://ufcstats.com/fighter-details/aebaa8cec15b083d
Kris Moutinho,True,http://ufcstats.com/fighter-details/9c27f3217891f3f0
Kron Gracie,True,http://ufcstats.com/fighter-details/242d36d241b43c12
Kurt Holobaugh,True,http://ufcstats.com/fighter-details/a7151778b3381036
Kurtis Campbell,True,http://ufcstats.com/fighter-details/9d51798e61f2e0c7
Kyle Daukaus,True,http://ufcstats.com/fighter-details/d6c0cdd7e467c440
Kyle Nelson,True,http://ufcstats.com/fighter-details/31f8081c7600da93
Kyle Prepolec,True,http://ufcstats.com/fighter-details/873626e5547b5235
Kyler Phillips,True,http://ufcstats.com/fighter-details/60425d07ef4b91a7
Kyoji Horiguchi,True,http://ufcstats.com/fighter-details/98aa60cf58071fd6
Kyung Ho Kang,True,http://ufcstats.com/fighter-details/a7897d200692ab64
Lance Gibson Jr.,True,http://ufcstats.com/fighter-details/07bc580bdf3eb9c8
Lando Vannata,True,http://ufcstats.com/fighter-details/f9b200db02b488d9
Landon Quinones,True,http://ufcstats.com/fighter-details/267f4a6568abe245
Lauren Murphy,True,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97
Lawrence Lui,True,http://ufcstats.com/fighter-details/a1ad35b98a9136e5
Leon Edwards,True,http://ufcstats.com/fighter-details/f1fac969a1d70b08
Lerone Murphy,True,http://ufcstats.com/fighter-details/396fe87b84ac2e1c
Lerryan Douglas,True,http://ufcstats.com/fighter-details/640a0f838f057a81
Li Jingliang,True,http://ufcstats.com/fighter-details/e64b96c07d7ce999
Liang Na,True,http://ufcstats.com/fighter-details/ec0dcceace7d25a3
Lina Lansberg,True,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff
Loik Radzhabov,True,http://ufcstats.com/fighter-details/8c169fbe1ac33637
Loma Lookboonmee,True,http://ufcstats.com/fighter-details/4e30e4250cb08b61
Lone'er Kavanagh,True,http://ufcstats.com/fighter-details/bb2c3c3a466224af
Loopy Godinez,True,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7
Losene Keita,True,http://ufcstats.com/fighter-details/5b43d68174b6e2ab
Louie Sutherland,True,http://ufcstats.com/fighter-details/cdb7b38b1b357f26
Luan Lacerda,True,http://ufcstats.com/fighter-details/6fc506e1099afe20
Luana Carolina,True,http://ufcstats.com/fighter-details/528b071cf3da7c56
Luana Pinheiro,True,http://ufcstats.com/fighter-details/a3a542074109b347
Luana Santos,True,http://ufcstats.com/fighter-details/5078e1dacf9d25f4
Lucas Alexander,True,http://ufcstats.com/fighter-details/11583163f45c7b31
Lucas Almeida,True,http://ufcstats.com/fighter-details/710f0f8c5d5c9d41
Lucas Rocha,True,http://ufcstats.com/fighter-details/e0d3d9b564f95635
Lucie Pudilova,True,http://ufcstats.com/fighter-details/3cf66c62d9069f43
Ludovit Klein,True,http://ufcstats.com/fighter-details/5b86d491d63890c5
Luis Gurule,True,http://ufcstats.com/fighter-details/29162be25ebef5f0
Luis Pajuelo,True,http://ufcstats.com/fighter-details/e530df53922f413e
Lukasz Brzeski,True,http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19
Luke Fernandez,True,http://ufcstats.com/fighter-details/d62e280d0f7b6d6f
Luke Riley,True,http://ufcstats.com/fighter-details/b1de86d835638319
Mackenzie Dern,True,http://ufcstats.com/fighter-details/7447e9f28508106a
Macy Chiasson,True,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b
Magomed Ankalaev,True,http://ufcstats.com/fighter-details/d802174b0c0c1f4e
Magomed Gadzhiyasulov,True,http://ufcstats.com/fighter-details/6e344b71421103da
Maheshate,True,http://ufcstats.com/fighter-details/8c1ca54b5089d199
Mairon Santos,True,http://ufcstats.com/fighter-details/480779d7f9a424d3
Makhmud Muradov,True,http://ufcstats.com/fighter-details/ea7e5bc78d9de658
Makwan Amirkhani,True,http://ufcstats.com/fighter-details/87a1dc546b1c5caf
Malcolm Gordon,True,http://ufcstats.com/fighter-details/dee294e9717012c2
Malcolm Wellmaker,True,http://ufcstats.com/fighter-details/2e45d08b3f2f02c8
Mana Martinez,True,http://ufcstats.com/fighter-details/c0386644627a7ee5
Mandy Bohm,True,http://ufcstats.com/fighter-details/297a2b35444c245b
Manel Kape,True,http://ufcstats.com/fighter-details/5d1b7e3dd9e11074
Manoel Sousa,True,http://ufcstats.com/fighter-details/5870c541798124ae
Manolo Zecchini,True,http://ufcstats.com/fighter-details/fd7ab338e4953644
Manon Fiorot,True,http://ufcstats.com/fighter-details/34ff304266360297
Mansur Abdul-Malik,True,http://ufcstats.com/fighter-details/841695e02c99a521
Mantas Kondratavicius,True,http://ufcstats.com/fighter-details/3cc506f115cbb9d5
Manuel Torres,True,http://ufcstats.com/fighter-details/2e7878927067fdca
MarQuel Mederos,True,http://ufcstats.com/fighter-details/e2be0c1a9b886d92
Marc Diakiese,True,http://ufcstats.com/fighter-details/32c355b04fc57f3a
Marc-Andre Barriault,True,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
Marcin Prachnio,True,http://ufcstats.com/fighter-details/6370c1c1e12723d5
Marcin Tybura,True,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2
Marco Tulio,True,http://ufcstats.com/fighter-details/9384e71bca6c409d
Marcos Rogerio de Lima,True,http://ufcstats.com/fighter-details/ab943cd2c3c17825
Marcus Buchecha,True,http://ufcstats.com/fighter-details/095854a135e6db55
Marcus McGhee,True,http://ufcstats.com/fighter-details/c0ac37a4a1133da9
Marek Bujlo,True,http://ufcstats.com/fighter-details/ac0874309da489b9
Maria Oliveira,True,http://ufcstats.com/fighter-details/37d752ec41ed84bb
Marina Rodriguez,True,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47
Mario Bautista,True,http://ufcstats.com/fighter-details/bc711b6dd95c1af6
Mario Pinto,True,http://ufcstats.com/fighter-details/39d309957c5c210d
Mariya Agapova,True,http://ufcstats.com/fighter-details/a08ddd04eaffd81d
Mark Choinski,True,http://ufcstats.com/fighter-details/001eb2ab0f30e7ea
Mark Madsen,True,http://ufcstats.com/fighter-details/da0995f19b749cfa
Marlon Vera,True,http://ufcstats.com/fighter-details/7c7332319c14094c
Marnic Mann,True,http://ufcstats.com/fighter-details/b6203e0492a9336c
Martin Buday,True,http://ufcstats.com/fighter-details/8eb046f83e82bf26
Marvin Vettori,True,http://ufcstats.com/fighter-details/7acbb0972e75281a
Marwan Rahiki,True,http://ufcstats.com/fighter-details/6eedb757f13b9978
Maryna Moroz,True,http://ufcstats.com/fighter-details/b4192a975027aab6
Mason Jones,True,http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d
Mateus Mendonca,True,http://ufcstats.com/fighter-details/48812daf291a4e23
Mateusz Gamrot,True,http://ufcstats.com/fighter-details/72db2a14ffa73ece
Mateusz Rebecki,True,http://ufcstats.com/fighter-details/849c5d9979df5357
Matheus Camilo,True,http://ufcstats.com/fighter-details/72f890c5d421e705
Matheus Nicolau,True,http://ufcstats.com/fighter-details/1a31ef98efce7a79
Matt Brown,True,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Frevola,True,http://ufcstats.com/fighter-details/dccb63727f2f5f74
Matt Schnell,True,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e
Matthew Semelsberger,True,http://ufcstats.com/fighter-details/4aa58269d0664b5b
Mauricio Rua,True,http://ufcstats.com/fighter-details/140745cbbcb023ac
Mauricio Ruffy,True,http://ufcstats.com/fighter-details/9c393e836a852f30
Max Gimenis,True,http://ufcstats.com/fighter-details/6a311920edd73c85
Max Griffin,True,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d
Max Holloway,True,http://ufcstats.com/fighter-details/150ff4cc642270b9
Maxim Grishin,True,http://ufcstats.com/fighter-details/950d0ef5c17157c5
Maycee Barber,True,http://ufcstats.com/fighter-details/6a740daf1b279661
Mayra Bueno Silva,True,http://ufcstats.com/fighter-details/cc8c623cca88f54f
Melissa Croden,True,http://ufcstats.com/fighter-details/51e2f44a8dbf6984
Melissa Gatto,True,http://ufcstats.com/fighter-details/a4a80dd7336ffd59
Melissa Martinez,True,http://ufcstats.com/fighter-details/3f4c3bc822bea45d
Melissa Mullins,True,http://ufcstats.com/fighter-details/bd532e9a2b93870c
Melquizael Costa,True,http://ufcstats.com/fighter-details/20bccc9bb4ceb23e
Melsik Baghdasaryan,True,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6
Merab Dvalishvili,True,http://ufcstats.com/fighter-details/c03520b5c88ed6b4
Michael Aswell Jr.,True,http://ufcstats.com/fighter-details/01c9e4013afce141
Michael Chandler,True,http://ufcstats.com/fighter-details/4b93a88f3b1de35b
Michael Chiesa,True,http://ufcstats.com/fighter-details/c58f51dedb310998
Michael Johnson,True,http://ufcstats.com/fighter-details/511e82663651438d
Michael Morales,True,http://ufcstats.com/fighter-details/c32aeb1a59e6272d
Michael Page,True,http://ufcstats.com/fighter-details/a67d071163962af8
Michal Figlak,True,http://ufcstats.com/fighter-details/b4c57a8c2b773e82
Michal Oleksiejczuk,True,http://ufcstats.com/fighter-details/0d65c432720accb9
Michel Pereira,True,http://ufcstats.com/fighter-details/595db60957de51d3
Michelle Montague,True,http://ufcstats.com/fighter-details/ca80d72da81d7224
Michelle Waterson-Gomez,True,http://ufcstats.com/fighter-details/eb04b9d31e938edb
Mick Parkin,True,http://ufcstats.com/fighter-details/0d5cc0170c1a7e71
Mickey Gall,True,http://ufcstats.com/fighter-details/9e50097a89442158
Miesha Tate,True,http://ufcstats.com/fighter-details/b96619b3acd7d9da
Miguel Baeza,True,http://ufcstats.com/fighter-details/82d4c957649faf9b
Mike Breeden,True,http://ufcstats.com/fighter-details/d80ee110748171ac
Mike Davis,True,http://ufcstats.com/fighter-details/fb3e61720be4690c
Mike Malott,True,http://ufcstats.com/fighter-details/dd6103dd7127db1d
Miles Johns,True,http://ufcstats.com/fighter-details/46e0d677f91bacc0
Miranda Maverick,True,http://ufcstats.com/fighter-details/f29a6350c69f4a33
Mitch Ramirez,True,http://ufcstats.com/fighter-details/e99eb0ef25885de5
Mitch Raposo,True,http://ufcstats.com/fighter-details/0be6776db31d98ec
Mizuki,True,http://ufcstats.com/fighter-details/43a59ce3bb40449e
Modestas Bukauskas,True,http://ufcstats.com/fighter-details/476fe566d2df676e
Mohammad Yahya,True,http://ufcstats.com/fighter-details/3753714927f18437
Mohammed Usman,True,http://ufcstats.com/fighter-details/da7f113b5ea39c43
Molly McCann,True,http://ufcstats.com/fighter-details/51018a31ddf31eb2
Montana De La Rosa,True,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3
Montel Jackson,True,http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d
Montse Rendon,True,http://ufcstats.com/fighter-details/60193e707634e560
Montserrat Conejo Ruiz,True,http://ufcstats.com/fighter-details/1235b31de15d0c6e
Montserrat Rendon,True,http://ufcstats.com/fighter-details/60193e707634e560
Morgan Charriere,True,http://ufcstats.com/fighter-details/5b03b61f9d90125e
Mounir Lazzez,True,http://ufcstats.com/fighter-details/49ee5024966efc0d
Movsar Evloev,True,http://ufcstats.com/fighter-details/76e2870ffafbe38f
Muhammad Mokaev,True,http://ufcstats.com/fighter-details/75353550928a7921
Muhammad Naimov,True,http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7
Muin Gafurov,True,http://ufcstats.com/fighter-details/a54660deb6a8489c
Muslim Salikhov,True,http://ufcstats.com/fighter-details/447f9858ae78f921
Myktybek Orolbai,True,http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1
Nasrat Haqparast,True,http://ufcstats.com/fighter-details/b7b84ccd221be298
Nassourdine Imavov,True,http://ufcstats.com/fighter-details/881bf86d4cba8578
Natalia Silva,True,http://ufcstats.com/fighter-details/262d32ebda89efc4
Natan Levy,True,http://ufcstats.com/fighter-details/a29db9cd4f9ccea5
Nate Landwehr,True,http://ufcstats.com/fighter-details/583ee11abddfc581
Nate Maness,True,http://ufcstats.com/fighter-details/6e9f40c706f91f32
Nathan Fletcher,True,http://ufcstats.com/fighter-details/a2d342ffc83913ed
Nathaniel Wood,True,http://ufcstats.com/fighter-details/329e403448756217
Navajo Stirling,True,http://ufcstats.com/fighter-details/b4b496ec2197ee3e
Nazim Sadykhov,True,http://ufcstats.com/fighter-details/ff62013d2fce6d13
Neil Magny,True,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5
Nick Aguirre,True,http://ufcstats.com/fighter-details/0978385b2bd9ef9b
Nick Fiore,True,http://ufcstats.com/fighter-details/036e96c1c12b8a59
Nick Klein,True,http://ufcstats.com/fighter-details/7eaa5e31c2dd86aa
Nicolas Dalby,True,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8
Nicolle Caliari,True,http://ufcstats.com/fighter-details/fc0a4053eb8a3a59
Nikita Krylov,True,http://ufcstats.com/fighter-details/1091d4d957141094
Niko Price,True,http://ufcstats.com/fighter-details/d8da10db80131bec
Nikolas Motta,True,http://ufcstats.com/fighter-details/37f560436d745c18
Nikolay Veretennikov,True,http://ufcstats.com/fighter-details/0f1efce7d2571d10
Nora Cornolle,True,http://ufcstats.com/fighter-details/f2b3f4ef3f780168
Norma Dumont,True,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9
Nursulton Ruziboev,True,http://ufcstats.com/fighter-details/49d2a08964c5eb11
Nurullo Aliev,True,http://ufcstats.com/fighter-details/ca28cdf526d6b6e9
Nyamjargal Tumendemberel,True,http://ufcstats.com/fighter-details/17cb6d8e8187f304
Oban Elliott,True,http://ufcstats.com/fighter-details/6b56e94a59b7b134
Ode Osbourne,True,http://ufcstats.com/fighter-details/6d68c1afe954f121
Omar Morales,True,http://ufcstats.com/fighter-details/a0e6753c42698f13
Orion Cosce,True,http://ufcstats.com/fighter-details/2c010b26a3306969
Ottman Azaitar,True,http://ufcstats.com/fighter-details/ee18ff42063174df
Oumar Sy,True,http://ufcstats.com/fighter-details/46e2011d92463b7e
Ovince Saint Preux,True,http://ufcstats.com/fighter-details/50db8711c70196cd
Ozzy Diaz,True,http://ufcstats.com/fighter-details/6967153c7edb4d87
Paddy Pimblett,True,http://ufcstats.com/fighter-details/7826923b47f8d72a
Pannie Kianzad,True,http://ufcstats.com/fighter-details/91dac5e69e28d5b5
Parker Porter,True,http://ufcstats.com/fighter-details/ac40f7e3cbecdda4
Pat Sabatini,True,http://ufcstats.com/fighter-details/b8bbdeff718dbb7d
Patchy Mix,True,http://ufcstats.com/fighter-details/2cfba6c837c03ed0
Patricio Freire,True,http://ufcstats.com/fighter-details/98a58c26c5b1ed17
Paul Craig,True,http://ufcstats.com/fighter-details/eabf206b162b3b83
Paulo Costa,True,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
Payton Talbott,True,http://ufcstats.com/fighter-details/6e743a33d56bdaa4
Pedro Falcao,True,http://ufcstats.com/fighter-details/f7be1db194e03d7e
Pedro Munhoz,True,http://ufcstats.com/fighter-details/6bd02119599741a4
Pete Rodriguez,True,http://ufcstats.com/fighter-details/776d4262c4da38bf
Petr Yan,True,http://ufcstats.com/fighter-details/d661ce4da776fc20
Phil Hawes,True,http://ufcstats.com/fighter-details/547afe1017e72dbe
Phil Rowe,True,http://ufcstats.com/fighter-details/8e382b585a92affe
Philipe Lins,True,http://ufcstats.com/fighter-details/53c943c873cffe90
Piera Rodriguez,True,http://ufcstats.com/fighter-details/e375cb5caf4717b6
Polyana Viana,True,http://ufcstats.com/fighter-details/9673a497a9da119a
Preston Parsons,True,http://ufcstats.com/fighter-details/9fe7af8b3fbe00a0
Priscila Cachoeira,True,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac
Puja Tomar,True,http://ufcstats.com/fighter-details/19f8a2f6eecd92ac
Punahele Soriano,True,http://ufcstats.com/fighter-details/64facb6cc564262d
Quang Le,True,http://ufcstats.com/fighter-details/32feae6d9a1e5047
Quillan Salkilld,True,http://ufcstats.com/fighter-details/17734443a833cdf7
Rafa Garcia,True,http://ufcstats.com/fighter-details/e132d47bd9efbbe0
Rafael Alves,True,http://ufcstats.com/fighter-details/029afd138865d20a
Rafael Cerqueira,True,http://ufcstats.com/fighter-details/09a4447655fd4b7b
Rafael Dos Anjos,True,http://ufcstats.com/fighter-details/6a2f7c151031653d
Rafael Estevam,True,http://ufcstats.com/fighter-details/83455a9d17f57dae
Rafael Fiziev,True,http://ufcstats.com/fighter-details/c814b4c899793af6
Rafael Tobias,True,http://ufcstats.com/fighter-details/d6a8edb7410223a0
Ramazan Temirov,True,http://ufcstats.com/fighter-details/7d0a1968b38ca439
Ramiz Brahimaj,True,http://ufcstats.com/fighter-details/3d074044a33825e7
Ramon Taveras,True,http://ufcstats.com/fighter-details/c5ccd878231c5407
Randy Brown,True,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Rani Yahya,True,http://ufcstats.com/fighter-details/94527830000ab715
Raoni Barcelos,True,http://ufcstats.com/fighter-details/b9f28e7045fdfce7
Raphael Assuncao,True,http://ufcstats.com/fighter-details/2f13e4020cea5b38
Raquel Pennington,True,http://ufcstats.com/fighter-details/fc169c387b4b465d
Raul Rosas Jr.,True,http://ufcstats.com/fighter-details/fe2babf95de24fb1
Ravena Oliveira,True,http://ufcstats.com/fighter-details/4948e412fa6ab67d
Rayanne dos Santos,True,http://ufcstats.com/fighter-details/02bb48869eb7ac8f
