R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,R_recent_won,R_recent_avg_SIG_STR_landed,R_recent_avg_SIG_STR_pct,R_recent_avg_TD_landed,R_recent_avg_TD_pct,R_recent_avg_SUB_ATT,B_recent_won,B_recent_avg_SIG_STR_landed,B_recent_avg_SIG_STR_pct,B_recent_avg_TD_landed,B_recent_avg_TD_pct,B_recent_avg_SUB_ATT,recent_won_dif,recent_sig_str_dif,recent_td_dif,R_avg_KD,R_avg_Ctrl_Sec,B_avg_KD,B_avg_Ctrl_Sec,avg_KD_dif,avg_Ctrl_Sec_dif,target,R_finish_rate,B_finish_rate,finish_rate_dif,B_upset_potential,R_finish_vulnerability,R_wrestling_score,B_wrestling_score,wrestling_score_dif
Caio Borralho,Reinier de Ridder,-230.0,190.0,43.4783,190.0,2026-03-07,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,1,0,0,2.47,0.48,0.6,2.56,0.29,4,1,15,0,0,1,0,1,2,0,4,Southpaw,193.04,198.12,185,1,0,0,3.47,0.56,0.4,1.25,0.5,9,1,30,0,0,0,6,2,1,0,9,Southpaw,185.42,190.5,185,33,35,0,0,-5,-5,0,-15,0,-1,1,7.62,7.62,2,-1.0,0.2,1.31,,8.0,7.0,,,,,,,7.0,,,,,,,,,,,,,8.0,,,,,,,Red,U-DEC,,3.0,5:00,900.0,135.0,390.0,750.0,850.0,370.0,1000.0,0.6666666666666666,3.563333333333334,0.5866666666666666,1.4566666666666668,0.5666666666666665,0.4666666666666666,0.6666666666666666,2.47,0.48,2.56,0.29,0.6,0.0,1.0933333333333337,-1.1033333333333333,0.6666666666666666,72.66666666666667,0.3333333333333333,366.6666666666667,0.3333333333333333,-294.0,1,0.3,0.6,-0.3,0.6,0.03225806451612903,1.025,1.3424,-0.3174000000000001
Rob Font,Raul Rosas Jr.,250.0,-310.0,250.0,32.2581,2026-03-07,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,4,0,1.34,0.42,0.9,6.1,0.54,4,1,16,0,0,0,3,1,2,0,6,Switch,175.26,170.18,135,1,0,0,5.11,0.45,0.3,0.7,0.29,4,8,55,0,0,1,4,6,1,0,12,Orthodox,172.72,180.34,135,38,21,-1,4,0,-6,-7,-39,0,-5,1,2.54,-10.16,-17,-3.77,0.6,5.4,,,13.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,430.0,100.0,4500.0,400.0,750.0,800.0,0.6666666666666666,5.22,0.45,0.7466666666666666,0.3066666666666667,0.3,1.0,1.4800000000000002,0.4266666666666667,4.713333333333332,0.44,1.1666666666666667,-0.33333333333333337,3.7399999999999993,-3.9666666666666655,0.0,72.0,0.0,459.6666666666667,0.0,-387.6666666666667,0,0.5384615384615384,0.42857142857142855,0.10989010989010989,0.42857142857142855,0.14285714285714285,0.503,4.194,-3.691
Drew Dober,Michael Johnson,-200.0,168.0,50.0,168.0,2026-03-07,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,0,3,0,4.27,0.39,0.0,0.57,0.38,4,15,79,1,0,1,9,6,0,0,16,Southpaw,177.8,185.42,155,0,1,0,4.48,0.41,0.1,0.61,0.16,3,11,54,0,0,0,3,11,1,0,15,Southpaw,172.72,177.8,155,37,39,0,2,1,1,4,25,1,-5,-1,5.08,7.62,2,-0.21,-0.1,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punch,2.0,1:53,413.0,370.0,550.0,1500.0,500.0,125.0,-185.0,0.3333333333333333,4.45,0.4066666666666667,0.63,0.16333333333333333,0.1,1.0,4.27,0.39,0.6033333333333334,0.39999999999999997,0.0,-0.6666666666666667,0.1800000000000006,0.026666666666666616,0.0,11.333333333333334,0.6666666666666666,132.0,-0.6666666666666666,-120.66666666666667,1,0.75,0.35294117647058826,0.39705882352941174,0.35294117647058826,0.2,0.1976,0.2166,-0.01899999999999999
Gregory Rodrigues,Brunno Ferreira,-164.0,138.0,60.9756,138.0,2026-03-07,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,0,3,0,3.77,0.5,0.8,1.25,0.23,3,2,14,0,0,0,1,4,2,0,7,Orthodox,177.8,182.88,185,0,2,0,5.53,0.51,0.4,1.9,0.34,3,4,28,0,0,0,3,6,0,0,9,Orthodox,190.5,190.5,185,34,33,0,1,0,-2,-2,-14,0,-2,2,-12.7,-7.62,-1,-1.76,0.4,-0.65,,15.0,13.0,,,,,,,13.0,,,,,,,,,,,,,15.0,,,,,,,Red,KO/TKO,Punch,1.0,1:47,107.0,550.0,800.0,430.0,1600.0,190.0,230.0,0.6666666666666666,5.53,0.51,1.9,0.34,0.4,1.0,3.77,0.5,1.25,0.23,0.8,-0.33333333333333337,1.7600000000000002,0.6499999999999999,1.0,14.666666666666666,0.0,48.0,1.0,-33.333333333333336,1,0.6,0.75,-0.15000000000000002,0.75,0.13793103448275862,1.046,1.0875000000000001,-0.04150000000000009
Cody Garbrandt,Xiao Long,138.0,,138.0,,2026-03-07,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,1,0,0,5.06,0.47,0.0,0.74,0.27,2,3,18,0,1,1,0,1,0,0,3,Orthodox,172.72,177.8,135,2,0,0,2.79,0.4,0.0,0.85,0.22,6,7,35,3,0,0,3,6,0,0,9,Orthodox,172.72,165.1,135,34,27,-1,0,-4,-6,-4,-17,-3,-5,0,0.0,12.7,-7,2.27,0.0,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,,3.0,5:00,900.0,340.0,,2700.0,,410.0,,0.3333333333333333,2.9166666666666665,0.4,0.9699999999999999,0.3,0.0,0.3333333333333333,5.146666666666667,0.49666666666666665,0.86,0.2733333333333334,0.0,0.0,-2.230000000000001,0.10999999999999988,0.3333333333333333,23.0,0.3333333333333333,141.66666666666666,0.0,-118.66666666666666,1,0.6,0.25,0.35,0.25,0.19444444444444445,0.187,0.1998,-0.012800000000000006
Sumudaerji,Jesus Aguilar,-172.0,144.0,58.1395,144.0,2026-03-07,"Las Vegas, Nevada, USA",USA,Red,False,Flyweight,MALE,3,0,1,0,2.54,0.38,1.1,1.52,0.29,3,2,15,0,0,1,1,1,2,0,5,Orthodox,162.56,157.48,125,0,2,0,4.43,0.5,0.5,0.67,0.35,3,4,21,0,0,1,3,1,0,0,5,Southpaw,172.72,182.88,125,30,29,0,-1,0,0,-2,-6,0,0,2,-10.16,-25.4,-1,-1.89,0.6,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,,3.0,5:00,900.0,135.0,420.0,5000.0,1800.0,2200.0,5000.0,0.6666666666666666,4.526666666666666,0.51,0.5233333333333333,0.31666666666666665,0.6333333333333333,0.6666666666666666,2.18,0.42333333333333334,1.5966666666666667,0.3033333333333333,1.3333333333333333,0.0,2.3466666666666662,-1.0733333333333333,0.0,22.333333333333332,0.0,42.666666666666664,0.0,-20.333333333333332,1,0.16666666666666666,0.5,-0.33333333333333337,0.5,0.18181818181818182,0.7344999999999999,1.5408,-0.8063
Brandon Moreno,Lone'er Kavanagh,-198.0,166.0,50.5051,166.0,2026-02-28,"Mexico City, Distrito Federal, Mexico",Mexico,Blue,False,Flyweight,MALE,5,1,0,0,4.13,0.48,0.2,1.12,0.45,3,1,9,0,0,0,2,1,0,0,3,Orthodox,167.64,170.18,125,1,0,2,3.84,0.44,0.4,1.36,0.39,3,6,65,6,0,1,4,3,3,0,11,Orthodox,170.18,177.8,125,32,26,0,0,0,-8,-5,-56,-6,-2,-3,-2.54,-7.62,-6,0.29,-0.2,-0.24,,,6.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,Red,U-DEC,,5.0,5:00,1500.0,195.0,380.0,2700.0,12500.0,2800.0,2500.0,0.6666666666666666,3.89,0.4366666666666667,1.4366666666666668,0.41333333333333333,0.4,0.6666666666666666,3.9599999999999995,0.4633333333333333,0.7466666666666667,0.3,0.13333333333333333,0.0,-0.0699999999999994,0.6900000000000001,0.0,30.0,0.0,150.66666666666666,0.0,-120.66666666666666,0,0.5,0.25,0.25,0.25,0.09090909090909091,0.9304000000000001,0.7040000000000002,0.22639999999999993
Marlon Vera,David Martinez,265.0,-330.0,265.0,30.303,2026-02-28,"Mexico City, Distrito Federal, Mexico",Mexico,Blue,False,Bantamweight,MALE,3,0,3,0,4.82,0.46,0.0,0.6,0.25,3,0,7,0,0,0,2,1,0,0,3,Orthodox,165.1,170.18,135,3,0,0,4.18,0.47,0.8,0.47,0.39,5,10,72,1,0,0,4,7,4,0,15,Switch,172.72,177.8,135,33,27,-3,3,-2,-12,-10,-65,-1,-6,-4,-7.62,-7.62,-6,0.64,-0.8,0.13,,10.0,9.0,,,,,,,,,,,9.0,,,,,,,,,,,,,10.0,,,Red,U-DEC,,3.0,5:00,900.0,550.0,-175.0,5000.0,5000.0,3300.0,2700.0,0.0,4.239999999999999,0.48333333333333334,0.4966666666666666,0.39,0.8,1.0,4.82,0.46,0.6,0.25,0.0,-1.0,-0.580000000000001,-0.10333333333333339,0.3333333333333333,3.6666666666666665,0.5,37.5,-0.16666666666666669,-33.833333333333336,0,0.6875,0.25,0.4375,0.25,0.136986301369863,0.9833000000000001,0.15,0.8333
Daniel Zellhuber,King Green,-420.0,290.0,23.8095,290.0,2026-02-28,"Mexico City, Distrito Federal, Mexico",Mexico,Blue,False,Lightweight,MALE,3,0,1,1,6.38,0.53,0.3,1.31,0.42,8,14,80,0,0,3,8,3,4,0,18,Orthodox,177.8,180.34,155,2,0,0,5.45,0.38,0.3,0.14,0.25,3,3,20,0,0,0,3,0,1,0,4,Switch,185.42,195.58,155,26,39,-2,1,5,14,11,60,0,3,3,-7.62,-15.24,13,0.93,0.0,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punches,2.0,4:55,595.0,180.0,460.0,3000.0,5000.0,1100.0,3500.0,0.3333333333333333,5.8566666666666665,0.39666666666666667,0.18000000000000002,0.27666666666666667,0.2333333333333333,0.3333333333333333,6.396666666666666,0.53,1.2833333333333334,0.41,0.3,0.0,-0.5399999999999991,-1.1033333333333335,0.3333333333333333,9.333333333333334,0.0,26.0,0.3333333333333333,-16.666666666666664,0,0.2,0.3684210526315789,-0.16842105263157892,0.3684210526315789,0.14285714285714285,0.33499999999999996,0.8502000000000001,-0.5152000000000001
Edgar Chairez,Felipe Bunes,-270.0,220.0,37.037,220.0,2026-02-28,"Mexico City, Distrito Federal, Mexico",Mexico,Red,False,Flyweight,MALE,3,1,0,0,3.17,0.46,1.4,1.08,0.25,1,2,6,0,0,0,0,0,1,0,1,Orthodox,170.18,175.26,125,0,1,0,3.65,0.45,1.3,0.0,0.0,1,3,12,0,0,0,0,0,2,0,2,Orthodox,170.18,180.34,125,30,36,1,-1,0,-1,-1,-6,0,0,-1,0.0,-5.08,6,-0.48,0.1,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-DEC,,3.0,5:00,900.0,370.0,500.0,1500.0,3500.0,1200.0,5000.0,0.6666666666666666,3.2633333333333336,0.45999999999999996,0.0,0.0,1.5,0.3333333333333333,3.8633333333333333,0.48666666666666664,1.7700000000000002,0.27666666666666667,0.9333333333333332,0.3333333333333333,-0.5999999999999996,-1.7700000000000002,0.0,14.333333333333334,0.0,45.333333333333336,0.0,-31.0,1,0.6666666666666666,0.5,0.16666666666666663,0.5,0.23076923076923078,1.3,1.67,-0.3699999999999999
Ailin Perez,Macy Chiasson,-180.0,152.0,55.5556,152.0,2026-02-28,"Mexico City, Distrito Federal, Mexico",Mexico,Red,False,Women's Bantamweight,FEMALE,3,2,0,0,3.21,0.46,0.4,1.87,0.35,3,5,31,1,0,1,2,3,2,0,8,Orthodox,180.34,182.88,135,0,5,0,2.88,0.56,0.2,4.9,0.49,5,1,15,0,0,0,4,0,1,0,5,Switch,165.1,167.64,135,31,34,2,-5,-2,3,4,16,1,3,1,15.24,15.24,3,0.33,0.2,-3.03,,8.0,7.0,,,,7.0,,,,,,,,,,,,,8.0,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,100.0,310.0,5000.0,3300.0,4500.0,4500.0,1.0,2.853333333333333,0.5733333333333333,5.206666666666667,0.5033333333333333,0.26666666666666666,0.3333333333333333,3.3966666666666665,0.46,2.0366666666666666,0.36000000000000004,0.4,0.6666666666666667,-0.5433333333333334,3.1700000000000004,0.3333333333333333,205.0,0.0,121.33333333333333,0.3333333333333333,83.66666666666667,1,0.16666666666666666,0.5555555555555556,-0.38888888888888895,0.5555555555555556,0.0625,2.6010000000000004,1.0545,1.5465000000000004
Cristian Quinonez,Kris Moutinho,-560.0,420.0,17.8571,420.0,2026-02-28,"Mexico City, Distrito Federal, Mexico",Mexico,Red,False,Bantamweight,MALE,3,3,0,0,3.35,0.33,0.0,0.0,0.0,0,3,5,0,0,0,0,0,0,0,0,Southpaw,170.18,172.72,135,2,0,0,3.67,0.43,0.6,3.14,0.55,2,2,8,0,0,0,1,1,0,0,2,Orthodox,172.72,177.8,135,29,33,1,0,-2,-2,1,-3,0,-1,0,-2.54,-5.08,4,-0.32,-0.6,-3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,,3.0,5:00,900.0,310.0,1200.0,3000.0,5000.0,700.0,3500.0,0.3333333333333333,4.19,0.4,1.37,0.37,0.0,0.0,4.34,0.3233333333333333,0.0,0.0,0.0,0.3333333333333333,-0.14999999999999947,1.37,0.0,65.0,0.0,3.0,0.0,62.0,1,0.3333333333333333,0.0,0.3333333333333333,0.0,0.2222222222222222,2.3270000000000004,0.0,2.3270000000000004
Erik Silva,Francis Marshall,570.0,-820.0,570.0,12.1951,2026-02-28,"Mexico City, Distrito Federal, Mexico",Mexico,Blue,False,Featherweight,MALE,3,1,0,0,3.39,0.33,0.6,2.86,0.45,2,3,15,0,0,1,1,1,0,0,3,Orthodox,175.26,182.88,145,2,0,0,2.06,0.67,0.0,3.26,0.8,1,2,5,0,0,0,0,1,0,0,1,Orthodox,175.26,180.34,145,38,26,-1,0,1,2,1,10,0,0,0,0.0,2.54,-12,1.33,0.6,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUB,Rear Naked Choke,1.0,2:29,149.0,950.0,330.0,5000.0,850.0,5000.0,1500.0,0.0,2.07,0.7,3.76,0.8,0.0,0.3333333333333333,3.59,0.33666666666666667,2.74,0.42333333333333334,0.5333333333333333,-0.3333333333333333,-1.52,1.0199999999999996,0.0,84.0,0.3333333333333333,160.33333333333334,-0.3333333333333333,-76.33333333333334,0,0.5,0.25,0.25,0.25,0.3333333333333333,2.608,1.887,0.7210000000000001
Sean Strickland,Anthony Hernandez,225.0,-275.0,225.0,36.3636,2026-02-21,"Houston, Texas, USA",USA,Red,False,Middleweight,MALE,5,0,8,0,4.57,0.6,1.6,5.88,0.48,8,2,31,0,0,0,2,2,5,0,9,Orthodox,182.88,190.5,185,1,0,0,6.04,0.42,0.2,0.71,0.64,6,7,76,3,0,4,7,4,1,0,16,Orthodox,185.42,193.04,185,34,32,-1,8,2,-7,-5,-45,-3,-2,4,-2.54,-2.54,-2,-1.47,1.4,5.17,,4.0,3.0,,,,,,,3.0,,,,,,,,,,,,,4.0,,,,,,,Red,KO/TKO,Punches,3.0,2:23,743.0,400.0,135.0,3500.0,290.0,2500.0,3300.0,0.3333333333333333,6.0200000000000005,0.42,0.7566666666666667,0.64,0.2,1.0,4.680000000000001,0.61,6.133333333333333,0.4666666666666666,1.8333333333333333,-0.6666666666666667,1.3399999999999999,-5.376666666666666,0.0,0.3333333333333333,0.0,677.3333333333334,0.0,-677.0,1,0.29411764705882354,0.7,-0.4058823529411764,0.7,0.09090909090909091,0.6544,4.4224,-3.768
Geoff Neal,Uros Medic,-215.0,180.0,46.5116,180.0,2026-02-21,"Houston, Texas, USA",USA,Blue,False,Welterweight,MALE,3,0,2,0,5.59,0.6,0.0,0.34,0.5,2,3,14,0,0,0,0,7,0,0,7,Southpaw,185.42,180.34,170,1,0,0,5.02,0.5,0.1,0.54,0.45,6,5,32,0,0,1,1,6,1,0,9,Southpaw,180.34,190.5,170,35,32,-1,2,-4,-2,-2,-18,0,1,-1,5.08,-10.16,-3,0.57,-0.1,-0.2,,,12.0,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1.0,1:19,79.0,750.0,1200.0,1600.0,2200.0,-125.0,250.0,0.3333333333333333,5.013333333333333,0.5033333333333333,0.52,0.4633333333333334,0.1,0.6666666666666666,5.59,0.6,0.34,0.5,0.0,-0.3333333333333333,-0.5766666666666671,0.18,0.3333333333333333,89.0,0.6666666666666666,2.0,-0.3333333333333333,87.0,0,0.7,0.875,-0.17500000000000004,0.875,0.15151515151515152,0.343,0.17,0.17300000000000001
Dan Ige,Melquizael Costa,198.0,-240.0,198.0,41.6667,2026-02-21,"Houston, Texas, USA",USA,Blue,False,Featherweight,MALE,3,0,5,0,4.38,0.49,1.1,2.0,0.4,5,2,18,0,0,0,3,1,2,0,6,Southpaw,177.8,180.34,145,1,0,0,3.6,0.45,0.2,0.93,0.26,6,9,58,0,0,2,3,5,2,0,12,Orthodox,170.18,180.34,145,34,29,-1,5,-1,-6,-7,-40,0,-4,0,7.62,0.0,-5,0.78,0.9,1.07,,,14.0,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,Red,KO/TKO,Spinning Back Kick,1.0,4:56,296.0,650.0,-135.0,1700.0,1100.0,400.0,850.0,0.3333333333333333,3.6199999999999997,0.45,0.9500000000000001,0.26,0.2,1.0,4.38,0.49,2.0,0.4,1.1,-0.6666666666666667,-0.7600000000000002,-1.0499999999999998,0.3333333333333333,109.33333333333333,0.3333333333333333,106.0,0.0,3.3333333333333286,0,0.5384615384615384,0.42857142857142855,0.10989010989010989,0.42857142857142855,0.15254237288135594,0.4418,1.9000000000000001,-1.4582000000000002
Serghei Spivac,Ante Delija,100.0,-118.0,100.0,84.7458,2026-02-21,"Houston, Texas, USA",USA,Red,False,Heavyweight,MALE,3,1,0,0,4.28,0.38,0.0,0.0,0.0,1,1,2,0,0,0,0,1,0,0,1,Orthodox,190.5,198.12,239,2,0,0,3.57,0.47,0.5,3.82,0.59,3,6,26,0,1,0,1,3,3,0,8,Orthodox,190.5,198.12,260,31,35,-1,0,-2,-7,-5,-24,0,-2,-3,0.0,0.0,4,0.71,-0.5,-3.82,,9.0,7.0,,,,,7.0,,,,,,,,,,,,,9.0,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,470.0,650.0,480.0,3000.0,390.0,135.0,0.3333333333333333,3.5499999999999994,0.4766666666666666,4.09,0.61,0.5666666666666665,0.5,4.28,0.38,0.0,0.0,0.0,-0.16666666666666669,-0.7300000000000009,4.09,0.0,102.33333333333333,0.5,16.5,-0.5,85.83333333333333,1,0.6666666666666666,0.5,0.16666666666666663,0.5,0.2222222222222222,2.7537999999999996,0.0,2.7537999999999996
Zach Reese,Michel Pereira,142.0,-168.0,142.0,59.5238,2026-02-21,"Houston, Texas, USA",USA,Blue,False,Middleweight,MALE,3,3,0,0,4.46,0.51,0.7,1.21,0.56,8,5,34,0,0,1,3,2,3,0,9,Orthodox,185.42,185.42,185,0,2,0,4.48,0.54,1.3,2.8,0.61,2,2,13,0,0,0,2,1,2,0,5,Switch,193.04,195.58,185,31,32,3,-2,6,4,3,21,0,1,1,-7.62,-10.16,1,-0.02,-0.6,-1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-DEC,,3.0,5:00,900.0,450.0,460.0,600.0,600.0,275.0,170.0,0.6666666666666666,4.48,0.54,2.8,0.61,1.3,0.0,4.46,0.5166666666666667,1.2300000000000002,0.5466666666666667,0.7333333333333333,0.6666666666666666,0.020000000000000462,1.5699999999999996,0.0,74.33333333333333,0.0,26.666666666666668,0.0,47.66666666666666,0,0.5,0.5,0.0,0.5,0.14285714285714285,3.008,1.3776000000000002,1.6303999999999998
Chidi Njokuani,Carlos Leal,120.0,-142.0,120.0,70.4225,2026-02-21,"Houston, Texas, USA",USA,Blue,False,Welterweight,MALE,3,1,0,0,8.75,0.47,0.0,0.43,0.11,1,2,5,0,0,0,0,1,0,0,1,Orthodox,180.34,187.96,170,1,0,0,5.16,0.61,0.1,0.0,0.0,3,4,20,0,0,1,1,4,0,0,6,Orthodox,190.5,203.2,170,37,31,0,0,-2,-5,-2,-15,0,-3,0,-10.16,-15.24,-6,3.59,-0.1,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,,3.0,5:00,900.0,1000.0,800.0,2000.0,600.0,170.0,155.0,0.6666666666666666,4.97,0.6166666666666667,0.0,0.0,0.13333333333333333,0.3333333333333333,8.209999999999999,0.4566666666666666,0.62,0.15666666666666665,0.0,0.3333333333333333,-3.2399999999999993,-0.62,0.3333333333333333,188.66666666666666,0.0,5.333333333333333,0.3333333333333333,183.33333333333331,0,0.5714285714285714,0.5,0.0714285714285714,0.5,0.19047619047619047,0.1,0.0473,0.052700000000000004
Nora Cornolle,Joselyne Edwards,245.0,-300.0,245.0,33.3333,2026-02-21,"Houston, Texas, USA",USA,Blue,False,Women's Bantamweight,FEMALE,3,0,3,0,4.61,0.53,0.6,1.43,0.4,3,4,29,0,0,2,2,2,1,0,7,Orthodox,172.72,177.8,135,1,0,0,2.73,0.55,0.2,0.22,0.11,2,2,13,0,0,0,1,1,1,0,3,Orthodox,170.18,170.18,135,36,30,-1,3,1,4,2,16,0,1,0,2.54,7.62,-6,1.88,0.4,1.21,,14.0,12.0,,,,12.0,,,,,,,,,,,,,14.0,,,,,,,,,,Red,SUB,Rear Naked Choke,2.0,2:44,464.0,550.0,-135.0,5000.0,3000.0,3500.0,2700.0,0.3333333333333333,2.956666666666667,0.5433333333333333,0.27666666666666667,0.11,0.13333333333333333,1.0,4.566666666666667,0.5266666666666667,1.3633333333333333,0.3966666666666667,0.6,-0.6666666666666667,-1.6100000000000003,-1.0866666666666667,0.0,109.66666666666667,0.3333333333333333,106.66666666666667,-0.3333333333333333,3.0,0,0.5,0.375,0.125,0.375,0.14285714285714285,0.2242,1.172,-0.9478
Ramiz Brahimaj,Punahele Soriano,120.0,-142.0,120.0,70.4225,2026-02-21,"Houston, Texas, USA",USA,Blue,False,Welterweight,MALE,3,0,3,0,4.42,0.53,0.1,1.97,0.51,3,4,24,0,0,0,3,4,0,0,7,Southpaw,180.34,182.88,170,0,3,0,2.29,0.48,1.6,1.99,0.34,3,3,15,0,0,0,0,1,4,0,5,Orthodox,177.8,182.88,170,33,33,0,0,0,2,1,9,0,3,-4,2.54,0.0,0,2.13,-1.5,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,,3.0,5:00,900.0,950.0,220.0,1700.0,5000.0,5000.0,1600.0,1.0,2.28,0.4666666666666666,1.83,0.3433333333333333,1.5666666666666667,1.0,4.576666666666666,0.53,1.8066666666666666,0.5266666666666667,0.06666666666666667,0.0,-2.2966666666666664,0.023333333333333428,0.3333333333333333,47.333333333333336,0.3333333333333333,472.3333333333333,0.0,-425.0,0,0.8333333333333334,0.5,0.33333333333333337,0.5,0.1875,2.2766,1.1047,1.1719000000000002
Jordan Leavitt,Yadier del Valle,320.0,-405.0,320.0,24.6914,2026-02-21,"Houston, Texas, USA",USA,Red,False,Featherweight,MALE,3,0,3,0,4.05,0.6,2.0,1.23,0.42,3,0,5,0,0,0,1,0,2,0,3,Southpaw,175.26,175.26,145,0,1,0,2.21,0.57,1.1,3.15,0.34,2,3,15,0,0,1,0,2,3,0,6,Southpaw,175.26,180.34,145,30,29,0,2,1,-3,-3,-10,0,-2,-1,0.0,-5.08,-1,1.84,0.9,-1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,,3.0,5:00,900.0,550.0,360.0,4000.0,1800.0,5000.0,1300.0,0.6666666666666666,2.4366666666666665,0.5966666666666667,2.5100000000000002,0.28,1.1,1.0,4.05,0.6,1.23,0.42,2.0,-0.33333333333333337,-1.6133333333333333,1.2800000000000002,0.3333333333333333,64.0,0.0,128.5,0.3333333333333333,-64.5,1,0.7142857142857143,0.5,0.2142857142857143,0.5,0.1875,2.1710000000000003,2.5166,-0.3455999999999997
Juliana Miller,Carli Judice,590.0,-850.0,590.0,11.7647,2026-02-21,"Houston, Texas, USA",USA,Blue,False,Women's Flyweight,FEMALE,3,0,2,0,9.32,0.5,0.0,0.52,0.25,2,2,10,0,0,0,0,2,0,0,2,Southpaw,170.18,172.72,125,0,1,0,2.65,0.39,1.2,2.16,0.29,1,2,10,0,0,0,1,1,0,0,2,Orthodox,170.18,167.64,125,29,26,0,1,1,0,0,0,0,1,0,0.0,5.08,-3,6.67,-1.2,-1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,,3.0,5:00,900.0,1000.0,230.0,5000.0,5000.0,5000.0,800.0,0.3333333333333333,3.09,0.43,1.946666666666667,0.38999999999999996,1.6000000000000003,0.6666666666666666,9.956666666666667,0.5133333333333333,0.68,0.25,0.0,-0.3333333333333333,-6.866666666666667,1.266666666666667,0.0,199.33333333333334,0.6666666666666666,48.0,-0.6666666666666666,151.33333333333334,0,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0.18181818181818182,1.8264,0.13,1.6964000000000001
